,comuna1,comuna,delta1,L,w,PI,PI_Wr,f,ip,welfare
43,5303,RINCONADA,0.0,6457.127430704648,4580702.641672834,0.8944851932189777,0.0003478084350558104,9.833056128966903e-09,1.712852983527271e-08,0.000617549464429095
44,5304,SAN ESTEBAN,0.0,9839.09454308719,4064740.2069048937,0.9450096347829163,0.0003551351175128429,1.3865693895254347e-08,1.9088338603945325e-08,0.0006175494644290959
45,5401,LA LIGUA,0.0,21106.91492254677,4724969.906963654,1.0419771648300724,0.00035362492795700033,2.143617385815623e-08,4.483659068987786e-08,0.0006175494644290965
46,5402,CABILDO,0.0,9557.473814101453,9551188.871959826,0.8677006429811907,0.0003529423410838708,1.5303788756368702e-08,1.6515921548032486e-08,0.0006175494644290985
47,5403,PAPUDO,0.0,5644.261704127334,5301041.2501127245,1.0650120428760828,0.0003531106997260372,8.072490703113078e-09,6.274286225084906e-08,0.0006175494644290917
48,5404,PETORCA,0.0,4398.445530790158,4318495.212187973,0.7502188033419073,0.00035153791455030817,1.1058317781141348e-08,7.802869587724253e-09,0.0006175494644290949
49,5501,QUILLOTA,0.0,63103.66569575981,4934465.076205521,1.2347741052126875,0.0003545824713674815,5.016865824296367e-08,1.1875521232027815e-07,0.0006175494644290948
50,5502,LA CALERA,0.0,38343.73767117576,4477117.04302827,1.1133732183868503,0.0003549547252740321,3.22146354423929e-08,8.270129144225983e-08,0.0006175494644290945
51,5503,HIJUELAS,0.0,11473.803619786899,4166690.1155359093,0.8600659889758061,0.00035513261357240943,1.2043536608815973e-08,2.5958966513627025e-08,0.0006175494644290963
52,5504,LA CRUZ,0.0,11026.960091515632,4336693.433812814,0.9898735806706884,0.00035474184108091346,1.4821537489174375e-08,2.311338605868903e-08,0.0006175494644290956
53,5506,NOGALES,0.0,13483.508930902575,3585586.9967236454,0.9545178144382732,0.00035485009820821666,1.5493963665315936e-08,2.6649861551309336e-08,0.0006175494644290965
54,5601,SAN ANTONIO,0.0,113087.29465128202,4367954.584164794,1.3304655944790098,0.00035694238616659145,4.902434010569731e-08,2.871532418717285e-07,0.0006175494644290923
55,5602,ALGARROBO,0.0,18726.56941619175,8267654.278733947,1.3376766798384843,0.00035615904914815884,7.736866918047904e-09,2.3374053017282732e-07,0.0006175494644290919
56,5603,CARTAGENA,0.0,10956.150259414339,3857494.6363528403,1.003160711085108,0.00035678530813334635,1.6360110814979266e-08,2.3547762955455954e-08,0.0006175494644290947
57,5604,EL QUISCO,0.0,10694.893485120192,3895923.8149608313,1.1237734405481852,0.00035618843586381716,1.416851179984819e-08,4.239673226054593e-08,0.0006175494644290923
58,5605,EL TABO,0.0,6513.496872602286,5292512.908507367,1.0431224637185461,0.0003563986301646248,1.4094808855193894e-08,2.4842715080801948e-08,0.000617549464429092
59,5606,SANTO DOMINGO,0.0,12336.637227489542,6871598.748082001,1.2330186965729504,0.0003570183508784844,7.143276894915991e-09,3.612289121487702e-07,0.0006175494644290919
60,5701,SAN FELIPE,0.0,50577.91987137474,5500638.702901377,1.1942840131107877,0.0003552059492466777,4.182911039113336e-08,1.0317083504423557e-07,0.0006175494644290953
61,5702,CATEMU,0.0,6885.246891350841,3435519.330756257,0.8644150893990377,0.00035506876160724515,1.2676799282429126e-08,1.4246191457237043e-08,0.0006175494644290952
62,5703,LLAY-LLAY,0.0,12130.951915496724,4148472.6612877785,0.9176338864622628,0.00035557424070670754,1.676430623370021e-08,2.0554866825327706e-08,0.0006175494644290977
63,5704,PANQUEHUE,0.0,4578.606112601633,4630257.320765283,0.8447974527391252,0.0003550691867870074,8.170735048893004e-09,1.5921788482153948e-08,0.0006175494644290921
64,5705,PUTAENDO,0.0,5884.445717836166,3188236.1581292106,0.8345505088563216,0.00035453647632357723,1.3799884075959091e-08,5.855486878289257e-09,0.000617549464429097
65,5706,SANTA MARIA,0.0,6503.647790642339,3891620.177176249,0.8298436232620151,0.00035493184385892464,1.3871365143574372e-08,9.397009623105167e-09,0.0006175494644290965
66,5801,QUILPUE,0.0,126474.48027171938,6478030.962931305,1.3914384065504626,0.0003549253189004361,7.920062543647687e-08,2.186531189677328e-07,0.0006175494644290932
67,5802,LIMACHE,0.0,29022.743459291156,4308315.3354729265,1.1113635399267472,0.00035510380999860997,2.4369846842837077e-08,5.351526658232156e-08,0.0006175494644290974
68,5803,OLMUE,0.0,14430.684707197306,4686720.356771426,1.0468324478185747,0.0003552382283462285,1.0322409910044535e-08,4.319937692958417e-08,0.0006175494644290946
69,5804,VILLA ALEMANA,0.0,71807.04432107806,5785007.460210722,1.2843648191194348,0.00035495281688256285,6.486390314328704e-08,9.63794382154648e-08,0.0006175494644290982
70,6101,RANCAGUA,0.0,245145.74408813484,5529731.804836105,1.5537219710808148,0.00035926161621614944,1.1877242135317545e-07,5.810356399575836e-07,0.000617549464429091
71,6102,CODEGUA,0.0,7873.301793274236,4566527.234739755,0.8584295050782148,0.0003584174770975786,1.1292151372649772e-08,1.6884631037553917e-08,0.0006175494644290962
72,6103,COINCO,0.0,3039.627824894128,3392369.8958797324,0.7149119768005435,0.0003583561354340778,9.056167623357478e-09,5.897251346002558e-09,0.0006175494644290947
73,6104,COLTAUCO,0.0,6952.058481301707,4358036.770603236,0.855023202039561,0.0003583753936962175,1.5679887417804986e-08,6.0926453459595244e-09,0.0006175494644291005
74,6105,DONIHUE,0.0,13550.587931537202,5226273.254996385,0.9283018891002177,0.0003583210977684941,1.3908931884718707e-08,3.211003796862487e-08,0.0006175494644290966
75,6106,GRANEROS,0.0,21036.295947981245,4550510.837993872,1.0374945857317694,0.000358644083280952,2.11165847778146e-08,4.2172757480277245e-08,0.000617549464429097
76,6107,LAS CABRAS,0.0,38732.33823665642,4183601.453027768,1.314739973321681,0.00035835126440114575,1.1135621733119762e-08,3.1037597926771993e-07,0.000617549464429093
77,6108,MACHALI,0.0,84442.29504147606,8388330.299750375,1.327865075385809,0.0003583738735612747,2.6466484264494937e-08,2.117173955836808e-07,0.000617549464429096
78,6109,MALLOA,0.0,6717.530885619347,4101366.8888471117,0.8447747659101905,0.0003588680433584629,1.1701929914505719e-08,1.3034909627506313e-08,0.0006175494644290965
79,6110,SAN FRANCISCO DE MOSTAZAL,0.0,26536.46508846549,4696278.36654374,1.0429180337081296,0.00035852591968798647,1.5000512772343345e-08,7.385585740410643e-08,0.0006175494644290949
80,6111,OLIVAR,0.0,9438.03925342924,4577510.3293563295,0.8719463172408558,0.000358715032231183,1.0979952493391897e-08,2.1814768100927353e-08,0.0006175494644290969
81,6112,PEUMO,0.0,8124.182523554124,3892944.2859574063,0.8389309201766068,0.00035843174565683704,1.2616076202160387e-08,1.5850819991494634e-08,0.0006175494644290964
82,6113,PICHIDEGUA,0.0,9338.303214100868,3573824.0242343456,0.8427872933845738,0.00035821200302814496,1.4385117329483083e-08,1.512798908638753e-08,0.0006175494644290977
83,6114,QUINTA DE TILCOCO,0.0,6201.836239047705,4925706.344461821,0.7987026486646843,0.00035378315391215595,1.1819785301773411e-08,1.1549442054451829e-08,0.0006175494644290965
84,6115,RENGO,0.0,38956.018630259976,4233430.113611067,1.1204972506864883,0.00035879564949112876,3.4120525896412734e-08,7.3798486539155e-08,0.0006175494644290958
85,6116,REQUINOA,0.0,30763.55484574145,4804551.098204491,1.0755959454127992,0.0003595019663093295,1.8208818937057124e-08,7.142135536349725e-08,0.0006175494644290971
86,6117,SAN VICENTE,0.0,34133.86727068212,5094156.053769319,1.115708513754791,0.0003587122437956316,2.5767914744017113e-08,7.064097040178914e-08,0.0006175494644290969
87,6201,PICHILEMU,0.0,11249.06234689711,5388442.161493063,1.0350054154238844,0.00035649650838390126,1.099632370033352e-08,3.497522615594337e-08,0.0006175494644290945
88,6202,LA ESTRELLA,0.0,2353.628238154771,3734444.579685233,0.7746941460321101,0.00035782553999445294,7.246716541929998e-09,2.3673739292266465e-08,0.0006175494644290918
89,6203,LITUECHE,0.0,3819.0395840182377,3931011.0364300422,0.8225879998225959,0.00035760576773766813,7.599003570722202e-09,1.3608297969069883e-08,0.0006175494644290924
90,6204,MARCHIGUE,0.0,4505.422421707528,3873747.4969774834,0.7691380875064041,0.0003580582309984006,8.011171688283908e-09,1.4709983006844867e-08,0.0006175494644290918
91,6205,NAVIDAD,0.0,2433.862164636631,3519350.6759879673,0.7393527982010218,0.0003567645053273488,8.47443171355522e-09,4.6073112348260635e-09,0.0006175494644290934
92,6206,PAREDONES,0.0,2381.679673922945,3519514.7287291954,0.7214479852447458,0.0003563767845103141,8.857162612706707e-09,3.4411467267679323e-09,0.0006175494644290938
93,6301,SAN FERNANDO,0.0,74877.44839957225,4517889.9125317335,1.2883293499247834,0.00035911545983624614,3.9144488041365734e-08,1.884226049624959e-07,0.0006175494644290937
94,6302,CHEPICA,0.0,5638.248165600789,3582154.206120319,0.8304478675593052,0.0003588798824564067,1.3720802105649815e-08,5.070403212613182e-09,0.0006175494644290983
95,6303,CHIMBARONGO,0.0,18972.165961780665,3545117.926895671,0.9696870693594822,0.0003591767950791347,2.2012563671417986e-08,3.068636626343366e-08,0.0006175494644290983
96,6304,LOLOL,0.0,3788.5612459565145,3528799.178274864,0.7488570719369919,0.0003574236673797879,8.364266903139123e-09,1.1632709407887227e-08,0.0006175494644290939
97,6305,NANCAGUA,0.0,13812.788781751908,4216545.306512461,0.8620339423492515,0.0003588292900185609,1.1416900494645897e-08,6.293985778490495e-08,0.000617549464429092
98,6306,PALMILLA,0.0,9050.642637823015,3420707.408565766,0.8271013235142889,0.00035864573818836844,1.032252566127952e-08,2.5712112618254716e-08,0.0006175494644290949
99,6307,PERALILLO,0.0,6356.977322108091,4229241.907372719,0.818314795877178,0.0003582537937757577,1.0332001921132178e-08,1.5272691262939287e-08,0.000617549464429095
100,6308,PLACILLA,0.0,4313.279108289942,3902990.1261821515,0.7956812193197116,0.00035861257882361205,9.801167453561693e-09,9.176881453267293e-09,0.0006175494644290947
101,6309,PUMANQUE,0.0,1595.6458053521003,5229247.794569688,0.6362058755108305,0.0003573052182405003,7.377592569033111e-09,5.914988152145101e-09,0.0006175494644290923
102,6310,SANTA CRUZ,0.0,30545.804207746914,5250486.460588766,1.1368135538386788,0.0003587001126924247,2.08129046282087e-08,6.904525716494707e-08,0.0006175494644290971
103,7101,TALCA,0.0,234024.5283753277,6082424.124479277,1.5365069707695074,0.00035907708948087255,1.1581549894737106e-07,5.021336142894319e-07,0.0006175494644290914
104,7102,CONSTITUCION,0.0,39035.17820591637,5386816.5523007475,1.1245201744871471,0.0003562622598281682,2.744413877280575e-08,8.407200319896588e-08,0.000617549464429097
105,7103,CUREPTO,0.0,4461.889959319765,3381005.983235558,0.7489131567389258,0.00035713509688976305,1.0845666542956177e-08,7.422155093299175e-09,0.0006175494644290954
106,7104,EMPEDRADO,0.0,1606.2673243050458,3488866.9854232445,0.681443991863031,0.0003562940507058418,8.521148611076008e-09,2.1531428697058596e-09,0.0006175494644290941
107,7105,MAULE,0.0,22308.491966197354,3196781.136212387,0.9826828577452574,0.0003590004276122356,3.181007049345827e-08,2.5045810347854055e-08,0.0006175494644290995
108,7107,PENCAHUE,0.0,4322.184932669982,3762653.947560533,0.7521639586069209,0.00035849440748683773,8.95133654676519e-09,1.014390509313208e-08,0.0006175494644290943
109,7108,RIO CLARO,0.0,6451.239927166132,3395103.06336892,0.7435941613010698,0.00035860125488874293,1.1275432524392951e-08,1.2743419540354486e-08,0.0006175494644290948
110,7109,SAN CLEMENTE,0.0,20945.663124429633,2952955.8324115616,0.9650155522144946,0.00035833415353735766,2.4875222362552297e-08,3.4646633342793544e-08,0.0006175494644290965
111,7110,SAN RAFAEL,0.0,4561.4046562317835,4191303.7428407976,0.7445987002593029,0.0003592189655811728,1.0065225279171121e-08,9.048557674127921e-09,0.0006175494644290957
112,7201,CAUQUENES,0.0,18118.537253005125,4296825.426237808,1.0687146875411784,0.0003576297283589494,2.85450106498697e-08,2.8385790561136546e-08,0.0006175494644290969
113,7202,CHANCO,0.0,3280.5246888599927,3478248.4048644113,0.7593365212178238,0.0003560587221767925,1.0246021437497922e-08,3.931980668675185e-09,0.0006175494644290945
114,7203,PELLUHUE,0.0,4205.6094420520285,3389648.6675078,0.904821983456206,0.0003558601786846774,9.226826425906314e-09,1.3145231806615735e-08,0.0006175494644290935
115,7301,CURICO,0.0,131830.67137539378,5275725.680688727,1.372510405742134,0.00035907106214650103,7.614110218097233e-08,3.002892042919916e-07,0.000617549464429093
116,7302,HUALANE,0.0,4271.30469901557,4798700.172259696,0.8057474150950564,0.0003578993189550422,1.1368468688725785e-08,7.509446639306102e-09,0.000617549464429095
117,7303,LICANTEN,0.0,4372.507332323047,4536185.520683145,0.8764800805513078,0.0003571459302129453,8.784055609367005e-09,1.5713596478687943e-08,0.0006175494644290922
118,7304,MOLINA,0.0,27275.417192699348,4357064.048823203,1.0679808064699308,0.0003590162094992344,2.7044086140348077e-08,6.01981072749191e-08,0.0006175494644290954
119,7305,RAUCO,0.0,5008.254250370403,3359130.1902290396,0.7824913346754176,0.00035668748165427984,1.0713055006083994e-08,1.2461829471058732e-08,0.0006175494644290939
120,7306,ROMERAL,0.0,12960.53936861661,4076889.6780098667,0.9426509092661783,0.0003589867608433626,1.0172171056163537e-08,4.293845046490395e-08,0.0006175494644290934
121,7307,SAGRADA FAMILIA,0.0,14293.428144277008,4093689.830033958,0.8825815788884612,0.0003587132163093171,1.328106323006934e-08,3.836004554521133e-08,0.0006175494644290956
122,7308,TENO,0.0,18828.009429358288,4270132.209294606,0.9770287956792211,0.00035919011409935026,1.7098219223800133e-08,3.997724483990811e-08,0.0006175494644290967
123,7309,VICHUQUEN,0.0,4801.139321641006,5194934.4833666785,0.9607399847097038,0.00035720655233174734,7.736341179284524e-09,4.633444528933749e-08,0.0006175494644290918
124,7401,LINARES,0.0,65248.68781457092,4282174.176238903,1.2671642416489923,0.0003587106561243128,4.90395285099052e-08,1.334851308793142e-07,0.0006175494644290946
125,7402,COLBUN,0.0,11725.819351144522,3811827.919835268,0.9054906932630733,0.00035812379640442896,1.4741671422291219e-08,2.8262454995337264e-08,0.0006175494644290956
126,7403,LONGAVI,0.0,10346.207545178058,2813159.3986225007,0.8462138555462213,0.00035876503994809104,1.792618518755345e-08,9.657294642521054e-09,0.0006175494644291017
127,7404,PARRAL,0.0,22404.90154858726,3963221.2643634262,1.0736020165171427,0.0003585430969085111,2.4831464353099572e-08,4.573137235475476e-08,0.0006175494644290962
128,7405,RETIRO,0.0,8381.432932825206,3352032.0189374713,0.7919755867031399,0.00035479462054126433,1.4478116153134155e-08,1.23040852778339e-08,0.0006175494644290979
129,7406,SAN JAVIER,0.0,20740.824510789254,4482709.818316264,1.043974128856072,0.0003589519644313652,2.780219471699792e-08,3.684748075520197e-08,0.0006175494644290965
130,7407,VILLA ALEGRE,0.0,5875.157450670604,3651240.660970733,0.8599835655452386,0.0003589147825965049,1.4413140252627482e-08,7.617393599970234e-09,0.0006175494644290961
131,7408,YERBAS BUENAS,0.0,10427.804192193831,3730661.002677629,0.8285618246318678,0.00035870210776759386,1.3287957399030975e-08,2.280587603370996e-08,0.0006175494644290958
132,8101,CONCEPCION,0.0,379557.8164082444,6354130.175198548,1.6979004110190885,0.0003557908441771355,2.7323005044136085e-08,1.3390037867867227e-06,0.000617549464429092
133,8102,CORONEL,0.0,91831.6776574806,4716124.866014303,1.2219375361853788,0.0003550741345846136,6.4307681483953e-08,2.0602950891971474e-07,0.0006175494644290937
134,8103,CHIGUAYANTE,0.0,78531.19511391612,5851913.887137171,1.2928213288035966,0.0003553624488418632,4.7582102461790486e-08,1.434048004857297e-07,0.0006175494644290987
135,8104,FLORIDA,0.0,3292.3446106894335,3308322.267107424,0.7212404263960602,0.0003561868651370826,9.967194074264386e-09,4.396750988044984e-09,0.0006175494644290948
136,8105,HUALQUI,0.0,11194.320960872645,3332204.7717073085,0.8520819208655368,0.0003547965864505355,1.766235249948439e-08,1.580573919995779e-08,0.0006175494644290991
137,8106,LOTA,0.0,20130.344091527862,4032925.154880195,0.9226368282554381,0.00035474577990992197,2.986735611818632e-08,2.725856870881963e-08,0.0006175494644290991
138,8107,PENCO,0.0,37900.99648059615,3941582.7854574025,1.089480278323444,0.0003558372007031961,2.7887474604757634e-08,7.868206068771027e-08,0.0006175494644290958
139,8108,SAN PEDRO DE LA PAZ,0.0,163168.34773901253,8372338.8573055975,1.4497400745754017,0.0003555665133330863,6.897941514044371e-08,3.7132182799624916e-07,0.000617549464429095
140,8109,SANTA JUANA,0.0,5114.336377659827,4231790.029757722,0.8293071198674855,0.00035482234977241066,1.283457519779338e-08,5.914614890317665e-09,0.000617549464429097
141,8110,TALCAHUANO,0.0,261608.4079692553,6209553.214411833,1.6168197376215587,0.0003554332776726144,5.060160384103309e-08,8.627528001676097e-07,0.0006175494644290925
142,8111,TOME,0.0,31885.50541380537,4244826.272816983,1.1005615596586755,0.00035609663098620353,2.995358407699871e-08,5.4794011225920596e-08,0.0006175494644290987
143,8201,LEBU,0.0,9913.31350510365,4683933.112196596,0.9422580054008067,0.0003515813316271241,1.903903640543562e-08,1.0561066163592915e-08,0.0006175494644291002
144,8202,ARAUCO,0.0,21091.28294259093,6038920.912694295,0.9541935357656872,0.00035338631443237155,2.368034883401397e-08,3.8459128029554635e-08,0.0006175494644290997
145,8203,CANETE,0.0,14714.344205510051,3958237.1767096925,0.9242029465244783,0.00035243094576429765,2.0461698045256882e-08,1.9689453548509262e-08,0.0006175494644291018
146,8204,CONTULMO,0.0,1961.628463687708,3446833.4858822715,0.6877099059285552,0.0003526133985218007,9.018967407273195e-09,2.3032525430534583e-09,0.0006175494644290938
147,8205,CURANILAHUE,0.0,12724.213028223157,4479324.3074032655,0.8182349388195858,0.00035314717775495144,2.1891588406286804e-08,1.2530010040528631e-08,0.0006175494644291033
148,8206,LOS ALAMOS,0.0,8107.027542673933,3971379.595386376,0.7504363221088819,0.0003526736171839057,1.6177263028589024e-08,6.352255124987862e-09,0.0006175494644291033
149,8207,TIRUA,0.0,3372.0396203760783,3451326.0090453536,0.6531187720614785,0.00035095167909516547,1.1159926622747482e-08,1.9127431770198025e-09,0.000617549464429096
150,8301,LOS ANGELES,0.0,165512.14924798266,5468012.710193289,1.3941686669805922,0.0003563005107638926,9.807345127467405e-08,3.374945929142434e-07,0.0006175494644290928
151,8302,ANTUCO,0.0,1850.4565757648197,4236621.729180272,0.7135326134617654,0.0003548437749163145,8.134226765735069e-09,7.0554739902110585e-09,0.0006175494644290922
152,8303,CABRERO,0.0,19647.39540089556,4354816.840681438,0.9598204802924383,0.0003570920371038324,1.823566499201341e-08,4.3734970652004006e-08,0.0006175494644290976
153,8304,LAJA,0.0,13322.224676835182,3944430.213168211,0.9532965085233088,0.0003558233934356209,1.7357415431998242e-08,2.787744042643717e-08,0.0006175494644290971
154,8305,MULCHEN,0.0,13344.223433893265,3654910.7918772795,0.9324987275788956,0.00035546292782467995,1.9981812980929318e-08,1.9281664492401258e-08,0.0006175494644290994
155,8306,NACIMIENTO,0.0,20770.245584520104,5144740.955137849,0.9818541673101548,0.0003554452255041088,1.8294100932354437e-08,5.2016197656609803e-08,0.000617549464429097
156,8307,NEGRETE,0.0,5590.55873074178,3570610.4032126083,0.7400970713963714,0.0003554750117269132,1.0117138317583109e-08,1.4511614492718692e-08,0.0006175494644290947
157,8308,QUILACO,0.0,1614.0098175247826,3951193.64288523,0.660147385628315,0.00035499520033394023,8.125585255768573e-09,3.426154535407428e-09,0.0006175494644290938
158,8309,QUILLECO,0.0,3828.064704889545,3959960.76888509,0.7266107378519763,0.0003557034565111448,1.0661308186482583e-08,5.330997379394473e-09,0.0006175494644290956
159,8310,SAN ROSENDO,0.0,1307.2468346124783,4275892.805433806,0.6416762681992719,0.0003557582850968354,8.636428981733329e-09,8.680239994474761e-10,0.0006175494644290933
160,8311,SANTA BARBARA,0.0,7445.58930120867,3817668.9131875583,0.7961036824173618,0.0003551870573802093,1.1160755377997581e-08,1.9580997424073412e-08,0.0006175494644290953
161,8312,TUCAPEL,0.0,6274.996624321807,3215351.9941517604,0.8177253554220278,0.0003564773824150368,1.3716218818215887e-08,1.0953591772491062e-08,0.0006175494644290957
162,8313,YUMBEL,0.0,10044.527652575,3738687.6471863124,0.8550174099022518,0.00035653220168288134,1.6050647177401898e-08,1.717519779361047e-08,0.0006175494644290964
