,comuna1,comuna,delta3,L,w,PI,PI_Wr,f,ip,welfare
32,4303,MONTE PATRIA,0.0,29515.142114200393,3839012.7322828444,0.8093021101685864,0.00034011899741394125,1.0555603719196608e-07,1.3849458582396244e-08,0.0006643984367576177
33,4304,PUNITAQUI,0.0,9604.924914763984,3834269.6153326766,0.7064076068710959,0.00034064464818318256,4.556573194646653e-08,9.880145294179131e-09,0.0006643984367576169
34,4305,RIO HURTADO,0.0,4458.047129545757,3338195.658884806,0.6133664942944436,0.00033982539992398545,2.9354014785216123e-08,9.46128337134245e-09,0.0006643984367576176
35,5101,VALPARAISO,0.0,323878.4743117705,5086000.605579882,1.6064636234475205,0.0003506981163747312,3.136427656725709e-07,5.848172283878509e-07,0.0006643984367576276
36,5102,CASABLANCA,0.0,30481.981692156107,4438914.795764349,1.1248928247953498,0.0003518696000055927,3.664028846619583e-08,1.4253273765564455e-07,0.0006643984367576176
37,5103,CONCON,0.0,55909.59091792997,7277358.667474232,1.4298074537327456,0.0003504163547881522,2.6780780158241424e-08,2.3650862962964464e-07,0.0006643984367576182
38,5105,PUCHUNCAVI,0.0,21033.287135934926,3729686.2256782,1.1860153063258565,0.00035008900904288747,3.418052242741298e-08,9.373184971007642e-08,0.0006643984367576178
39,5107,QUINTERO,0.0,29943.844228983016,5063471.988133655,1.1448528213611728,0.0003542488280916375,4.6643479113446676e-08,7.838183313908754e-08,0.0006643984367576173
40,5109,VINA DEL MAR,0.0,349713.1273010247,7536140.6844406985,1.8150417444714886,0.00035058219927530833,1.1623858408395121e-07,1.2149727241858657e-06,0.0006643984367576181
41,5301,LOS ANDES,0.0,67814.02222717642,6015864.216792696,1.245615610173921,0.00035152525999128625,1.130861681002187e-07,1.0902889323392456e-07,0.000664398436757616
42,5302,CALLE LARGA,0.0,14381.953206477865,3960599.090383051,0.871444932697211,0.0003516353667364985,3.760108345915214e-08,3.098038851841399e-08,0.0006643984367576176
43,5303,RINCONADA,0.0,10029.757053685464,4645548.100735903,0.8945086172713866,0.00034395686341342157,3.5545227749318096e-08,1.519862229127393e-08,0.0006643984367576171
44,5304,SAN ESTEBAN,0.0,17309.533040175545,4150457.7278957055,0.945056307369885,0.0003512119191918602,5.179428647016134e-08,2.0361073701162895e-08,0.0006643984367576176
45,5401,LA LIGUA,0.0,31308.38532217329,4753853.004514429,1.0420259802772884,0.00034971737649244804,7.898978842048637e-08,3.9542646167928793e-08,0.000664398436757617
46,5402,CABILDO,0.0,18135.13929871462,9690747.41610008,0.8677453623304384,0.0003490442418204024,5.769045475411888e-08,1.942471219370057e-08,0.0006643984367576171
47,5403,PAPUDO,0.0,6037.3792359377885,5276067.985688396,1.0650651929289294,0.0003492100759679955,2.658343801315473e-08,5.800461422427062e-08,0.0006643984367576174
48,5404,PETORCA,0.0,9313.817731931036,4476451.58306188,0.7502578374560037,0.0003476555263833337,3.875956103053368e-08,1.2736815097453651e-08,0.0006643984367576173
49,5501,QUILLOTA,0.0,90313.74608783424,4943732.192792381,1.2348406619772303,0.0003506672248937068,1.8499589450327803e-07,1.0488673409068972e-07,0.0006643984367576169
50,5502,LA CALERA,0.0,52090.58029435187,4477227.14221768,1.113430791739804,0.0003510344709256937,1.15402280895327e-07,6.953010606258512e-08,0.000664398436757617
51,5503,HIJUELAS,0.0,17248.938906030926,4208484.622231577,0.8601112481208192,0.0003512107683445591,4.030534270724124e-08,2.8581355634432138e-08,0.0006643984367576172
52,5504,LA CRUZ,0.0,18847.327320731398,4425434.630838044,0.9899255766341059,0.00035082427239681367,5.1194517189504945e-08,2.8933994509321928e-08,0.0006643984367576173
53,5506,NOGALES,0.0,21844.684155386312,3642546.015204651,0.9545657510189172,0.0003509303892912677,5.8797276398863867e-08,2.4735011500535674e-08,0.0006643984367576176
54,5601,SAN ANTONIO,0.0,101269.86969606619,4232910.877443535,1.3305242938187132,0.0003529970526118025,1.22923315413633e-07,2.0572151701945276e-07,0.0006643984367576176
55,5602,ALGARROBO,0.0,11010.955846207287,7499659.287415427,1.3377404493162384,0.00035222383388720026,2.547819869927361e-08,1.2181941936953784e-07,0.0006643984367576176
56,5603,CARTAGENA,0.0,18349.13579621969,3928232.5051433756,1.0032073527065517,0.0003528426886798311,6.307489680813035e-08,1.923499907785136e-08,0.0006643984367576174
57,5604,EL QUISCO,0.0,12457.527979031356,3879045.681490929,1.1238262322322026,0.0003522526103962817,4.8909982899300307e-08,2.6321620962443817e-08,0.0006643984367576173
58,5605,EL TABO,0.0,9494.95034491407,5353402.533504908,1.0431712321521038,0.0003524603896327747,4.933179662077921e-08,1.846128407494087e-08,0.0006643984367576176
59,5606,SANTO DOMINGO,0.0,9902.36321206012,6436077.268258658,1.2330686769912462,0.0003530707010205348,2.3523453359143452e-08,2.999725561094272e-07,0.0006643984367576176
60,5701,SAN FELIPE,0.0,70802.40427877984,5500951.991159424,1.1943449534251016,0.00035128263989351655,1.4825061034705336e-07,9.410904951526923e-08,0.0006643984367576169
61,5702,CATEMU,0.0,12553.679711780433,3531037.772898113,0.8644593776727468,0.00035114705286301275,4.8294852648384824e-08,1.3012630960564026e-08,0.0006643984367576179
62,5703,LLAY-LLAY,0.0,22412.548113628727,4236934.459240771,0.917682049042844,0.0003516474621291255,6.577438210147705e-08,2.1142580846060214e-08,0.0006643984367576176
63,5704,PANQUEHUE,0.0,6805.693765337858,4700489.551269467,0.844842001615543,0.00035114808720577284,2.713394119203333e-08,1.5717952778876177e-08,0.0006643984367576171
64,5705,PUTAENDO,0.0,14379.504834953657,3324323.909915982,0.8345917163509285,0.00035061988647932347,5.562665922927159e-08,8.35368247804737e-09,0.0006643984367576177
65,5706,SANTA MARIA,0.0,14279.791235575945,4036671.9510214217,0.8298860269668158,0.00035101159144266056,5.1929477894446316e-08,1.45384978016277e-08,0.0006643984367576176
66,5801,QUILPUE,0.0,166584.29649614962,6437958.612032838,1.3915178165073523,0.000351007584398125,2.917389947896226e-07,1.7183974669957964e-07,0.0006643984367576139
67,5802,LIMACHE,0.0,43056.85465478002,4333578.798676144,1.1114240736228809,0.00035118303889584805,9.202015228209774e-08,4.734283258714074e-08,0.000664398436757615
68,5803,OLMUE,0.0,15588.147171004566,4615253.936721403,1.0468909243993583,0.00035131654392857385,3.410823703850048e-08,3.1256815293417716e-08,0.0006643984367576169
69,5804,VILLA ALEMANA,0.0,130108.43555269786,5860146.076171139,1.2844359226001822,0.0003510340786272783,2.915395652612931e-07,7.762102637756188e-08,0.0006643984367576147
70,6101,RANCAGUA,0.0,243748.23778637583,5400598.848723978,1.5537486784742482,0.00035527948386767933,3.1008550278706003e-07,4.653003596760947e-07,0.0006643984367576188
71,6102,CODEGUA,0.0,13403.93610628546,4650081.583831126,0.8584616987853531,0.00035445310274650864,4.010877984048326e-08,1.9224320087706672e-08,0.0006643984367576177
72,6103,COINCO,0.0,6395.112984458321,3534847.9512357186,0.7149329131375517,0.0003543890414046261,3.223717714112667e-08,8.063409141714616e-09,0.0006643984367576179
73,6104,COLTAUCO,0.0,17442.65400070466,4520748.545013199,0.8550477790871039,0.0003544078627967878,6.45588884745505e-08,9.061623502939897e-09,0.000664398436757618
74,6105,DONIHUE,0.0,19436.625315898073,5245298.319912696,0.9283308433673109,0.00035435517943168364,4.7353336732330275e-08,3.170882345396468e-08,0.000664398436757618
75,6106,GRANEROS,0.0,31726.715335155975,4581672.003277484,1.0375316126675571,0.00035467645168287606,8.073204417975928e-08,3.479030630556602e-08,0.000664398436757617
76,6107,LAS CABRAS,0.0,24404.377618900944,3808220.5480869114,1.3147764302293388,0.0003543835809525152,3.667060402635947e-08,1.7668232857587313e-07,0.000664398436757618
77,6108,MACHALI,0.0,60772.22319631937,8006098.88812886,1.3279068549822635,0.00035440748406085086,4.564071903409073e-08,1.3343630094114922e-07,0.000664398436757611
78,6109,MALLOA,0.0,12523.471366888529,4206755.486238421,0.844794751097424,0.00035489295190680787,4.345432833950685e-08,1.4588821363415352e-08,0.0006643984367576178
79,6110,SAN FRANCISCO DE MOSTAZAL,0.0,26946.566315362867,4598559.971452035,1.0429590600566896,0.00035456110503402925,4.223172798010445e-08,5.8642026521850426e-08,0.0006643984367576173
80,6111,OLIVAR,0.0,14602.48542360538,4630990.243837639,0.8719730322127964,0.0003547445252151086,3.669449726492481e-08,2.4859773195841935e-08,0.0006643984367576176
81,6112,PEUMO,0.0,14788.820467387257,3986031.8739023753,0.8389530666723563,0.00035446262066094657,4.58657845317411e-08,1.9047625007597438e-08,0.0006643984367576173
82,6113,PICHIDEGUA,0.0,18352.70989135001,3675108.6558239586,0.8428082771052519,0.0003542446911606449,5.531933906063082e-08,1.853724773060329e-08,0.0006643984367576177
83,6114,QUINTA DE TILCOCO,0.0,12058.868784498036,5049846.360902562,0.7987467239663691,0.00034987725659354156,4.298646776412867e-08,1.4874088835115789e-08,0.0006643984367576176
84,6115,RENGO,0.0,57801.1057007456,4257706.156431093,1.1205264860183752,0.0003548223676369821,1.2877590128577626e-07,6.437236044319286e-08,0.0006643984367576168
85,6116,REQUINOA,0.0,33950.33123373557,4731217.474844624,1.0755938070267783,0.00035550921448426124,5.698624619339388e-08,5.547163340866621e-08,0.0006643984367576159
86,6117,SAN VICENTE,0.0,45651.57340112226,5081862.974671389,1.1157345098467497,0.0003547387301860748,8.846987807152442e-08,6.397072213485083e-08,0.0006643984367576164
87,6201,PICHILEMU,0.0,13672.852542493985,5353936.460701686,1.0350261457791459,0.0003525461933228806,3.835004764397424e-08,2.6294385152921876e-08,0.0006643984367576176
88,6202,LA ESTRELLA,0.0,3411.8651689204944,3927182.0325703453,0.7747126380879624,0.00035386208392424037,2.3864089421249912e-08,2.7720282415201366e-08,0.0006643984367576176
89,6203,LITUECHE,0.0,6408.847848048304,4065281.694803556,0.8226100087716482,0.0003536459367031079,2.502420229559791e-08,1.8210460796667405e-08,0.0006643984367576169
90,6204,MARCHIGUE,0.0,8855.822855329705,4084376.2742549037,0.7691523675545481,0.0003540900061577628,2.5905460778941676e-08,2.967702230432636e-08,0.000664398436757617
91,6205,NAVIDAD,0.0,5242.276435695907,3674085.214073823,0.7393760013156848,0.00035281589466520886,3.053334554619833e-08,5.723210296908887e-09,0.0006643984367576177
92,6206,PAREDONES,0.0,5526.591688942885,3687398.9358503507,0.7214571764795635,0.00035242479857770505,3.1906152385753e-08,5.423482950509332e-09,0.0006643984367576174
93,6301,SAN FERNANDO,0.0,75220.01671055838,4419047.273590286,1.2883502286435378,0.0003551345400675355,1.103870663099677e-07,1.4470467313285514e-07,0.0006643984367576172
94,6302,CHEPICA,0.0,14196.925471854398,3735332.107210884,0.8304574563523752,0.00035489964457698434,5.4824949271568097e-08,8.696138612253379e-09,0.0006643984367576181
95,6303,CHIMBARONGO,0.0,34319.19154074739,3619743.727582794,0.9697002023121355,0.00035519409187812715,8.7897832819467e-08,3.162186371634409e-08,0.0006643984367576167
96,6304,LOLOL,0.0,6398.983476151446,3631089.1652481495,0.7488662530853165,0.00035345987432696985,2.8059646096352186e-08,1.3230513000684927e-08,0.0006643984367576176
97,6305,NANCAGUA,0.0,17155.79779920684,4224786.62494301,0.862046905416949,0.0003548510588121312,3.759688028934276e-08,6.903871131342278e-08,0.0006643984367576176
98,6306,PALMILLA,0.0,13712.111843150462,3486827.478921472,0.8271150884715587,0.000354670206034981,3.0648977464056445e-08,3.47592225465692e-08,0.0006643984367576181
99,6307,PERALILLO,0.0,10811.199206850326,4318381.050582494,0.818328343204587,0.00035428257019523985,3.4978611971785234e-08,1.8730923517640405e-08,0.0006643984367576178
100,6308,PLACILLA,0.0,8320.897278829423,4028183.236975099,0.7956945912421101,0.00035463748177810443,3.5120768591226614e-08,1.1114069328588442e-08,0.0006643984367576174
101,6309,PUMANQUE,0.0,3624.308999712701,5587811.311967093,0.6362156896197254,0.000353344044018755,2.429507595091688e-08,1.4273500489510229e-08,0.0006643984367576176
102,6310,SANTA CRUZ,0.0,36747.922467703764,5200191.191092663,1.136829415434024,0.0003547228645098997,6.90890661661607e-08,5.600104579274188e-08,0.0006643984367576164
103,7101,TALCA,0.0,237783.6780666296,5947188.229215409,1.5364908053194526,0.0003550855209954129,3.4499335245435335e-07,3.579304465536785e-07,0.0006643984367576193
104,7102,CONSTITUCION,0.0,50777.472797907634,5364410.602590378,1.1245113105694289,0.000352303066188475,8.409250232233863e-08,8.641403251906087e-08,0.0006643984367576159
105,7103,CUREPTO,0.0,9500.805359332066,3512709.3164689946,0.7489116686183231,0.0003531686327604932,3.992209625141231e-08,1.019545619452453e-08,0.0006643984367576174
106,7104,EMPEDRADO,0.0,3901.340523198547,3689036.2619472044,0.6814346532195884,0.0003523321102625114,2.9308119794578505e-08,4.728470766584619e-09,0.0006643984367576177
107,7105,MAULE,0.0,51177.716482938245,3314574.544289035,0.9826699599991628,0.0003550086325522853,1.3680734100888321e-07,3.4913364734579245e-08,0.0006643984367576167
108,7107,PENCAHUE,0.0,8317.314935249386,3917736.9774500895,0.7521572301525926,0.0003545099679152475,2.694941927974275e-08,1.904931197408272e-08,0.0006643984367576177
109,7108,RIO CLARO,0.0,12712.176268966276,3531176.130630642,0.743593040083268,0.00035461870539968025,3.581544035390681e-08,2.3866007099177796e-08,0.0006643984367576178
110,7109,SAN CLEMENTE,0.0,38312.616677791986,3029947.061258656,0.9650059759891537,0.00035435109073149256,9.649448917672291e-08,3.979118829927704e-08,0.0006643984367576169
111,7110,SAN RAFAEL,0.0,9070.786752521553,4327985.6718542045,0.7445934637380118,0.00035522726585980813,3.506971251207687e-08,1.3293541859611677e-08,0.0006643984367576176
112,7201,CAUQUENES,0.0,35566.26902952143,4402969.937988387,1.0686904721492552,0.00035364924023138176,1.147638415528788e-07,2.793993313035463e-08,0.0006643984367576172
113,7202,CHANCO,0.0,7841.497541214292,3639184.0072659277,0.7593215013036563,0.0003520969021425321,3.7870060279034266e-08,6.863597236468631e-09,0.0006643984367576174
114,7203,PELLUHUE,0.0,6992.568162078476,3495438.4366575894,0.9048025723361919,0.0003518998809796922,3.2104958517534664e-08,1.3087182483631567e-08,0.0006643984367576174
115,7301,CURICO,0.0,145671.9069536917,5192903.137852614,1.3725141357868949,0.0003550850458512887,2.32234934686586e-07,2.41023303445591e-07,0.0006643984367576171
116,7302,HUALANE,0.0,9143.761378731428,4971258.071089288,0.8057471594221005,0.0003539250566820255,3.964691230463185e-08,1.263414531466687e-08,0.0006643984367576174
117,7303,LICANTEN,0.0,6997.648780760998,4647590.77118389,0.876481139534475,0.00035318066257191495,2.892668525535258e-08,1.8507509728877302e-08,0.0006643984367576174
118,7304,MOLINA,0.0,39427.40047013276,4379489.221505501,1.067979594506783,0.00035502920614265734,9.785752067874502e-08,5.3286076559675117e-08,0.0006643984367576173
119,7305,RAUCO,0.0,10090.039367473635,3538993.7793115336,0.7824792292535389,0.00035272043939293924,3.232974483517576e-08,2.6197828298577283e-08,0.0006643984367576176
120,7306,ROMERAL,0.0,16458.83055815304,4082377.7014454496,0.9426557430557968,0.0003550026787575225,3.251600904976407e-08,4.5862807668139575e-08,0.0006643984367576178
121,7307,SAGRADA FAMILIA,0.0,19139.53050280411,4105471.509606919,0.8825828599284339,0.00035473064831802317,3.924687182652657e-08,4.213375242365079e-08,0.0006643984367576178
122,7308,TENO,0.0,26758.398617359286,4287319.112060916,0.9770359455079781,0.00035520468289067784,6.206407373974608e-08,3.481713022643888e-08,0.0006643984367576174
123,7309,VICHUQUEN,0.0,5955.828533522911,5278181.105834765,0.9607421027797608,0.0003532410223230985,2.547646739423512e-08,5.096289856286585e-08,0.0006643984367576174
124,7401,LINARES,0.0,86463.30744726285,4274871.133181939,1.267139792570572,0.000354719529517473,1.757809474588854e-07,1.0926424103309307e-07,0.0006643984367576171
125,7402,COLBUN,0.0,17970.501554813018,3861557.0779297934,0.9054751838062507,0.0003541400944955363,5.2237626147730164e-08,2.7408792385161952e-08,0.0006643984367576176
126,7403,LONGAVI,0.0,25701.803846285686,2934272.95961986,0.84619426268839,0.0003547717106100321,7.827894004763695e-08,1.3353431140612795e-08,0.0006643984367576167
127,7404,PARRAL,0.0,35383.67856213687,4014523.008189012,1.0735724799489332,0.00035455043492097903,9.194515091539995e-08,4.3811904511900634e-08,0.0006643984367576172
128,7405,RETIRO,0.0,17413.332570635746,3458204.921978615,0.7919960864227973,0.0003508655610551836,5.755795100055711e-08,1.4132452424780391e-08,0.0006643984367576172
129,7406,SAN JAVIER,0.0,37425.82100179253,4571515.566857678,1.0439577934234419,0.00035495966351014994,1.0591682987041704e-07,4.040267939458459e-08,0.0006643984367576177
130,7407,VILLA ALEGRE,0.0,13339.616725705393,3790593.722591765,0.8599695947822728,0.00035492264754015797,5.5977483802904507e-08,9.620207449641371e-09,0.0006643984367576168
131,7408,YERBAS BUENAS,0.0,16996.56952933773,3795023.77651425,0.8285488548818972,0.00035471258330535625,4.669047134610852e-08,2.530143225474976e-08,0.0006643984367576179
132,8101,CONCEPCION,0.0,246102.3041513735,5984031.849047248,1.6978358377115084,0.00035182451191945776,8.997711333923243e-08,8.21246129495857e-07,0.0006643984367576179
133,8102,CORONEL,0.0,113871.78058130929,4683746.724845637,1.2218892012016,0.0003511151674383632,2.0891531531830063e-07,1.8108286378778901e-07,0.0006643984367576167
134,8103,CHIGUAYANTE,0.0,98754.7820088402,5803656.573197452,1.292772581084159,0.0003514010254937619,1.6719256895440668e-07,1.1362349982143619e-07,0.0006643984367576128
135,8104,FLORIDA,0.0,7669.0970006817015,3461531.6676327307,0.7212140878078752,0.00035221673983447095,3.665562416541016e-08,7.204907820752081e-09,0.0006643984367576178
136,8105,HUALQUI,0.0,23269.118062963553,3434853.542103606,0.8520502899222574,0.00035084171038444437,7.1478704476474e-08,1.8223493804292067e-08,0.0006643984367576173
137,8106,LOTA,0.0,41770.98161387848,4140571.1329546706,0.922600054413436,0.0003507903504775864,1.240975925808715e-07,2.923441292327418e-08,0.0006643984367576171
138,8107,PENCO,0.0,49445.86235178878,3932945.5227751667,1.0894401646722545,0.0003518708493942688,9.858765857237571e-08,6.465215291587659e-08,0.0006643984367576165
139,8108,SAN PEDRO DE LA PAZ,0.0,146055.6773319652,8113171.496557825,1.4496838557595237,0.0003516023753014034,1.788471520767847e-07,2.513027255149081e-07,0.0006643984367576138
140,8109,SANTA JUANA,0.0,11966.613378463164,4384904.274185978,0.8292716956153549,0.0003508648963763128,5.027808530514171e-08,7.812040128348269e-09,0.0006643984367576173
141,8110,TALCAHUANO,0.0,182186.75918591968,5890458.266773462,1.616761186489917,0.00035147167696095676,1.443532028551622e-07,5.179797999358942e-07,0.0006643984367576179
142,8111,TOME,0.0,50666.44840250391,4285928.943621839,1.100523546918618,0.0003521283246416474,1.216771150870189e-07,4.312539673018714e-08,0.0006643984367576161
143,8201,LEBU,0.0,23288.587821839432,4833744.897519202,0.9422186333396336,0.0003476604039667524,7.91914710667079e-08,1.3327686782065568e-08,0.0006643984367576178
144,8202,ARAUCO,0.0,35197.014622040246,6101055.644734899,0.9541551480067043,0.0003494458908939077,9.038518255862895e-08,3.8106295641877116e-08,0.0006643984367576171
145,8203,CANETE,0.0,30622.569310463994,4068659.0990048493,0.924159743079884,0.00034849852513097287,8.478913370840792e-08,2.3264918689796104e-08,0.0006643984367576172
146,8204,CONTULMO,0.0,4740.026064716178,3613811.430841897,0.6876753773302291,0.0003486775337208049,3.2793375673826374e-08,3.352214831160385e-09,0.0006643984367576173
147,8205,CURANILAHUE,0.0,30757.654291026935,4630186.631539743,0.8182012903516616,0.0003492090569498825,9.379227054663569e-08,1.7586100814939565e-08,0.0006643984367576171
148,8206,LOS ALAMOS,0.0,21001.616205735183,4123891.6499157418,0.7504034817908244,0.00034873970359754945,7.014927872099118e-08,9.090664244034458e-09,0.0006643984367576176
149,8207,TIRUA,0.0,8991.628976231937,3604821.533761586,0.6530869579859113,0.0003470349686359958,4.410606957516922e-08,3.3308208382388356e-09,0.0006643984367576171
150,8301,LOS ANGELES,0.0,195392.07529231018,5403683.087607339,1.3941020230681012,0.00035232447974128505,3.171565040682282e-07,2.7599873734863925e-07,0.000664398436757619
151,8302,ANTUCO,0.0,3853.015826393426,4503910.609757851,0.7135041393537535,0.0003508872329797878,2.678674042058333e-08,1.2877074592658554e-08,0.0006643984367576176
152,8303,CABRERO,0.0,27876.95831559579,4372349.301067142,0.9597794133016391,0.00035310924001375003,6.305992768017878e-08,4.190100506103258e-08,0.0006643984367576176
153,8304,LAJA,0.0,21733.181971020225,4004781.683492786,0.9532532973288093,0.00035185370233200696,6.615393461924744e-08,2.4323502751208143e-08,0.0006643984367576178
154,8305,MULCHEN,0.0,27023.641338604088,3757306.280984027,0.9324515277929869,0.00035149508912381896,8.17121121663889e-08,2.035644556966058e-08,0.0006643984367576169
155,8306,NACIMIENTO,0.0,27094.55744845114,5129369.611466198,0.9818067623880891,0.0003514785422768705,6.091666173557061e-08,4.6846507227847873e-08,0.0006643984367576178
156,8307,NEGRETE,0.0,9734.51370089905,3677286.496740868,0.7400608683203433,0.00035150773536627355,3.192846397459685e-08,2.0874108742907693e-08,0.0006643984367576173
157,8308,QUILACO,0.0,3532.0246589877056,4128411.7042300575,0.66011454454288,0.0003510329383196597,2.8796454717535256e-08,3.838437781291457e-09,0.0006643984367576171
158,8309,QUILLECO,0.0,8648.503064565195,4109125.0521179307,0.7265782548150559,0.0003517353593007643,4.002740731246801e-08,7.3101340181678164e-09,0.0006643984367576177
159,8310,SAN ROSENDO,0.0,3335.193603103081,4479730.057729193,0.6416476653881277,0.00035178962949207763,3.072257606041976e-08,1.8012850423025256e-09,0.0006643984367576173
160,8311,SANTA BARBARA,0.0,11867.95177552831,3887931.1681774855,0.7960671817753705,0.00035122425196442895,3.72702105934415e-08,2.227451782259895e-08,0.0006643984367576178
161,8312,TUCAPEL,0.0,12878.815349445464,3333017.2299056365,0.8176906087226876,0.0003525015618509037,5.1028911344089335e-08,1.3703858225272445e-08,0.0006643984367576178
162,8313,YUMBEL,0.0,19381.72548519071,3838239.134725251,0.8549806420621545,0.0003525555596735101,6.10930984935869e-08,2.025993057759527e-08,0.0006643984367576173
163,8401,CHILLAN,0.0,178858.38124082636,5032003.629538104,1.4525894589540067,0.00035406481743614597,2.891440624872973e-07,2.635193746894468e-07,0.0006643984367576182
