,comuna1,comuna,Exento,L,w,PI,PI_Wr,f,ip,welfare
1541,13602,EL MONTE,8.0,48263.04677169415,4406288.261794666,0.9931631205914032,0.0003520246320246468,1.4233355639464757e-07,3.172921088385507e-08,0.0006507435652829662
1542,13603,ISLA DE MAIPO,8.0,40538.20768305416,3583857.2853259086,1.0581103949320754,0.00035236177763671705,1.0986607045456971e-07,3.6674341590256776e-08,0.0006980822733614491
1543,13604,PADRE HURTADO,8.0,61498.02778482684,5389876.868043497,1.162266767701679,0.0003521265973022396,1.5877607559722792e-07,7.261923377942304e-08,0.0007113149251111356
1544,13605,PENAFLOR,8.0,97779.14924693611,5158233.528836006,1.2165903568345033,0.00035191538488328893,2.559338657115788e-07,7.611840897201843e-08,0.0007136384283607592
1545,14101,VALDIVIA,8.0,136781.30321712585,6422051.724285666,1.4227136540306653,0.0003415126273382369,2.0543528187115097e-07,2.586424539722779e-07,0.0007819435120512185
1546,14102,CORRAL,8.0,6872.721024454438,3953347.9848928414,0.7061177354193129,0.0003406162118225178,5.157843663732349e-08,3.917401224354323e-09,0.0006584706985949274
1547,14103,LANCO,8.0,22838.83934591353,3983630.921918847,0.8406676456633138,0.0003436409480278633,9.803754271644089e-08,5.739703799991629e-09,0.000648132999984067
1548,14104,LOS LAGOS,8.0,26743.04596008002,3854669.8914687647,0.8790005759525589,0.0003419213585660718,9.143487007450014e-08,1.7430695065267973e-08,0.0006786337821851412
1549,14105,MAFIL,8.0,8454.708368900603,4490897.237497722,0.7454970697174823,0.0003428060139950744,5.340403302944131e-08,3.3392516957552194e-09,0.000681617946419801
1550,14106,MARIQUINA,8.0,29752.306760808046,4506228.964899088,0.8980184953176129,0.00034310963731244454,1.0859942203268478e-07,1.256290332058483e-08,0.0006424677199011375
1551,14107,PAILLACO,8.0,25994.177891238014,4070035.8559544,0.8449504640386204,0.0003409280059457294,9.971334919338829e-08,1.1807115634311036e-08,0.0006595927094476005
1552,14108,PANGUIPULLI,8.0,38963.28880093501,3913475.548661356,1.0083258932272117,0.0003420601640831556,6.510741967040305e-08,8.144284084973763e-08,0.0006834207375217444
1553,14201,LA UNION,8.0,49936.887949914635,4222689.83977424,1.0416288759027714,0.0003397862725437574,1.4557760588496912e-07,3.726493264505128e-08,0.0006878527860511205
1554,14202,FUTRONO,8.0,18511.15917272803,4306353.520121444,0.9001629454226878,0.0003397815695897061,6.905394228945565e-08,1.4611014523517118e-08,0.0006925929799351956
1555,14203,LAGO RANCO,8.0,11636.813468826398,3339976.622089173,0.840583962834025,0.00033815558496236265,5.545582579000986e-08,8.08134561913542e-09,0.0007066319723591485
1556,14204,RIO BUENO,8.0,40084.598105389145,3940220.7495017545,0.9413933923387572,0.0003379134453092424,1.3606968580614582e-07,1.955655325270022e-08,0.000668977921166903
1557,15101,ARICA,8.0,201487.61633809644,5300998.791924959,1.239337336565796,0.0002802945618089318,4.450237201548989e-07,2.6510345871993217e-07,0.000777867835474787
1558,15102,CAMARONES,8.0,933.7374171989829,2966630.403979769,0.5688564936253518,0.00028350186897139513,3.562848439900557e-08,1.3699070565445374e-09,0.000649703904919484
1559,15201,PUTRE,8.0,2523.547305483464,4596914.540210271,0.5202111733701398,0.0002756971930746975,3.8519932672954443e-08,3.6580162538388275e-09,0.000645436908616357
1560,1101,IQUIQUE,10.0,195256.95527852507,5915563.388813493,1.3690985962186544,0.00029064469908995173,8.865545768809002e-08,7.36643263873154e-07,0.0007201926158814504
1561,1107,ALTO HOSPICIO,10.0,160106.60520863193,4915259.756068677,0.9911114176509639,0.00029013638238780786,4.292416945795013e-07,5.763844927261913e-08,0.0006543788308229106
1562,1401,POZO ALMONTE,10.0,15272.12713628683,5786782.031784462,0.7485737078060178,0.0002901176116994308,4.878233107917448e-08,5.669196626076315e-08,0.0006601939412164513
1563,1402,CAMINA,10.0,1399.1929194812697,3352427.99381084,0.4299824840522314,0.0002846526792802599,3.640640310598594e-08,2.693293257335382e-10,0.0006795885045052812
1564,1404,HUARA,10.0,3363.913533621834,3782795.434963395,0.5645121620032076,0.00028860146666826364,3.876767737796705e-08,7.056849386554657e-09,0.0006509173033954817
1565,1405,PICA,10.0,6564.225327839911,5461141.560783802,0.7842302812214745,0.0002902164253099143,3.6720058844455134e-08,5.819090229285594e-08,0.0006973530109983259
1566,2101,ANTOFAGASTA,10.0,372314.3252156916,7834336.799196728,1.747471118109645,0.0003055434790799532,1.9085400771325317e-07,1.58921637254623e-06,0.0007223267761616202
1567,2103,SIERRA GORDA,10.0,3161.1077861188246,5639340.573645472,0.8515611579922067,0.00030343913015193574,3.4235190926613535e-08,8.680203007991511e-08,0.0006936796415601472
1568,2104,TALTAL,10.0,16033.519094655876,5607770.557594931,0.8946736964070316,0.00031458544634823857,5.899937736003922e-08,2.182144696585699e-08,0.0006481917189514762
1569,2201,CALAMA,10.0,164358.2381250863,7166129.886248989,1.3226706966495638,0.0002980190952894626,1.0795524015856732e-07,3.665597899059538e-07,0.000737222109473015
1570,2203,SAN PEDRO DE ATACAMA,10.0,8436.195196935236,5531534.412999856,0.7960913635126826,0.00029538997992185694,4.078699016591938e-08,3.158546213267848e-08,0.0006599532788778645
1571,2301,TOCOPILLA,10.0,34612.10634279353,5611839.56966682,0.8714429642356908,0.00029857368183220165,1.1025451119098533e-07,3.417205647768459e-08,0.0006464973731384582
1572,2302,MARIA ELENA,10.0,4771.821926025213,6231122.256237917,0.8736699665626364,0.0002987049663586013,3.279427692539129e-08,4.901764252652677e-08,0.0006978599206971894
1573,3101,COPIAPO,10.0,154761.91655376292,6835565.101856169,1.3509612913522107,0.00032553555621095,2.0994010284454866e-07,2.9706119605178874e-07,0.0007474606734215458
1574,3102,CALDERA,10.0,18799.935114633983,4943824.7903146995,0.969172196985809,0.00032331754995598103,6.24928574130256e-08,3.7488855447735305e-08,0.0007005376466025897
1575,3103,TIERRA AMARILLA,10.0,18201.12066630541,4880769.262452061,0.8694969167586463,0.00032571865214432104,4.8209380331946885e-08,9.506542965898698e-08,0.0006757952837794582
1576,3201,CHANARAL,10.0,16638.865932666624,5031895.182915279,0.8337863310175616,0.00031972494908139433,6.237905479494412e-08,2.516915301714631e-08,0.000643636310291294
1577,3202,DIEGO DE ALMAGRO,10.0,15570.196101085094,7246298.2416907055,0.9915940852171055,0.0003200576296262971,4.418218211423667e-08,4.67094671602119e-08,0.0006619220657519559
1578,3301,VALLENAR,10.0,57257.248740410054,5571720.50530216,1.0804795651597578,0.00033080063382049817,1.61614046873603e-07,5.252816129196456e-08,0.0006947686592926217
1579,3302,ALTO DEL CARMEN,10.0,7297.547442823052,4144374.046031798,0.6545750551663773,0.00032941834470813595,4.94352533297743e-08,3.3696022481201877e-09,0.000673362877061993
1580,3304,HUASCO,10.0,11611.081316626693,5317845.635174571,0.8298980778660449,0.0003290423639133152,4.7018614109756096e-08,3.699526968491939e-08,0.0006501426559256247
1581,4101,LA SERENA,10.0,223399.5571053279,6659653.637045906,1.5599538233041077,0.0003376071814497373,1.6993668510969483e-07,5.219200687511665e-07,0.0007326723049941262
1582,4102,COQUIMBO,10.0,203127.17412893556,4533733.106822899,1.4519689017002493,0.00033817076728931,4.019705807100117e-07,3.193796466707953e-07,0.0007617337208746807
1583,4103,ANDACOLLO,10.0,13890.740692396326,4499599.301388553,0.8140616279459519,0.0003376981994251527,5.728155025424559e-08,2.1366844439130463e-08,0.0006468168692922537
1584,4104,LA HIGUERA,10.0,5232.901593766761,3696959.3768054615,0.7126367204256944,0.00033550291826189556,3.985142946686383e-08,1.352039207666487e-08,0.0006563734799201944
1585,4106,VICUNA,10.0,33722.66943457493,4194688.119551493,0.904830644900298,0.00033531936167994765,1.2137980262072603e-07,2.014819118849379e-08,0.0006430124207553211
1586,4201,ILLAPEL,10.0,41741.37886208972,4689097.950450076,0.9348647150405142,0.00034400491683330786,1.380045853221079e-07,2.2744077398319344e-08,0.0006436071535986092
1587,4202,CANELA,10.0,11840.449408150427,3134215.126017206,0.7299338276789316,0.00034377600795321996,6.114522643965045e-08,1.1864341661121768e-08,0.0006490569976038693
1588,4203,LOS VILOS,10.0,23787.500959958776,4119103.988888022,1.0123880220954047,0.0003462772020018285,8.782586662356895e-08,2.510366172689663e-08,0.0006626837864251933
1589,4204,SALAMANCA,10.0,31433.847877130534,5192661.815346321,0.9540056952622403,0.00034293118704881224,8.17942253577455e-08,5.100944898974112e-08,0.0006698248274045015
1590,4301,OVALLE,10.0,159698.97613113094,5062349.014065816,1.170929028802508,0.00034008208537412657,3.9875422972109443e-07,9.907319913346329e-08,0.0006490211581714147
1591,4302,COMBARBALA,10.0,20037.624210595004,3662861.4021929307,0.7386017105309374,0.0003417843670709991,9.775837209802387e-08,3.741818257461139e-09,0.0006253407707181138
1592,4303,MONTE PATRIA,10.0,45232.4443877549,3924189.664926107,0.8093292915318337,0.0003389936174693686,1.7490654734753057e-07,8.322243299928541e-09,0.0006277704053494156
1593,4304,PUNITAQUI,10.0,13096.745775855963,3905196.6987704346,0.7064310244327842,0.0003395173562641293,7.087896158377734e-08,6.6040681210844e-09,0.0006488865261300264
1594,4305,RIO HURTADO,10.0,5809.89729773878,3414292.311780104,0.6133851528150538,0.00033869974008861775,4.789193380635032e-08,3.957580760870866e-09,0.000655098415451967
1595,5101,VALPARAISO,10.0,259410.64237108573,4947515.729572451,1.6065265668050213,0.000349540014390546,2.4979057797598444e-07,5.762323835178712e-07,0.0007466443567920671
1596,5102,CASABLANCA,10.0,28922.877677969074,4388555.535185015,1.124936681798037,0.0003507075502364346,5.070654965767438e-08,1.3399186282263266e-07,0.0007061239221117619
1597,5103,CONCON,10.0,52135.556073839514,7138626.844832631,1.429866143023551,0.0003492599435598936,3.706196145857253e-08,2.322597034824465e-07,0.0007094117770323142
1598,5105,PUCHUNCAVI,10.0,18876.34550473704,3631125.677381219,1.1860622928090427,0.0003489330959235265,4.730247578126711e-08,7.626236318286064e-08,0.0007021016187916085
1599,5107,QUINTERO,10.0,29611.63415079092,5023397.192629437,1.1448463048757553,0.0003530605139327896,6.454998005964773e-08,6.514659601116412e-08,0.0006865231107086405
1600,5109,VINA DEL MAR,10.0,322739.92377628735,7394814.498016959,1.8151158702477366,0.0003494251562315639,1.6086274925014476e-07,1.2310417309941987e-06,0.0007260313751888198
1601,5301,LOS ANDES,10.0,57058.08792807193,5888398.8509465875,1.2456609126300286,0.00035036327706380085,1.2618723957907567e-07,1.0102083949964699e-07,0.0007715935378884022
1602,5302,CALLE LARGA,10.0,16924.40113244997,3993260.1494813515,0.8714770138802478,0.00035047320151690095,6.917633940505741e-08,1.5872249818358356e-08,0.00067434521992003
1603,5303,RINCONADA,10.0,12019.232221730566,4683788.4677868765,0.8945074831178556,0.00034280484291485477,5.565744528804076e-08,1.0332496808880271e-08,0.0006854422608206016
1604,5304,SAN ESTEBAN,10.0,21508.822057909863,4188759.462664145,0.9450895403540372,0.00035005048007496814,8.14115058533701e-08,1.4645130929082737e-08,0.0006757511195509661
1605,5401,LA LIGUA,10.0,37632.43873949167,4786122.246059433,1.042063637499947,0.0003485612756317948,1.2154297628342205e-07,3.225030342270774e-08,0.0006821500661214958
1606,5402,CABILDO,10.0,23835.774064511443,9782605.363056717,0.8677789947672042,0.0003478914297215489,9.222517916314918e-08,1.383513015407789e-08,0.0006593118805671306
1607,5403,PAPUDO,10.0,5283.9652467113465,5085995.751549556,1.0651062690833504,0.00034805663833753134,3.678885937072673e-08,4.63813244827223e-08,0.0007215582436212967
1608,5404,PETORCA,10.0,12265.222331604486,4544946.095725228,0.7502870624619015,0.0003465073796754346,6.28221952349704e-08,7.20202638088834e-09,0.0006550639913462787
1609,5501,QUILLOTA,10.0,85547.22235242226,4889079.888751485,1.2348902949332585,0.00034950963783174783,2.3703974962962804e-07,8.953031119245742e-08,0.0007497343236408497
1610,5502,LA CALERA,10.0,64755.183307166124,4519825.626063331,1.113473563706036,0.00034987494519045327,1.8080430115120403e-07,6.157327454877607e-08,0.000668813847427849
1611,5503,HIJUELAS,10.0,20358.476092221765,4238965.932853985,0.8601444349663149,0.0003500507296204451,6.527091550791622e-08,2.1423907214719617e-08,0.000678949855621529
1612,5504,LA CRUZ,10.0,18519.877898184055,4388776.357282436,0.9899643137720461,0.0003496657334307287,7.630617626386944e-08,1.7941043146333e-08,0.0007496054466017796
1613,5506,NOGALES,10.0,27047.053775444354,3681213.872933374,0.954601558747604,0.00034977083902388667,9.21680763225783e-08,1.8779048341013328e-08,0.0006772932176502692
1614,5601,SAN ANTONIO,10.0,107230.85963389846,4226808.419999809,1.330567936427564,0.0003518287396707456,1.7644415250275353e-07,1.9139229599889543e-07,0.0006844607778812874
1615,5602,ALGARROBO,10.0,11077.670544177812,7306728.24006384,1.337787593175014,0.0003510590796870106,3.5259317041805606e-08,1.3356390622174753e-07,0.0007149784247487433
1616,5603,CARTAGENA,10.0,24188.50169830738,3986323.4659680794,1.003241749143191,0.0003516754961617022,9.75822908983308e-08,1.603339056834762e-08,0.0006608880885329112
1617,5604,EL QUISCO,10.0,11086.605452578715,3774500.4977106345,1.1238653612349792,0.0003510875874458477,6.457032993498337e-08,2.8282090502986e-08,0.0008326579586806645
1618,5605,EL TABO,10.0,10835.213529978708,5368665.669121449,1.043207271893901,0.00035129456905230554,7.02901115803141e-08,1.726713891684132e-08,0.0007085056526891417
1619,5606,SANTO DOMINGO,10.0,9071.434876012177,6256740.131444727,1.2331064953775304,0.00035190126935271716,3.2554142060749885e-08,2.9130603320519806e-07,0.0007060913956803197
1620,5701,SAN FELIPE,10.0,87871.49000591158,5542538.311249137,1.194388234883926,0.0003501214054926081,2.369911778945505e-07,7.966990113389035e-08,0.0006676843435833834
1621,5702,CATEMU,10.0,16874.546303816267,3595363.5724254125,0.8644911021237276,0.0003499864544994938,7.606247929378139e-08,9.24495554432559e-09,0.0006548284200550573
1622,5703,LLAY-LLAY,10.0,30486.435236319918,4302156.401055767,0.9177162853414589,0.00035048545878605156,1.064954513243285e-07,1.6075998694412225e-08,0.0006533541346136477
1623,5704,PANQUEHUE,10.0,8156.107712383255,4753728.657336916,0.8448736080027177,0.000349987776348178,4.4192749601856687e-08,1.0502151644551955e-08,0.0006781220494839463
1624,5705,PUTAENDO,10.0,19916.03801275035,3383055.8595014336,0.8346210935427785,0.0003494604192071762,8.728982331462964e-08,5.064448470530077e-09,0.0006541370277681551
1625,5706,SANTA MARIA,10.0,19403.62939085331,4103426.868191341,0.829916128313339,0.0003498512665191394,8.51371412246397e-08,7.796976968784083e-09,0.0006505040090948525
1626,5801,QUILPUE,10.0,134115.72839511136,6287063.056090595,1.3915761018104897,0.0003498495645960317,2.9932136210689437e-07,1.625293516494794e-07,0.0007853610526693189
1627,5802,LIMACHE,10.0,47816.07369953002,4335103.39008534,1.1114685851032389,0.00035002368995829913,1.3560110757821843e-07,3.7098804689492056e-08,0.0007041781171088673
1628,5803,OLMUE,10.0,16458.301588481558,4598251.384917385,1.0469331220788043,0.0003501568598971138,5.148134471962448e-08,2.5476240808776704e-08,0.0007083690597059317
1629,5804,VILLA ALEMANA,10.0,138574.3969620154,5836572.3071499765,1.2844882936870188,0.000349875517239761,3.880615250412375e-07,7.056375187543407e-08,0.0007282976330779055
1630,6101,RANCAGUA,10.0,182881.21733842,5225909.194904485,1.5537695068732111,0.0003540956029009053,3.1657126120641743e-07,4.148401152607456e-07,0.0007992348923546814
1631,6102,CODEGUA,10.0,16489.5869283614,4695065.527538609,0.8584837438617139,0.00035327703520885963,6.47942914223982e-08,1.2890693505095409e-08,0.00067421002458354
1632,6103,COINCO,10.0,7860.36527039027,3580319.4570051427,0.7149477113899501,0.00035321113357446613,4.842087067363104e-08,5.586879124734444e-09,0.0006862263359156095
1633,6104,COLTAUCO,10.0,23908.767404453054,4585936.423493164,0.8550653184525274,0.00035322981571885606,1.0113642728687557e-07,5.182279286841379e-09,0.0006590622960713397
1634,6105,DONIHUE,10.0,23926.0349944873,5290765.668765892,0.9283512357041792,0.0003531779066411663,7.550327400526361e-08,2.6502444997603268e-08,0.000667056926687887
1635,6106,GRANEROS,10.0,41209.269692686314,4637140.638856828,1.0375570570907633,0.00035349916636295684,1.2848255528159722e-07,2.9122991275245357e-08,0.0006631155262785543
1636,6107,LAS CABRAS,10.0,23454.44534112486,3763924.981917241,1.3148043356027372,0.00035320590789976914,5.074850340643528e-08,1.7182719136331061e-07,0.0007040123544263935
1637,6108,MACHALI,10.0,55956.304464649154,7873324.698465169,1.327935944002766,0.00035323001246000016,5.3178837732774926e-08,1.299724630690941e-07,0.0007178958256852921
1638,6109,MALLOA,10.0,15989.088256683663,4259980.111096677,0.8448092643366921,0.0003537119167316506,6.876155452162326e-08,9.724242552578375e-09,0.0006688129005526818
1639,6110,SAN FRANCISCO DE MOSTAZAL,10.0,29947.571561407407,4611433.308310884,1.0429870692498242,0.0003533851639613226,6.422620722133052e-08,5.395412443289285e-08,0.0006792180791274726
1640,6111,OLIVAR,10.0,16867.306279238615,4655693.734518763,0.8719917119266745,0.0003535657343429638,5.9404869720622554e-08,1.7442405199439785e-08,0.000686861318059425
1641,6112,PEUMO,10.0,18598.049400192736,4031926.7931537437,0.8389694282517668,0.0003532839750751168,7.190622665143126e-08,1.4656255524115985e-08,0.0006706591851885758
1642,6113,PICHIDEGUA,10.0,23653.733898131188,3722346.303941652,0.8428247520590453,0.00035306678889259656,8.716144444159738e-08,1.378280839466534e-08,0.0006683499889488857
1643,6114,QUINTA DE TILCOCO,10.0,15416.61116840245,5107733.869795192,0.798779756688222,0.00034872275005526615,6.761413819466319e-08,1.0488247747388655e-08,0.0006668802056638561
1644,6115,RENGO,10.0,73696.8725057185,4303561.762193267,1.120547428512508,0.0003536421905580903,2.0470968562789206e-07,5.5321695218437875e-08,0.0006670514808249415
1645,6116,REQUINOA,10.0,37786.353397259096,4739435.055994563,1.0755907231996762,0.0003543178403333101,8.620620812763864e-08,4.815487736595295e-08,0.0006868264054469512
1646,6117,SAN VICENTE,10.0,52736.04469848942,5098561.919772374,1.115753649781495,0.00035355819790795464,1.3582270658832672e-07,5.381634678364167e-08,0.0006844503378371974
1647,6201,PICHILEMU,10.0,15342.720802010574,5366387.2569814,1.035046308298882,0.00035137391107678887,5.880112209413583e-08,2.1050932308760744e-08,0.0006974793669174056
1648,6202,LA ESTRELLA,10.0,3355.9468435849167,3925655.3700998337,0.7747287204167542,0.00035268595239100893,3.3025548813301285e-08,2.1580077345453838e-08,0.0007018821735503727
1649,6203,LITUECHE,10.0,6799.280622296972,4075489.409745729,0.8226288199017485,0.00035247139076442546,3.914797460458391e-08,1.0089298180594675e-08,0.0006926923034810563
1650,6204,MARCHIGUE,10.0,8286.473486936173,4047961.8477403303,0.7691653616357411,0.000352911525478089,4.0268235447368464e-08,1.3427716652137444e-08,0.0006853149011649356
1651,6205,NAVIDAD,10.0,6482.457579432553,3724002.2289160546,0.7393950333323464,0.0003516452843369797,4.5538157471338704e-08,3.539119705581686e-09,0.0006875824006831422
1652,6206,PAREDONES,10.0,6879.846415901733,3737479.4370110016,0.7214675417858162,0.000351250824393252,4.8010313395891475e-08,2.7615669170382868e-09,0.0006859182588763743
1653,6301,SAN FERNANDO,10.0,77458.62544344399,4396567.016070094,1.2883666377952092,0.0003539508659149603,1.5536178253092908e-07,1.3084425185054468e-07,0.0007001139145950772
1654,6302,CHEPICA,10.0,19223.36523598646,3792943.3681260566,0.8304662418570808,0.0003537158628887679,8.607259054746631e-08,4.503702621848417e-09,0.0006605027018433776
1655,6303,CHIMBARONGO,10.0,44543.7505260957,3665527.2976783006,0.9697108375759139,0.00035400948851449726,1.3967797460855895e-07,2.5034652285578667e-08,0.0006680777546290544
1656,6304,LOLOL,10.0,7666.101120144013,3676798.8662386676,0.7488760216657917,0.000352281908463843,4.2732047752014704e-08,1.063764507371151e-08,0.0006844195026646408
1657,6305,NANCAGUA,10.0,18255.922106623093,4236952.6576108225,0.862057847052831,0.00035366831137859816,5.203037850327083e-08,6.133064519949878e-08,0.0006602412073718665
1658,6306,PALMILLA,10.0,14790.606823457236,3497568.2615461037,0.8271272389452694,0.0003534888853257612,5.028750338059709e-08,2.3980512724645545e-08,0.0006820672560047059
1659,6307,PERALILLO,10.0,13129.583126007741,4361677.70707454,0.8183408623476017,0.0003531027912157772,5.556546174086336e-08,1.3855305174524584e-08,0.0006757973774466271
1660,6308,PLACILLA,10.0,10118.948191986301,4070844.388874557,0.7957055563959625,0.00035345589492943256,5.3793638588883294e-08,7.460458075313983e-09,0.0006863226931042074
1661,6309,PUMANQUE,10.0,3680.181721347109,5586605.575224053,0.6362256371616776,0.00035216752888186356,3.5778269911664494e-08,5.7612629225474055e-09,0.0006913463861293585
1662,6310,SANTA CRUZ,10.0,37852.82413995346,5171890.288309204,1.1368441863023777,0.000353540668288289,9.503908337998497e-08,4.999889693138891e-08,0.000715074701062306
1663,7101,TALCA,10.0,179964.12818634533,5771774.614090338,1.5364830519326522,0.0003538946668722007,3.1438071338606145e-07,3.4325291404051564e-07,0.0007904757948155996
1664,7102,CONSTITUCION,10.0,56972.113089810555,5371986.801722852,1.1245087145368058,0.00035112266523307245,1.3950995377777583e-07,6.409362341873237e-08,0.000681886339930002
1665,7103,CUREPTO,10.0,12237.754698750723,3564996.936710906,0.748913906071717,0.00035198750694906254,6.162463970280704e-08,6.8435898258281255e-09,0.0006691062214988916
1666,7104,EMPEDRADO,10.0,4888.252206569976,3748845.997122382,0.6814297125406357,0.0003511495871033619,4.418539645788843e-08,2.0488298484967913e-09,0.0006825285233045967
1667,7105,MAULE,10.0,78134.16000576668,3390410.1325455173,0.9826630122126833,0.00035381720060311895,2.4327128970991446e-07,2.1434592299644683e-08,0.0006319807691738519
1668,7107,PENCAHUE,10.0,9741.496844963309,3954113.637525753,0.7521543193981707,0.0003533215289901144,4.844532035378106e-08,9.014034239414163e-09,0.0006806708350243546
1669,7108,RIO CLARO,10.0,15798.69182763867,3578753.2808835185,0.7435936818108287,0.0003534318538160651,6.467476426217343e-08,1.2098938300119976e-08,0.0006620648514046712
1670,7109,SAN CLEMENTE,10.0,52343.58053031926,3084681.816752114,0.9650013177077182,0.00035316278990730647,1.6213378730922657e-07,2.9682742548110943e-08,0.0006510019849169993
1671,7110,SAN RAFAEL,10.0,11498.81931629503,4384190.167707608,0.7445916485401846,0.0003540370138994005,5.622293955454912e-08,8.30749654314693e-09,0.0006669824679309881
1672,7201,CAUQUENES,10.0,48577.79660643958,4466906.73875821,1.0686745287552126,0.00035245914265871807,1.8266891505309193e-07,2.0616345542850877e-08,0.0006551732963842056
1673,7202,CHANCO,10.0,9755.749925800861,3683054.2338425857,0.7593125897675375,0.0003509133316064553,5.745941885906992e-08,3.4439547066638e-09,0.0006861874638161641
1674,7203,PELLUHUE,10.0,7957.118579556138,3518096.9435874587,0.9047906031912794,0.0003507163620247933,4.889164215288794e-08,9.022959221808823e-09,0.0007081463938911798
1675,7301,CURICO,10.0,157574.75119292078,5185786.843967455,1.3725202369705456,0.00035389811278520913,3.398101398938944e-07,2.1357717835125934e-07,0.000692127339128728
1676,7302,HUALANE,10.0,11571.281468211804,5030514.368876212,0.8057503695068733,0.0003527418112192807,6.354275925333288e-08,6.542031564482758e-09,0.0006696278523972895
1677,7303,LICANTEN,10.0,7732.982838535232,4669524.446790155,0.8764860580614422,0.0003520005743207722,4.554499642217127e-08,1.108338450453516e-08,0.0006916305406017259
1678,7304,MOLINA,10.0,54026.448405725714,4452482.307531067,1.0679812094129222,0.0003538412486833538,1.6272449567144523e-07,4.6429948509313125e-08,0.0006418809794216625
1679,7305,RAUCO,10.0,11804.627838495235,3577313.1641471027,0.7824650018047687,0.0003515321285724991,5.806466611551192e-08,1.181188273969885e-08,0.0006616535804211546
1680,7306,ROMERAL,10.0,16774.7822616505,4072086.3887414616,0.9426612454240025,0.0003538165956383465,4.822849575603938e-08,3.312864842771348e-08,0.0006717822558941156
1681,7307,SAGRADA FAMILIA,10.0,22973.93702159625,4146268.5592854917,0.882585960569382,0.0003535445153552156,6.738473995025049e-08,3.3216989745897285e-08,0.0006626629059704765
1682,7308,TENO,10.0,34854.34864059066,4345562.632792317,0.9770432789508089,0.0003540186141898046,1.03384122238898e-07,2.7190788377429663e-08,0.0006568421188828634
1683,7309,VICHUQUEN,10.0,5122.3459796686175,5143142.5725364,0.9607490847158953,0.0003520614125002707,3.5256921086190037e-08,3.478273950655984e-08,0.0007029392668295967
1684,7401,LINARES,10.0,90673.98809754904,4258371.404708784,1.2671243406757315,0.00035352695405609764,2.439093481223051e-07,9.477468676105373e-08,0.0007166422265999705
1685,7402,COLBUN,10.0,22561.581106187958,3910089.761824521,0.9054656560204257,0.0003529501556749349,8.197100720289295e-08,2.2921426120416362e-08,0.0006665029891092439
1686,7403,LONGAVI,10.0,33216.79127587298,2971727.365663135,0.8461815811648405,0.0003535778076895012,1.2096971120067456e-07,8.189949195335952e-09,0.0006804867954070536
1687,7404,PARRAL,10.0,44683.57720055379,4059244.402872378,1.0735527196204424,0.00035335586666523266,1.4795114148771925e-07,3.3014828190359206e-08,0.000668121904670172
1688,7405,RETIRO,10.0,22824.459932594757,3507609.947673643,0.7920128363927624,0.0003496995481891487,8.886682077000952e-08,1.1059785223588361e-08,0.0006681259692965073
1689,7406,SAN JAVIER,10.0,50460.40104677251,4637116.169113318,1.0439485112899924,0.00035376764420249636,1.7572498494847373e-07,2.7926612290650003e-08,0.0006521957443249847
1690,7407,VILLA ALEGRE,10.0,18432.20907642923,3857309.242389102,0.8599614253274254,0.0003537305014125606,8.763852594610995e-08,5.989923857675648e-09,0.0006506027480621398
1691,7408,YERBAS BUENAS,10.0,20849.362478840245,3836071.4460504884,0.8285408065251769,0.0003535210544425478,7.38568856982126e-08,1.9852183258325412e-08,0.0006736386396153113
1692,8101,CONCEPCION,10.0,224875.04900098479,5863106.587037374,1.6977852674770793,0.0003506344722184106,1.2451946086066605e-07,8.130873342591473e-07,0.0007238382409417257
1693,8102,CORONEL,10.0,155000.7105184079,4758979.722816033,1.2218507086006039,0.0003499268258110243,3.7145187046286974e-07,1.5756736292050036e-07,0.0006369617046083749
1694,8103,CHIGUAYANTE,10.0,97198.09404350237,5747887.1541481875,1.2927341894899642,0.00035021245419627415,2.2459579262998713e-07,9.016117181893024e-08,0.0007244589116243813
1695,8104,FLORIDA,10.0,9741.342225328965,3510872.639951498,0.7211939963637565,0.0003510261628738582,5.6132976069201225e-08,3.850724767308521e-09,0.0006772008032897061
1696,8105,HUALQUI,10.0,31791.132163454673,3490930.3525830214,0.8520252023770707,0.00034965513427626197,1.1347436039978468e-07,1.4537391775369627e-08,0.0006563574244811355
1697,8106,LOTA,10.0,62780.05215645709,4226550.190336984,0.922570743307479,0.00034960299902620385,2.0945759339431737e-07,2.2699473270650772e-08,0.0006321334902142567
1698,8107,PENCO,10.0,61699.66457158509,3974241.1257859543,1.089408878283868,0.00035068108968707644,1.579021133594782e-07,5.599939911613928e-08,0.0006670503605493405
1699,8108,SAN PEDRO DE LA PAZ,10.0,131070.47996953066,7976216.918107369,1.4496398139043913,0.0003504128435974531,2.000221440266779e-07,2.3463760763711522e-07,0.0007274681507849163
1700,8109,SANTA JUANA,10.0,16114.615667598266,4448992.745679392,0.829243540942318,0.00034967640268338234,7.76025124416566e-08,4.722210891346638e-09,0.0006606327384430442
1701,8110,TALCAHUANO,10.0,162449.53251259302,5784680.437619047,1.6167149761813808,0.0003502833224725413,1.9977061194735695e-07,4.939992268325007e-07,0.0007484321093301982
1702,8111,TOME,10.0,68231.35847536348,4343883.303428539,1.1004944069884826,0.0003509386114878956,1.9819454917552692e-07,3.518184035394759e-08,0.0006600645217889308
