,comuna1,comuna,delta2,L,w,PI,f,ip,welfare,PI_Wr
2476,13601,TALAGANTE,0.763157894736842,72494.73285309014,6138028.684596179,1.204381292470948,1.5115830152564132e-07,6.916012950084106e-08,0.0006681119293985848,0.00035330486510580517
2477,13602,EL MONTE,0.763157894736842,37421.55026858695,4356045.675146989,0.9931356982640638,1.0372625753416905e-07,2.9720036666272367e-08,0.0006681119293985869,0.0003531054955913022
2478,13603,ISLA DE MAIPO,0.763157894736842,37054.59184610988,3582188.8195565096,1.0580829992622776,9.009064231246913e-08,3.300228521866538e-08,0.0006681119293985868,0.00035344438575329407
2479,13604,PADRE HURTADO,0.763157894736842,58951.99486781445,5409936.308802389,1.162234122772418,1.3333460037332302e-07,6.653356959277087e-08,0.0006681119293985873,0.0003532075776791912
2480,13605,PENAFLOR,0.763157894736842,94506.94376957686,5184370.204251905,1.2165559426038144,2.2372974974428028e-07,6.429797740556904e-08,0.0006681119293985862,0.000352995634424182
2481,14101,VALDIVIA,0.763157894736842,171232.52863037447,6587140.240253534,1.422754584224906,2.521400555310243e-07,2.2457968660272635e-07,0.0006681119293985831,0.0003425837517329454
2482,14102,CORRAL,0.763157894736842,5828.1305993991855,3910110.21923072,0.7061381111175445,4.2855117008027745e-08,3.837189692336675e-09,0.0006681119293985875,0.0003416845593138558
2483,14103,LANCO,0.763157894736842,18190.97940903999,3940172.6135627027,0.8406925165608887,7.728300864847873e-08,5.449872302580292e-09,0.0006681119293985876,0.000344719075768324
2484,14104,LOS LAGOS,0.763157894736842,23104.864261052568,3832805.7259476935,0.8790260028845929,7.249140187586258e-08,1.6816708704161525e-08,0.0006681119293985876,0.0003429938281410034
2485,14105,MAFIL,0.763157894736842,7546.133490738003,4469253.244107216,0.7455192174415105,4.503482977809398e-08,3.0923251450855214e-09,0.0006681119293985873,0.0003438815719840138
2486,14106,MARIQUINA,0.763157894736842,22936.275290249127,4450059.581807179,0.8980448710877877,8.179440586229238e-08,1.2313684447136769e-08,0.0006681119293985876,0.000344186012345191
2487,14107,PAILLACO,0.763157894736842,21288.703810522962,4033466.5083977287,0.8449748256660503,7.809843459665284e-08,1.1441480988964187e-08,0.0006681119293985875,0.00034199732183368267
2488,14108,PANGUIPULLI,0.763157894736842,36724.61110500573,3913531.9608160146,1.0083535118498745,5.2473078904388587e-08,7.964367129902312e-08,0.0006681119293985873,0.0003431324538469854
2489,14201,LA UNION,0.763157894736842,44101.527975561665,4209577.068726301,1.0416583702734086,1.159371016620465e-07,3.483101903522971e-08,0.0006681119293985875,0.0003408518020225173
2490,14202,FUTRONO,0.763157894736842,16794.57091695962,4297192.466803968,0.9001867083245292,5.6904312928393345e-08,1.366410788319218e-08,0.0006681119293985877,0.00034084632183979755
2491,14203,LAGO RANCO,0.763157894736842,11010.352213026681,3337170.7416726635,0.8406052826434398,4.733116281197786e-08,7.42023630141995e-09,0.0006681119293985873,0.0003392148321671435
2492,14204,RIO BUENO,0.763157894736842,33435.35124884914,3911542.118425332,0.9414177878741252,1.0674344707225096e-07,1.824715932974978e-08,0.0006681119293985876,0.00033897215203814867
2493,15101,ARICA,0.763157894736842,245242.88286896423,5413137.575292423,1.239358579034319,4.7608014359320343e-07,2.3659410396027242e-07,0.0006681119293985893,0.00028116986588566206
2494,15102,CAMARONES,0.763157894736842,790.6546785574574,2859440.6748210597,0.5688678654863095,3.060893933067977e-08,1.3689710068869383e-09,0.0006681119293985874,0.00028438813474261307
2495,15201,PUTRE,0.763157894736842,2107.1578705944266,4503538.458541715,0.5202165498634289,3.2400342543925465e-08,3.652829009055084e-09,0.0006681119293985877,0.0002765559445262092
2496,1101,IQUIQUE,0.7828947368421052,200520.28442274456,5980587.469380378,1.3691089112081896,7.964780277402462e-08,6.775274490462007e-07,0.0006683435071237291,0.00029124888225826447
2497,1107,ALTO HOSPICIO,0.7828947368421052,127216.57474434143,4865814.075393896,0.9911223696241129,3.240726397476989e-07,5.686175735189505e-08,0.000668343507123727,0.0002907407017027677
2498,1401,POZO ALMONTE,0.7828947368421052,14402.17413206842,5767217.689636727,0.7485800951638004,4.38259029502842e-08,5.658515394993158e-08,0.0006683435071237282,0.00029072103791360506
2499,1402,CAMINA,0.7828947368421052,1292.5090859670388,3299261.838401463,0.42998698513606476,3.2538490388273266e-08,2.669691962262009e-10,0.0006683435071237276,0.0002852453829434987
2500,1404,HUARA,0.7828947368421052,2991.8671628065867,3727807.2050182344,0.5645197841744016,3.460381650997432e-08,7.051290666372247e-09,0.0006683435071237285,0.0002892034163900009
2501,1405,PICA,0.7828947368421052,6663.5009398805405,5465035.455882585,0.7842381489188878,3.29891930058429e-08,5.7942516883852824e-08,0.0006683435071237283,0.0002908205659564046
2502,2101,ANTOFAGASTA,0.7828947368421052,389065.217852238,7923361.243799259,1.747474092400575,1.714626799227441e-07,1.4898647247071656e-06,0.0006683435071237289,0.00030617654976620117
2503,2103,SIERRA GORDA,0.7828947368421052,3208.360592041255,5598701.889474809,0.8515663615412639,3.0756794967404524e-08,8.678780384672612e-08,0.0006683435071237284,0.0003040694049047555
2504,2104,TALTAL,0.7828947368421052,13342.946999835967,5551715.387750863,0.8946757620364911,4.6284983598169954e-08,2.1694859528850058e-08,0.0006683435071237282,0.0003152374747214447
2505,2201,CALAMA,0.7828947368421052,177962.83951668855,7265018.766909978,1.3226800486996437,1.2496587318143888e-07,3.229727346803538e-07,0.0006683435071237488,0.0002986384465859856
2506,2203,SAN PEDRO DE ATACAMA,0.7828947368421052,7874.196288137383,5500066.058745774,0.7960894794801399,3.6642912159006816e-08,3.150988079859614e-08,0.0006683435071237284,0.000296000607785613
2507,2301,TOCOPILLA,0.7828947368421052,28169.927479250644,5554528.6184389675,0.871450184666626,8.502246087459792e-08,3.361611382185407e-08,0.0006683435071237282,0.00029919460986882387
2508,2302,MARIA ELENA,0.7828947368421052,4850.809416434938,6231903.693372044,0.8736772753188815,2.946228206118896e-08,4.9014942929278504e-08,0.0006683435071237284,0.00029932619535417277
2509,3101,COPIAPO,0.7828947368421052,177616.45602256106,6947726.498729734,1.3509594662903535,2.3401807809238688e-07,2.6925600880173324e-07,0.0006683435071237262,0.0003262088873797358
2510,3102,CALDERA,0.7828947368421052,18112.288740992244,4948432.110954879,0.9691704888449084,5.3203089499524765e-08,3.585324590547189e-08,0.0006683435071237283,0.000323986137864366
2511,3103,TIERRA AMARILLA,0.7828947368421052,17878.174222416437,4873807.453782965,0.8694932573488134,4.331116568193728e-08,9.50164473673343e-08,0.0006683435071237284,0.0003263912736495798
2512,3201,CHANARAL,0.7828947368421052,13692.932449957962,4969013.189890559,0.8337866050300495,4.846636984612107e-08,2.506681599660742e-08,0.0006683435071237285,0.00032038688961046535
2513,3202,DIEGO DE ALMAGRO,0.7828947368421052,14702.228931979635,7231873.73032415,0.9915955353417465,3.969314263247557e-08,4.6570632081408425e-08,0.0006683435071237283,0.0003207206832201064
2514,3301,VALLENAR,0.7828947368421052,54071.53500721736,5579098.80125346,1.080474043239827,1.4115325820876062e-07,4.712697475629168e-08,0.0006683435071237286,0.0003314834009343057
2515,3302,ALTO DEL CARMEN,0.7828947368421052,6601.382467930536,4116872.512356618,0.654569316941437,4.303570680983699e-08,3.368818141321452e-09,0.0006683435071237282,0.0003300968506883369
2516,3304,HUASCO,0.7828947368421052,10640.325317537396,5282130.427496404,0.8298938212772597,4.224138480562961e-08,3.691574624134532e-08,0.0006683435071237282,0.00032972149489571024
2517,4101,LA SERENA,0.7828947368421052,223566.326348146,6721027.06891443,1.5599412738096208,1.5267061873740462e-07,4.4660843903432765e-07,0.0006683435071237287,0.0003383028388879241
2518,4102,COQUIMBO,0.7828947368421052,242979.9262426123,4630461.627158911,1.4519544882983433,4.53209858873069e-07,2.769431365026919e-07,0.0006683435071237299,0.0003388668418509709
2519,4103,ANDACOLLO,0.7828947368421052,11591.739665103743,4444569.233559047,0.8140527614518771,4.542233119630058e-08,2.1265987113536117e-08,0.0006683435071237284,0.00033839292028280745
2520,4104,LA HIGUERA,0.7828947368421052,4761.484167550811,3648808.445774655,0.7126319269057169,3.5802407175053466e-08,1.3508438327140468e-08,0.0006683435071237282,0.0003361947569288207
2521,4106,VICUNA,0.7828947368421052,27195.432952766314,4146253.014039634,0.9048205516626404,9.652246206368612e-08,1.9418867830390693e-08,0.0006683435071237282,0.0003360090855547482
2522,4201,ILLAPEL,0.7828947368421052,33349.861024004415,4636344.593651037,0.9348495089655505,1.0772686373001797e-07,2.2245963283893863e-08,0.0006683435071237286,0.0003447104504615991
2523,4202,CANELA,0.7828947368421052,9995.156082726971,3092035.71961721,0.729923382579192,5.0646179144926566e-08,1.183586518091892e-08,0.0006683435071237282,0.0003444818583054621
2524,4203,LOS VILOS,0.7828947368421052,20545.1370937976,4086681.4086060133,1.0123711772757644,7.25916922776905e-08,2.3457487875016166e-08,0.000668343507123728,0.0003469872448605745
2525,4204,SALAMANCA,0.7828947368421052,27465.149254330303,5159820.422272008,0.9539870994071663,6.268182195089871e-08,4.9975821851693583e-08,0.0006683435071237286,0.00034363322461467466
2526,4301,OVALLE,0.7828947368421052,124657.3231707876,5002915.787460894,1.1709157507714703,2.897265521249531e-07,9.64967985701284e-08,0.0006683435071237275,0.00034078153224618096
2527,4302,COMBARBALA,0.7828947368421052,15694.584114643494,3610661.8178397682,0.7385913065013197,7.999327232064495e-08,3.720434888489445e-09,0.000668343507123728,0.0003424862174654702
2528,4303,MONTE PATRIA,0.7828947368421052,34671.33013834452,3869343.7920851954,0.8093181907516015,1.3801631430626608e-07,8.269408895210895e-09,0.0006683435071237284,0.00033968988378631546
2529,4304,PUNITAQUI,0.7828947368421052,11058.814050285124,3864301.9339954546,0.7064214681625782,5.969069122215601e-08,6.53920600426173e-09,0.0006683435071237285,0.00034021477312775434
2530,4305,RIO HURTADO,0.7828947368421052,5048.073021210543,3368443.430031057,0.6133781414764197,4.1397249010103634e-08,3.950150911162338e-09,0.0006683435071237283,0.00033939630792148887
2531,5101,VALPARAISO,0.7828947368421052,291481.93537629367,5033880.693748572,1.606491798633387,2.787851300852127e-07,5.202067758490698e-07,0.0006683435071237426,0.0003502547028429028
2532,5102,CASABLANCA,0.7828947368421052,29837.09405222963,4420017.290577991,1.1249121268732538,4.555461526908669e-08,1.3067098580825416e-07,0.0006683435071237287,0.00035142454962219674
2533,5103,CONCON,0.7828947368421052,51459.543325934355,7199633.769762087,1.4298337992944603,3.329635731007506e-08,2.076860978759106e-07,0.0006683435071237285,0.00034997365985361403
2534,5105,PUCHUNCAVI,0.7828947368421052,18525.125110346842,3657603.236464729,1.1860371518072232,4.2496405297511315e-08,6.912832603969032e-08,0.0006683435071237282,0.0003496467249127978
2535,5107,QUINTERO,0.7828947368421052,28680.79083777334,5034351.435274883,1.1448470706648266,5.799151247908702e-08,6.18048102702987e-08,0.0006683435071237285,0.00035379161100799333
2536,5109,VINA DEL MAR,0.7828947368421052,326196.67155608034,7473069.981600298,1.8150748213021262,1.44518621414597e-07,1.091978115057695e-06,0.0006683435071237284,0.00035013921220423434
2537,5301,LOS ANDES,0.7828947368421052,68890.15594598622,6009403.300584935,1.2456361816397001,1.3986515599590094e-07,8.843291367684466e-08,0.0006683435071237281,0.0003510803813422166
2538,5302,CALLE LARGA,0.7828947368421052,15158.41367432061,3969496.5289186207,0.8714593944473542,5.84956025146238e-08,1.5133512745348913e-08,0.0006683435071237281,0.00035119038153903206
2539,5303,RINCONADA,0.7828947368421052,11143.371032896033,4672709.887070989,0.8945000727469918,4.847143799669986e-08,9.56949853165376e-09,0.0006683435071237282,0.00034351111440284203
2540,5304,SAN ESTEBAN,0.7828947368421052,19279.613287123815,4173363.5064641773,0.9450715460388806,6.980951948537388e-08,1.3012553483181268e-08,0.0006683435071237285,0.0003507672772749495
2541,5401,LA LIGUA,0.7828947368421052,34211.679299143725,4772963.884028738,1.042044247220261,1.0240137784745747e-07,3.058598369030891e-08,0.0006683435071237284,0.0003492751995505953
2542,5402,CABILDO,0.7828947368421052,20380.67991030176,9734950.991251657,0.8677613621807242,7.603402357293393e-08,1.356685834252936e-08,0.0006683435071237286,0.00034860328540137984
2543,5403,PAPUDO,0.7828947368421052,5357.809655610479,5165138.12461915,1.0650849357555152,3.305100319655342e-08,4.159410450598642e-08,0.0006683435071237281,0.00034876895005621854
2544,5404,PETORCA,0.7828947368421052,10507.217631732117,4505140.463930138,0.750271728936361,5.292566288498461e-08,7.097861797443311e-09,0.0006683435071237281,0.00034721635563769704
2545,5501,QUILLOTA,0.7828947368421052,96853.05677486431,4956255.10497643,1.2348632440128535,2.3772764784904908e-07,8.030382668479237e-08,0.0006683435071237281,0.00035022415640892796
2546,5502,LA CALERA,0.7828947368421052,55941.51386022477,4490359.3986288635,1.1134505175026637,1.4365451457879448e-07,5.9525253794744535e-08,0.0006683435071237284,0.0003505907047532428
2547,5503,HIJUELAS,0.7828947368421052,18332.662791925584,4218819.612482638,0.8601264360711937,5.3687842066163054e-08,2.1040367861544855e-08,0.0006683435071237285,0.0003507667555324488
2548,5504,LA CRUZ,0.7828947368421052,20420.07917953063,4442193.479775411,0.9899433411093437,7.34343046608449e-08,1.5519543427864816e-08,0.0006683435071237285,0.000350380865600234
2549,5506,NOGALES,0.7828947368421052,24205.135246053578,3662160.002156827,0.9545824339266128,7.710625603199915e-08,1.8159822089430137e-08,0.0006683435071237283,0.000350486656855288
2550,5601,SAN ANTONIO,0.7828947368421052,96500.15621767877,4206994.103832274,1.33054313858961,1.2698089681210595e-07,1.8599373990065519e-07,0.000668343507123728,0.0003525493438986677
2551,5602,ALGARROBO,0.7828947368421052,10698.628234806534,7445896.040016342,1.3377608114470938,3.1676866861066453e-08,1.1223399763976921e-07,0.0006683435071237281,0.0003517775400757845
2552,5603,CARTAGENA,0.7828947368421052,20804.792663898916,3955505.512867586,1.0032221681813998,8.143375489328753e-08,1.5071360390558927e-08,0.000668343507123728,0.0003523954243907189
2553,5604,EL QUISCO,0.7828947368421052,13717.88427781263,3907095.7005302394,1.1238431224838434,6.304743773826056e-08,2.1934958471092763e-08,0.0006683435071237284,0.0003518062012862703
2554,5605,EL TABO,0.7828947368421052,10676.471435757578,5392454.696562164,1.0431867409844224,6.42635893469418e-08,1.4363948766834566e-08,0.0006683435071237283,0.0003520136505683743
2555,5606,SANTO DOMINGO,0.7828947368421052,9534.09493733058,6357658.808786043,1.233085173091635,2.9246545604157566e-08,2.846351965872983e-07,0.0006683435071237283,0.0003526225757697324
2556,5701,SAN FELIPE,0.7828947368421052,75407.03090603043,5512207.363713063,1.1943646159996635,1.8962016059000953e-07,7.407998041687185e-08,0.0006683435071237281,0.00035083804699346084
2557,5702,CATEMU,0.7828947368421052,14327.665792117556,3558342.1993087437,0.8644738160622595,6.328173075045018e-08,9.147744034568339e-09,0.0006683435071237278,0.0003507027294321277
2558,5703,LLAY-LLAY,0.7828947368421052,25284.874289968346,4261959.39249896,0.9176975530142247,8.559323407719425e-08,1.576490188368672e-08,0.0006683435071237287,0.00035120258438828944
2559,5704,PANQUEHUE,0.7828947368421052,7439.850833695986,4726014.937857002,0.8448562881471794,3.766526191903531e-08,1.037550553992363e-08,0.0006683435071237284,0.00035070384761623464
2560,5705,PUTAENDO,0.7828947368421052,16802.73382531441,3351745.3639904563,0.8346051948091827,7.310450471478827e-08,4.732730138663173e-09,0.0006683435071237283,0.0003501760043641289
2561,5706,SANTA MARIA,0.7828947368421052,16232.350275733836,4063631.6211971752,0.8298997028456178,7.066340836152876e-08,7.539496896246357e-09,0.0006683435071237284,0.00035056734820078177
2562,5801,QUILPUE,0.7828947368421052,175783.8016720916,6445455.8415651955,1.3915435659073758,3.6905429792491843e-07,1.2987740195918502e-07,0.000668343507123726,0.00035056417468764216
2563,5802,LIMACHE,0.7828947368421052,46603.493069542965,4348053.033564153,1.1114440220551565,1.2141579015201286e-07,3.316528520153589e-08,0.0006683435071237275,0.0003507391799926149
2564,5803,OLMUE,0.7828947368421052,16229.807767454902,4621423.411351397,1.0469096853253126,4.670453626465402e-08,2.2450614731807664e-08,0.0006683435071237282,0.0003508725048573741
2565,5804,VILLA ALEMANA,0.7828947368421052,148152.32557947707,5892405.211913637,1.2844591940767593,3.80589413950815e-07,5.515467303949847e-08,0.0006683435071237268,0.0003505904773413911
2566,6101,RANCAGUA,0.7828947368421052,233788.4572099747,5372199.6131417155,1.5537565737022283,3.760645302338649e-07,3.678648012626054e-07,0.0006683435071237284,0.00035482512010666503
2567,6102,CODEGUA,0.7828947368421052,14738.848014828922,4671543.496582939,0.8584711636958151,5.443854215470242e-08,1.262192457042759e-08,0.0006683435071237282,0.0003540022511158812
2568,6103,COINCO,0.7828947368421052,7323.304737735993,3563680.3197153327,0.7149392825278321,4.2351084575794416e-08,5.443560517049138e-09,0.0006683435071237282,0.0003539373972187326
2569,6104,COLTAUCO,0.7828947368421052,20422.21114563229,4554857.438046202,0.8550552174340473,8.502686209354548e-08,4.817618198899368e-09,0.0006683435071237282,0.0003539561079990947
2570,6105,DONIHUE,0.7828947368421052,20792.557629125527,5258833.393170415,0.9283395964979602,6.070873553917753e-08,2.5754919899130717e-08,0.0006683435071237281,0.00035390379306044937
2571,6106,GRANEROS,0.7828947368421052,35055.704939278876,4603068.150829997,1.0375425239708187,1.0323156372779461e-07,2.8131436949490975e-08,0.0006683435071237288,0.00035422510564594127
2572,6107,LAS CABRAS,0.7828947368421052,24290.73139545634,3798210.316383851,1.3147883254787587,4.5592306393740235e-08,1.6841156185484223e-07,0.0006683435071237282,0.000353932000833739
2573,6108,MACHALI,0.7828947368421052,54564.955855590786,7925499.148507207,1.3279195011689187,4.777571161375802e-08,1.1097392359695151e-07,0.0006683435071237284,0.00035395607009559334
2574,6109,MALLOA,0.7828947368421052,14106.691509679262,4233113.631090144,0.8448009376852768,5.801124254976701e-08,9.520570442163135e-09,0.000668343507123728,0.00035444000963093735
2575,6110,SAN FRANCISCO DE MOSTAZAL,0.7828947368421052,26778.10111997019,4586757.376085821,1.042971071688676,4.804109317057075e-08,5.293010637145313e-08,0.0006683435071237284,0.00035411031909050736
2576,6111,OLIVAR,0.7828947368421052,15606.768849708036,4643808.780521817,0.871981065883146,5.0187513259185795e-08,1.703914052106801e-08,0.0006683435071237285,0.0003542925537214121
2577,6112,PEUMO,0.7828947368421052,16439.18216077395,4007476.705968488,0.8389597566538254,6.002909249590186e-08,1.4300877368095616e-08,0.0006683435071237284,0.0003540104965286016
2578,6113,PICHIDEGUA,0.7828947368421052,20660.629047434682,3697277.813903031,0.8428153355257236,7.240014475524211e-08,1.348431174868557e-08,0.0006683435071237278,0.00035379301041214996
2579,6114,QUINTA DE TILCOCO,0.7828947368421052,13558.83382854001,5078570.989845748,0.7987616699224969,5.691490236152106e-08,1.0287595837255958e-08,0.0006683435071237284,0.0003494353592571841
2580,6115,RENGO,0.7828947368421052,62921.147695811465,4273417.964817141,1.120535633231306,1.6251207851109734e-07,5.321030988664733e-08,0.0006683435071237277,0.0003543698628385822
2581,6116,REQUINOA,0.7828947368421052,34525.144966147,4727076.618193787,1.075590213316344,6.910531986763177e-08,4.6610321154306776e-08,0.0006683435071237274,0.00035505106748712906
2582,6117,SAN VICENTE,0.7828947368421052,47923.449783997334,5087909.795889701,1.1157424930632005,1.1221311790879208e-07,5.0772410497703416e-08,0.0006683435071237276,0.0003542859152630835
2583,6201,PICHILEMU,0.7828947368421052,14673.61632936332,5372150.922861272,1.03503502492741,5.1571028352913394e-08,1.935885289035946e-08,0.0006683435071237282,0.00035209676197420307
2584,6202,LA ESTRELLA,0.7828947368421052,3351.110830478136,3912337.4589023823,0.774719699453755,2.9670056045958616e-08,2.1262311193617556e-08,0.0006683435071237282,0.0003534111961538632
2585,6203,LITUECHE,0.7828947368421052,6427.510238183127,4059142.4813731527,0.822618325656412,3.38728361494642e-08,9.866506336701463e-09,0.0006683435071237283,0.0003531957346345626
2586,6204,MARCHIGUE,0.7828947368421052,7672.67351164326,4022403.6755221784,0.7691580862156784,3.400541507625728e-08,1.3317206507829667e-08,0.0006683435071237278,0.0003536381348114129
2587,6205,NAVIDAD,0.7828947368421052,6067.90969751093,3706903.6088915966,0.7393843477059218,4.013122547576057e-08,3.424570435929683e-09,0.0006683435071237281,0.0003523672336365911
2588,6206,PAREDONES,0.7828947368421052,6414.634866920611,3719880.4893096765,0.7214616856761346,4.2333423083407644e-08,2.6725001577922218e-09,0.0006683435071237282,0.00035197456564385767
2589,6301,SAN FERNANDO,0.7828947368421052,74182.29645554836,4404917.038177284,1.2883573737094978,1.3086717277515963e-07,1.221649479820666e-07,0.0006683435071237281,0.00035468055391102963
2590,6302,CHEPICA,0.7828947368421052,16546.491930614924,3764544.8202035865,0.8304611152872878,7.282238183827025e-08,4.231612907699292e-09,0.0006683435071237283,0.0003544454872197642
2591,6303,CHIMBARONGO,0.7828947368421052,38392.195112019166,3639714.1907397346,0.9697047510392753,1.1364321066443726e-07,2.4300660048810053e-08,0.0006683435071237282,0.0003547396756651011
2592,6304,LOLOL,0.7828947368421052,7100.765945445829,3655543.090790546,0.7488704821841382,3.65725091756034e-08,1.0545502254331804e-08,0.0006683435071237284,0.00035300807075972553
2593,6305,NANCAGUA,0.7828947368421052,17196.214448876697,4217920.027414201,0.8620515203022449,4.6743939215409235e-08,6.107111412465051e-08,0.0006683435071237286,0.00035439735543944654
2594,6306,PALMILLA,0.7828947368421052,13490.641307473044,3475345.7069664756,0.8271202929021325,4.095004254625763e-08,2.3739829177334197e-08,0.0006683435071237281,0.00035421712194724266
2595,6307,PERALILLO,0.7828947368421052,11833.492978046817,4338395.255296631,0.81833375303804,4.669285491777779e-08,1.3658843861554564e-08,0.0006683435071237283,0.00035383011283011967
2596,6308,PLACILLA,0.7828947368421052,9416.279145074348,4056467.477193589,0.795699334090865,4.6825924140281455e-08,7.2455377415492084e-09,0.0006683435071237282,0.0003541843024387325
2597,6309,PUMANQUE,0.7828947368421052,3479.952368854161,5558672.812532468,0.6362200702688561,3.131999952734857e-08,5.732844777466835e-09,0.0006683435071237283,0.0003528928983446036
2598,6310,SANTA CRUZ,0.7828947368421052,38197.12630633559,5203291.993652225,1.1368357449485655,8.657857516709955e-08,4.5573302399575886e-08,0.0006683435071237284,0.0003542694136251779
2599,7101,TALCA,0.7828947368421052,236145.36435793567,5931353.341795887,1.536486650699064,4.0189994055096117e-07,3.0117357589809526e-07,0.000668343507123729,0.0003546281836792264
2600,7102,CONSTITUCION,0.7828947368421052,51251.16921163411,5356423.738427186,1.1245086246357026,1.1304337811033874e-07,6.084312745229834e-08,0.0006683435071237282,0.0003518494420777132
2601,7103,CUREPTO,0.7828947368421052,10865.582676135698,3539336.017812491,0.7489120462808155,5.2633349460491984e-08,6.7358997542808055e-09,0.0006683435071237284,0.0003527150847434584
2602,7104,EMPEDRADO,0.7828947368421052,4532.247415811007,3724066.742445487,0.6814318475258418,3.907380537343349e-08,1.9815375972492256e-09,0.0006683435071237281,0.00035187773891971286
2603,7105,MAULE,0.7828947368421052,58477.91910930619,3336449.152691953,0.9826663488053469,1.82196013677194e-07,2.117785214846792e-08,0.0006683435071237284,0.00035455099258612573
2604,7107,PENCAHUE,0.7828947368421052,8918.993427718568,3932568.383658044,0.752155546834811,4.160666391443271e-08,8.795113350202349e-09,0.0006683435071237281,0.00035405356440215723
2605,7108,RIO CLARO,0.7828947368421052,13635.328803505097,3543741.6167564415,0.7435930104539907,5.3368862733386956e-08,1.2060729090583378e-08,0.0006683435071237277,0.0003541630702971703
2606,7109,SAN CLEMENTE,0.7828947368421052,42451.92963647867,3046163.030589603,0.9650034329856193,1.2616771444413232e-07,2.9257712921090186e-08,0.0006683435071237282,0.0003538947277235929
2607,7110,SAN RAFAEL,0.7828947368421052,10153.942410223093,4353952.095089834,0.7445924137441939,4.759999855100726e-08,8.239501434953489e-09,0.0006683435071237284,0.0003547702815774648
2608,7201,CAUQUENES,0.7828947368421052,40744.67817957745,4432582.324957862,1.0686823636645182,1.5123648094369967e-07,1.8304075182104593e-08,0.0006683435071237286,0.0003531917402260131
2609,7202,CHANCO,0.7828947368421052,9084.877530281703,3669114.7113046977,0.7593166597389746,5.05724057162691e-08,3.2625984959288985e-09,0.0006683435071237276,0.00035164190728006036
2610,7203,PELLUHUE,0.7828947368421052,7820.396338316869,3523071.3112762887,0.904796249548641,4.402233809043553e-08,8.004647436269287e-09,0.000668343507123728,0.00035144488979957025
2611,7301,CURICO,0.7828947368421052,146690.15304644743,5184409.494336276,1.3725167573848875,2.8003201196694575e-07,2.012621867164662e-07,0.0006683435071237282,0.0003546296184474136
2612,7302,HUALANE,0.7828947368421052,10328.769145715383,5002672.291725551,0.8057482471357004,5.467931503350392e-08,6.36186773251384e-09,0.0006683435071237285,0.0003534708860405617
2613,7303,LICANTEN,0.7828947368421052,7300.388777667844,4655739.592842968,0.8764827769183084,3.961033583355912e-08,1.0681575728949129e-08,0.0006683435071237283,0.0003527276604446378
2614,7304,MOLINA,0.7828947368421052,42852.4485921443,4396121.561730366,1.067980149177364,1.2320096542219918e-07,4.525291228687702e-08,0.0006683435071237282,0.0003545732749708703
2615,7305,RAUCO,0.7828947368421052,10270.604777240307,3538077.9735466214,0.7824699486767956,4.8644782845485266e-08,1.1615465833832678e-08,0.0006683435071237286,0.00035226238446525406
2616,7306,ROMERAL,0.7828947368421052,15420.374503496652,4050439.7804105193,0.9426580442578392,4.042692741665345e-08,3.274622479378683e-08,0.0006683435071237286,0.00035454757672467575
2617,7307,SAGRADA FAMILIA,0.7828947368421052,19672.856367149492,4106235.4331384953,0.8825841087945374,5.174964905552272e-08,3.3047391553541875e-08,0.0006683435071237283,0.0003542754708082562
2618,7308,TENO,0.7828947368421052,28920.56886645705,4302120.500242937,0.9770390669356653,8.02832971813278e-08,2.696612537630207e-08,0.0006683435071237283,0.00035474963384303406
2619,7309,VICHUQUEN,0.7828947368421052,5137.961031910775,5157092.976247834,0.9607449378198839,3.167471434157921e-08,3.352231191530464e-08,0.0006683435071237282,0.0003527883884952887
2620,7401,LINARES,0.7828947368421052,92105.91494183302,4285104.855477031,1.2671319885372636,2.2458316519928682e-07,8.553164409308246e-08,0.0006683435071237281,0.00035426123544775247
2621,7402,COLBUN,0.7828947368421052,19673.826654896107,3879988.342001743,0.905470367265673,6.700018871215707e-08,2.2505913356915893e-08,0.0006683435071237284,0.00035368289548249254
2622,7403,LONGAVI,0.7828947368421052,29978.081397545822,2957690.546914333,0.8461879765262343,1.0331886450268246e-07,7.92307025951895e-09,0.0006683435071237284,0.0003543128240713759
2623,7404,PARRAL,0.7828947368421052,38823.33569872039,4032824.810807347,1.073562690197405,1.2175574280327775e-07,3.126355742751897e-08,0.0006683435071237283,0.0003540911362782541
2624,7405,RETIRO,0.7828947368421052,19961.185081884436,3482867.9486681647,0.7920046567984859,7.41939634315093e-08,1.1017592563836903e-08,0.0006683435071237286,0.00035041918915581957
2625,7406,SAN JAVIER,0.7828947368421052,41718.666196838574,4595010.381073155,1.0439531618788496,1.4170314413569621e-07,2.646740993148052e-08,0.0006683435071237288,0.00035450177161052137
2626,7407,VILLA ALEGRE,0.7828947368421052,15500.225744354208,3820828.63853877,0.8599654405175231,7.359591338922838e-08,5.6597862265951525e-09,0.0006683435071237282,0.0003544646403498504
2627,7408,YERBAS BUENAS,0.7828947368421052,18529.42942727543,3811412.513647784,0.8285446222834373,6.072753127685884e-08,1.9780249365631383e-08,0.0006683435071237285,0.00035425473238339495
2628,8101,CONCEPCION,0.7828947368421052,228817.43814675324,5929506.480493371,1.6978101792882738,1.1186791787879464e-07,7.316151893374048e-07,0.0006683435071237288,0.0003513662871673404
