comuna1,comuna,idregion,year,lon,lat,w_mean,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_00,tax_02,tax_04,tax_06,tax_08,tax_10,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,tax_33,h_e_00,h_e_02,h_e_04,h_e_06,h_e_08,h_e_10,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_e_33,h_nex_00,h_nex_02,h_nex_04,h_nex_06,h_nex_08,h_nex_10,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,h_nex_33,cod_sii,comuna_sii,sem,_ID,pobreza,v_arriendo
8307,NEGRETE,8,2017,-72.57597260377487,-37.60782932188337,307639.75,10450,3565,2260773,617618,61406,258553,186912,0,1867.415,1591381.6,2287,13994417868,8744850432,5305290240,3820711168,3198869248,2919687424,2750863360,2640375808,2567910144,2513985792,2469508608,2433325824,2395823616,2378736384,2362652928,2348652800,2335175424,2324599040,2319598848,59,819,1457,1754,1832,1873,1898,1911,1913,1920,1922,1927,1929,1932,1932,1933,1934,1934,2228,1468,830,533,455,414,389,376,374,367,365,360,358,355,355,354,353,353,8406,NEGRETE,1,163,17.87,69707.24191063174
8308,QUILACO,8,2017,-71.70511873978258,-37.96063395473008,347056.22,4080,699,1336427,232813,114351,51384,26623,2423,861.69598,1591381.6,986,6342829721,4954924032,3693921536,3212972288,2996902144,2874739712,2790546688,2734766848,2702445312,2676995584,2656413184,2640413184,2623153408,2611913984,2600460288,2592358912,2585772544,2579772672,2578304512,37,289,600,675,701,716,727,736,738,742,742,743,743,745,746,747,747,749,949,697,386,311,285,270,259,250,248,244,244,243,243,241,240,239,239,237,8408,QUILACO,1,140,21.12,131552.5114155251
8309,QUILLECO,8,2017,-71.86136017610748,-37.43652870285307,344834.25,9889,3121,2094464,404029,169172,75235,70222,6457,1587.1844,1591381.6,2078,12258306416,9982707712,6521971200,4780388864,4012577792,3639884544,3411315968,3224329984,3091880192,2992838400,2918592256,2859010560,2799774208,2765562880,2728818176,2702130432,2678638592,2659708672,2651708672,84,677,1375,1673,1789,1826,1844,1870,1883,1892,1901,1902,1906,1912,1913,1915,1918,1918,1994,1401,703,405,289,252,234,208,195,186,177,176,172,166,165,163,160,160,8404,QUILLECO,1,167,16.05,55130.4347826087
8310,SAN ROSENDO,8,2017,-72.7206358988161,-37.21297326757363,376550.28,3897,729,1385743,79582,9346,4667,26983,321,810.57599,1591381.6,947,5134592728,3240230912,1763639552,980616256,660099072,492415232,400041504,345751520,314024768,297633536,288389024,282477824,277689088,274477824,270477824,266477840,262477840,258477840,256477840,37,357,664,785,831,863,872,885,890,891,893,893,893,893,893,893,893,893,910,590,283,162,116,84,75,62,57,56,54,54,54,54,54,54,54,54,8411,SAN ROSENDO,1,158,20.8,72289.71962616823
8311,SANTA BARBARA,8,2017,-71.74933567601741,-37.62136233724744,325340.16,12825,4661,2771010,869230,214578,361315,129046,14161,2102.0176,1591381.6,3121,23421199381,19461994496,14527342592,12223147008,11226451968,10630964224,10249676800,10003336192,9845099520,9724423168,9634639872,9565160448,9503716352,9468742656,9436578816,9414808576,9395792896,9383448576,9378448384,83,1030,2087,2362,2515,2584,2645,2672,2690,2703,2710,2718,2721,2728,2731,2734,2736,2736,3038,2091,1034,759,606,537,476,449,431,418,411,403,400,393,390,387,385,385,8402,SANTA BARBARA,1,168,16.39,85269.66177908113
8312,TUCAPEL,8,2017,-71.74429632500129,-37.22516757459766,279629.81,14523,4865,2701166,628086,111758,181374,106177,2467,2290.2771,1591381.6,5572,27641047228,23955458048,15332155392,10277220352,8181633024,7127899136,6541037568,6178855424,5926815744,5736680960,5585078272,5462016000,5352288768,5294381568,5242763776,5200421888,5162552320,5129611776,5115089920,193,1149,3419,4084,4455,4600,4686,4723,4748,4766,4779,4793,4803,4810,4814,4815,4818,4820,5379,4423,2153,1488,1117,972,886,849,824,806,793,779,769,762,758,757,754,752,8412,TUCAPEL,1,142,15.77,69700.20533880903
8313,YUMBEL,8,2017,-72.61619543954484,-37.08839708685814,321587.41,21587,5077,5202386,806179,111928,309724,130790,2469,4539.7461,1591381.6,5869,37721703192,29547341824,20847982592,15814839296,13110465536,11413047296,10268498944,9518316544,9023408128,8676420608,8397921792,8185082368,7993085440,7892884480,7783328256,7697831424,7628441600,7575474688,7551634944,235,1300,3173,3853,4185,4425,4576,4677,4729,4755,4790,4813,4822,4834,4843,4853,4858,4859,5634,4569,2696,2016,1684,1444,1293,1192,1140,1114,1079,1056,1047,1035,1026,1016,1011,1010,8409,YUMBEL,1,172,21.03,145495.831289848
8401,CHILLAN,8,2017,-72.12829542220346,-36.61728686882939,418881.25,181008,71691,25828842,12395966,3051346,2378465,1347037,7889,21123.633,1591381.6,66008,1496820000179,1314117779456,1199455862784,1093779521536,1006449721344,934987431936,872695005184,818742099968,776473870336,743734640640,716567216128,693026816000,669453516800,656476143616,642244870144,630061662208,619673681920,610572763136,606439145472,818,1494,10012,19285,25115,29189,34123,39602,43643,45651,47328,49685,50719,51631,52671,53411,54050,54263,65190,64514,55996,46723,40893,36819,31885,26406,22365,20357,18680,16323,15289,14377,13337,12597,11958,11745,8101,CHILLAN,1,323,11.67,150047.3834766953
8402,BULNES,8,2017,-72.28988643782623,-36.79040251347262,277264.84,22042,8406,3395042,860538,215458,151052,136046,4461,3279.8496,1591381.6,6326,46678573238,38919032832,29852170240,24930795520,22081314816,20120709120,18762692608,17867884544,17230884864,16747235328,16415607808,16188613632,15985351680,15884859392,15785634816,15703450624,15628289024,15557961728,15526465536,137,1767,3489,4155,4453,4765,4909,5010,5088,5148,5189,5217,5231,5241,5247,5250,5252,5256,6189,4559,2837,2171,1873,1561,1417,1316,1238,1178,1137,1109,1095,1085,1079,1076,1074,1070,8113,BULNES,1,324,14.88,147118.1556195965
8403,COBQUECURA,8,2017,-72.72077572682424,-36.18084021908462,289323.41,5667,1146,2001498,216784,49512,23165,63331,70,1936.9806,1591381.6,1818,8417668822,7112266752,5088574976,4018941952,3505798912,3198304000,2994567168,2862582784,2770049024,2704740608,2661091840,2633911808,2609873152,2597408000,2583408128,2569729792,2558916352,2550739968,2546739968,65,330,825,994,1053,1097,1125,1141,1153,1165,1168,1172,1173,1173,1174,1175,1176,1176,1753,1488,993,824,765,721,693,677,665,653,650,646,645,645,644,643,642,642,8107,COBQUECURA,1,333,34.18,108324.7191011236
8404,COELEMU,8,2017,-72.74997818490647,-36.50487242838565,358767.09,17040,5342,3445999,497968,70105,125909,121025,5068,3114.9121,1591381.6,3937,25022192947,21473142784,15589537792,12241414144,10796300288,10018527232,9553004544,9235565568,9000242176,8829307904,8714039296,8635728896,8560653824,8517045248,8468139520,8429566976,8400474112,8375662592,8363662848,88,710,2222,2702,2924,3029,3083,3117,3150,3171,3187,3190,3194,3196,3204,3205,3207,3207,3849,3227,1715,1235,1013,908,854,820,787,766,750,747,743,741,733,732,730,730,8120,COELEMU,1,334,18.28,118948.4083424808
8405,COIHUECO,8,2017,-71.58143435048726,-36.70195469946643,266025.81,25996,9172,3687831,683309,295754,42239,140683,9527,5726.9189,1591381.6,5418,32811619386,26414069760,19047587840,15108843520,13363886080,12353035264,11652948992,11115639808,10657007616,10267283456,9953154048,9687135232,9411368960,9250729984,9073809408,8913818624,8775851008,8652747776,8594962432,136,1283,2995,3541,3762,3874,3927,3960,4003,4031,4052,4068,4079,4091,4099,4110,4114,4118,5282,4135,2423,1877,1656,1544,1491,1458,1415,1387,1366,1350,1339,1327,1319,1308,1304,1300,8103,COIHUECO,1,340,22.03,91642.17252396166
8406,CHILLAN VIEJO,8,2017,-72.19883392273532,-36.6800119465229,345645.28,33982,12493,3940680,1334770,293214,243616,314392,309,6490.562,1591381.6,9492,112826665106,103532077056,86595756032,71034789888,61153906688,55604965376,52304515072,50038128640,48475201536,47343652864,46493929472,45829824512,45212479488,44882436096,44528107520,44220215296,43958464512,43730178048,43625013248,109,257,2119,5146,6511,7310,7661,7982,8124,8246,8333,8397,8436,8454,8484,8502,8514,8520,9383,9235,7373,4346,2981,2182,1831,1510,1368,1246,1159,1095,1056,1038,1008,990,978,972,8121,CHILLAN VIEJO,1,325,19.1,122976.148502994
8407,EL CARMEN,8,2017,-71.84754496844566,-36.92490761882073,247286.92,12806,3496,2379529,320379,140032,33603,88961,139,3684.2861,1591381.6,1840,13411038983,10961102848,8334807040,6547339776,5551130112,4920407552,4502372864,4206562816,3992483840,3835248384,3718215168,3630050048,3551281408,3506724864,3461910272,3427982592,3398230016,3370752256,3357752320,66,245,820,1060,1202,1275,1322,1359,1382,1398,1412,1420,1424,1431,1434,1436,1437,1437,1774,1595,1020,780,638,565,518,481,458,442,428,420,416,409,406,404,403,403,8118,EL CARMEN,1,326,28.77,79738.41554559044
8408,NINHUE,8,2017,-72.40975754959265,-36.35661866241453,235763.97,5801,1734,1815749,167204,42417,16885,44184,1141,1469.9734,1591381.6,878,3479790225,2400622848,1259118976,755328064,603552256,532850528,498719840,486601440,480601440,474601440,469557376,467731232,467731232,467731232,467731232,467731232,467731232,467731232,467731232,47,274,586,655,681,693,701,701,701,703,704,704,704,704,704,704,704,704,831,604,292,223,197,185,177,177,177,175,174,174,174,174,174,174,174,174,8105,NINHUE,1,335,25.34,113333.3333333333
8409,NIQUEN,8,2017,-71.89811455736749,-36.30190106550312,274724.28,11609,3143,2496285,479455,106173,16243,74047,236,2314.8347,1591381.6,1232,4609371777,3341142528,1981534336,1312264192,1014950080,882389760,807116416,758761664,729527104,708109248,692109248,678592384,665271104,659503936,655441472,653441472,651441472,650910144,650910144,112,455,701,821,875,889,902,907,911,911,913,915,916,918,918,918,919,919,1120,777,531,411,357,343,330,325,321,321,319,317,316,314,314,314,313,313,8110,NIQUEN,1,341,19.94,85864.66165413534
8410,PEMUCO,8,2017,-72.06783683148986,-36.98283201801222,274174.16,9301,3413,2138816,662947,164238,388048,61117,3788,2217.3584,1591381.6,2330,17071009061,14997921792,11824657408,10022138880,9167570944,8735267840,8458338304,8273682432,8143601664,8038884864,7947148288,7873354240,7796131328,7754836480,7716870656,7687822336,7663409152,7641381376,7631719936,52,466,1115,1484,1588,1646,1688,1703,1712,1723,1726,1733,1737,1745,1748,1749,1751,1753,2278,1864,1215,846,742,684,642,627,618,607,604,597,593,585,582,581,579,577,8117,PEMUCO,1,327,23.84,72966.17519514311
8411,PINTO,8,2017,-71.49944232175804,-36.92140341091678,298548.28,11437,3189,2597119,775740,315912,99874,93870,2175,2866.1123,1591381.6,5347,90695334139,81301307392,76385001472,72615059456,69996830720,67972841472,66343477248,64903200768,63616159744,62451396608,61388943360,60449701888,59488387072,58950553600,58392252416,57889849344,57456939008,57112334336,56951513088,95,420,1137,1532,1773,1918,1994,2063,2123,2172,2242,2307,2379,2412,2432,2488,2510,2514,5252,4927,4210,3815,3574,3429,3353,3284,3224,3175,3105,3040,2968,2935,2915,2859,2837,2833,8102,PINTO,1,328,25.06,96575.34246575342
8412,PORTEZUELO,8,2017,-72.46667629142431,-36.54596610635637,252534.58,5622,1727,1580048,120080,37205,10635,41787,263,1050.7518,1591381.6,863,6245420282,4812056064,3504934912,2611616512,2156727808,1890948736,1714028800,1595271040,1512012032,1448693888,1401005312,1362236416,1326507904,1304422144,1282504960,1263276288,1245979520,1231033216,1224033152,66,142,445,586,642,673,698,709,718,724,729,732,733,736,737,738,739,739,797,721,418,277,221,190,165,154,145,139,134,131,130,127,126,125,124,124,8106,PORTEZUELO,1,336,18.69,78173.51598173517
8413,QUILLON,8,2017,-72.50190665408897,-36.81854980869339,272597.59,16976,6995,4552383,770899,137760,89839,162438,701,2828.2017,1591381.6,6790,48230313061,44023062528,35794141184,30324606976,27319359488,25224898560,23683893248,22495320064,21563084800,20825088000,20220151808,19727216640,19247177728,18997544960,18748166144,18540740608,18374418432,18234011648,18167969792,166,1302,2869,3541,3869,4102,4239,4354,4431,4495,4540,4590,4622,4651,4668,4690,4697,4701,6624,5488,3921,3249,2921,2688,2551,2436,2359,2295,2250,2200,2168,2139,2122,2100,2093,2089,8115,QUILLON,1,329,16.66,155303.3707865168
8414,QUIRIHUE,8,2017,-72.54233157661261,-36.23631820223906,305677,13645,4593,2471932,379637,77010,50305,77820,482,2491.5769,1591381.6,3898,17706297036,14549974016,8680537088,6008265216,5012240384,4449547264,4062505472,3807695360,3648964096,3540467200,3469964800,3422458112,3392899840,3380054784,3364054784,3350610944,3338610944,3326610944,3320610816,62,1003,2490,2945,3080,3137,3210,3233,3259,3270,3282,3293,3293,3293,3295,3295,3295,3295,3836,2895,1408,953,818,761,688,665,639,628,616,605,605,605,603,603,603,603,8104,QUIRIHUE,1,332,18.26,101341.9913419913
8415,RANQUIL,8,2017,-72.58773821419202,-36.64033605984548,354792.59,6078,1713,1980793,557966,334237,79543,34118,7233,577.40997,1591381.6,1265,68331749656,66830073856,65208889344,64472457216,64147161088,63981551616,63879757824,63818981376,63776645120,63745945600,63720304640,63698108416,63680622592,63671136256,63662772224,63656771584,63651889152,63647956992,63646953472,69,454,799,924,965,992,1005,1014,1018,1019,1020,1025,1026,1028,1028,1029,1030,1030,1196,811,466,341,300,273,260,251,247,246,245,240,239,237,237,236,235,235,8119,RANQUIL,1,337,9.5,86609.31174089068
8416,SAN CARLOS,8,2017,-72.01843583039283,-36.38574547255318,321102.91,53406,19473,7550165,1990700,535770,423511,297189,116,7370.0278,1591381.6,14957,157301335876,129023393792,104519245824,87124279296,77259079680,71121420288,67284893696,64514076672,62431551488,60843094016,59638697984,58700337152,57816064000,57338011648,56853983232,56472248320,56161533952,55912976384,55805083648,337,2298,6693,9221,10805,11478,11887,12188,12405,12569,12665,12762,12817,12875,12917,12952,12976,12985,14620,12659,8264,5736,4152,3479,3070,2769,2552,2388,2292,2195,2140,2082,2040,2005,1981,1972,8109,SAN CARLOS,1,339,13.8,115531.9091400757
8417,SAN FABIAN,8,2017,-71.28747950623917,-36.58000708267168,281457.5,4094,1114,1597723,388352,84019,162330,42491,51623,563.74377,1591381.6,1195,8570929665,6490286080,5203355136,4253515008,3692536064,3342006784,3122245120,2988263168,2900671744,2841269504,2795795200,2760400384,2726026496,2708207360,2689178880,2673305088,2661305600,2653249536,2650249472,69,170,387,538,612,664,698,716,724,730,734,737,740,741,743,745,747,747,1126,1025,808,657,583,531,497,479,471,465,461,458,455,454,452,450,448,448,8111,SAN FABIAN,1,342,13.77,119308.1761006289
8419,SAN NICOLAS,8,2017,-72.2288255643064,-36.47968968917451,261589.33,11636,4418,2372338,706223,139006,47832,277597,2318,1665.1116,1591381.6,2044,9204465166,6695002624,4204350976,3108094464,2640301568,2394108672,2257382912,2170899456,2113086208,2068840576,2034071168,2007311616,1986636672,1979318144,1972666112,1966666112,1960666112,1955384832,1953384832,105,722,1274,1445,1524,1556,1575,1584,1590,1595,1598,1605,1606,1607,1607,1607,1608,1608,1939,1322,770,599,520,488,469,460,454,449,446,439,438,437,437,437,436,436,8112,SAN NICOLAS,1,343,14.31,112093.023255814
8420,TREHUACO,8,2017,-72.659609700497,-36.42743910012167,226827.84,5277,1626,1608471,132819,27199,7203,48697,2117,1086.5343,1591381.6,1217,5559525974,4903723008,3323329024,2428119808,2133113728,1991164544,1911001344,1861211264,1820146816,1785454592,1759348352,1738493312,1715761664,1701442560,1685442560,1671007104,1660053888,1650053888,1645053952,36,181,661,781,824,847,853,857,861,864,866,867,868,868,870,871,871,871,1181,1036,556,436,393,370,364,360,356,353,351,350,349,349,347,346,346,346,8108,TREHUACO,1,338,20.59,67605.6338028169
8421,YUNGAY,8,2017,-71.93074312265713,-37.10436971256632,373576.72,18331,5974,2888247,700441,241863,189545,111958,7557,3552.5479,1591381.6,4890,45042095891,38747688960,31655055360,26841030656,24748918784,23461799936,22618157056,22066368512,21682552832,21381107712,21152053248,20966260736,20794742784,20707215360,20621623296,20548753408,20487720960,20436779008,20411779072,125,587,2481,3060,3353,3525,3644,3698,3739,3764,3786,3807,3821,3829,3836,3842,3844,3844,4765,4303,2409,1830,1537,1365,1246,1192,1151,1126,1104,1083,1069,1061,1054,1048,1046,1046,8116,YUNGAY,1,331,19.38,98630.21928507059
9101,TEMUCO,9,2017,-72.66787740334205,-38.6729965757963,544885.31,292534,141636,39338580,23415923,7077820,4792763,2397704,771,30335.775,1591381.6,107284,3301518493435,2860749422592,2691159293952,2524005269504,2369210286080,2229720842240,2109215342592,2007681990656,1923456040960,1850405421056,1785747865600,1728083263488,1665597440000,1627413282816,1583115272192,1542206521344,1505458388992,1472736395264,1457780424704,1456,1473,5602,12744,21219,30965,40116,47364,51681,55892,58836,61531,63206,64979,66886,69014,70902,71752,105828,105811,101682,94540,86065,76319,67168,59920,55603,51392,48448,45753,44078,42305,40398,38270,36382,35532,9201,TEMUCO,1,173,10.37,184079.5253990838
9102,CARAHUE,9,2017,-73.269175490029,-38.61046161202124,311738.34,26467,8676,4376726,447775,87212,65369,121361,753,6457.9482,1591381.6,4865,25763092454,17389015040,9927991296,6862902784,5864539136,5367482880,5041965056,4817971712,4686678528,4594191360,4527025152,4476509184,4434875904,4415771136,4395770880,4379686400,4370394624,4363185664,4360185344,227,1940,3741,4160,4301,4348,4408,4432,4451,4460,4466,4476,4479,4479,4483,4485,4486,4486,4638,2925,1124,705,564,517,457,433,414,405,399,389,386,386,382,380,379,379,9209,CARAHUE,1,174,24.4,102820.3434610304
9103,CUNCO,9,2017,-71.99236082617648,-38.97721045117271,335879.88,18926,6512,3276519,781408,270780,187798,105923,14621,3718.959,1591381.6,4128,35862640697,28265041920,22457219072,20092250112,18971633664,18294423552,17825531904,17462511616,17155077120,16897186816,16665998336,16449574912,16207361024,16050908160,15865718784,15687492608,15513704448,15345184768,15262155776,153,1422,2644,2989,3137,3209,3240,3272,3287,3296,3305,3311,3313,3317,3322,3323,3325,3326,3975,2706,1484,1139,991,919,888,856,841,832,823,817,815,811,806,805,803,802,9204,CUNCO,1,175,19.65,116439.9574920298
9104,CURARREHUE,9,2017,-71.53952062071912,-39.33658735105154,299345.34,7491,2650,1754683,144385,21159,26182,27046,3459,1711.6935,1591381.6,1232,5376277667,3972454912,2921011456,2526821376,2370264832,2287497472,2239405568,2218374400,2206644480,2200644608,2195847936,2194159616,2194159616,2194159616,2194159616,2194159616,2194159616,2194159616,2194159616,92,339,604,669,691,707,716,720,720,722,723,723,723,723,723,723,723,723,1140,893,628,563,541,525,516,512,512,510,509,509,509,509,509,509,509,509,9218,CURARREHUE,1,176,22.85,166935.4838709677
9105,FREIRE,9,2017,-72.58851474287466,-38.95490865308635,392108.75,24411,9684,4434701,906592,306579,215804,97675,2637,5863.522,1591381.6,2968,41251122229,22985842688,18975213568,17808033792,17298798592,17018474496,16858194944,16748541952,16670860288,16612111360,16576839680,16549894144,16523624448,16510408704,16498234368,16486235136,16474234880,16462234624,16456235008,178,1775,2367,2514,2603,2641,2662,2671,2684,2691,2693,2697,2699,2700,2700,2700,2700,2700,2790,1193,601,454,365,327,306,297,284,277,275,271,269,268,268,268,268,268,9203,FREIRE,1,177,24.02,137475.7776644569
9106,GALVARINO,9,2017,-72.79198047114207,-38.44791515298102,239789.14,12469,2942,2380651,207217,49849,19504,53960,1623,4649.6899,1591381.6,1509,10609009518,5559016960,3292522240,2370214400,2073548032,1912416384,1809445632,1729831296,1674039296,1637297024,1612691584,1591708544,1572553600,1560982784,1548131072,1540207616,1534207616,1528238976,1526276608,100,584,1137,1269,1313,1328,1338,1349,1360,1361,1365,1365,1366,1368,1370,1370,1371,1372,1409,925,372,240,196,181,171,160,149,148,144,144,143,141,139,139,138,137,9207,GALVARINO,1,178,37.29,130862.9441624365
9107,GORBEA,9,2017,-72.66982123797239,-39.1717721375259,310807.28,15619,5926,2836198,572908,165304,108294,177871,47,1764.947,1591381.6,4147,31394571804,22823974912,16216978432,12386593792,10724476928,9795528704,9261659136,8922484736,8713560064,8581549568,8493809664,8432029184,8376616448,8349210112,8322834944,8301795328,8285562368,8273046016,8268046336,134,1050,2543,3155,3397,3543,3618,3667,3705,3718,3728,3735,3739,3742,3744,3747,3749,3749,4013,3097,1604,992,750,604,529,480,442,429,419,412,408,405,403,400,398,398,9212,GORBEA,1,179,11.3,106085.9044162129
9108,LAUTARO,9,2017,-72.28875717780417,-38.54313610912136,445240.44,37340,13847,5778605,2108573,432381,731523,326263,1053,6273.1201,1591381.6,9808,92217124273,76163186688,59956293632,52101947392,48660344832,46489075712,45243535360,44394348544,43779801088,43324547072,42967048192,42680455168,42432843776,42295934976,42150481920,42033246208,41928617984,41835196416,41791619072,221,2218,6624,7306,7931,8235,8382,8477,8535,8573,8613,8646,8656,8671,8680,8687,8691,8694,9587,7590,3184,2502,1877,1573,1426,1331,1273,1235,1195,1162,1152,1137,1128,1121,1117,1114,9205,LAUTARO,1,180,16.8,148118.9367772939
9109,LONCOCHE,9,2017,-72.5827890966364,-39.35606416116227,323149,23275,6474,3671050,726323,162895,120287,117603,189,7031.3774,1591381.6,6836,42844018074,33184940032,21499219968,15687386112,13611707392,12466170880,11779716096,11365376000,11073543168,10873523200,10734067712,10628769792,10528498688,10471048192,10411809792,10366138368,10327445504,10291445760,10274717696,191,1242,4824,5567,5857,6046,6132,6180,6217,6243,6252,6263,6267,6276,6280,6283,6283,6285,6645,5594,2012,1269,979,790,704,656,619,593,584,573,569,560,556,553,553,551,9214,LONCOCHE,1,181,30.21,91381.20567375887
9110,MELIPEUCO,9,2017,-71.61073619938082,-38.82487233693556,339082.94,5819,1853,1785185,125220,19428,25461,30609,10585,1496.0649,1591381.6,1065,4693130068,2861000448,1290754176,860678208,755695296,713730880,698545216,694419264,690419264,686419264,682419264,681892288,681892288,681892288,681892288,681892288,681892288,681892288,681892288,62,453,864,921,938,949,950,950,950,950,952,952,952,952,952,952,952,952,1003,612,201,144,127,116,115,115,115,115,113,113,113,113,113,113,113,113,9217,MELIPEUCO,1,182,25.71,80939.56043956045
9111,NUEVA IMPERIAL,9,2017,-72.9717530566537,-38.75194553683952,267270.22,33653,11983,5756365,761647,89893,135489,168785,0,6690.2163,1591381.6,6638,37974745744,27266725888,16132240384,11800336384,10078928896,9119264768,8504224256,8103735296,7805367296,7578670592,7405715968,7274292224,7163250688,7106509824,7052826624,7007172096,6971231744,6940492800,6925752320,275,2264,4976,5533,5774,5910,5980,6023,6051,6077,6099,6115,6120,6127,6132,6136,6137,6138,6363,4374,1662,1105,864,728,658,615,587,561,539,523,518,511,506,502,501,500,9208,NUEVA IMPERIAL,1,183,19.88,96516.05219552609
9112,PADRE LAS CASAS,9,2017,-72.55528687489452,-38.80216726299768,369508.75,91442,34267,9517723,2177802,317268,410915,699232,235,17940.92,1591381.6,15944,168517075785,139348082688,110080606208,83791077376,70247923712,64935972864,62326784000,60678078464,59844354048,59264299008,58808152064,58458546176,58129829888,57945214976,57745125376,57581858816,57443606528,57327632384,57277124608,492,664,5340,10879,13546,14125,14597,14817,14896,14963,15003,15037,15051,15069,15084,15094,15106,15109,15452,15280,10604,5065,2398,1819,1347,1127,1048,981,941,907,893,875,860,850,838,835,9220,PADRE LAS CASAS,1,184,19.62,162307.5993289367
9113,PERQUENCO,9,2017,-72.43652762103616,-38.42800256557839,374158.66,7328,2437,2261083,310313,123389,24850,47258,0,1607.0304,1591381.6,1393,7083584329,5318398464,3362785792,2810852608,2608792576,2489191936,2417268224,2370222080,2336212224,2311445248,2295712768,2289427200,2283260928,2280871936,2280244480,2280244480,2280244480,2280244480,2280244480,57,729,1057,1131,1162,1177,1185,1192,1195,1200,1202,1203,1204,1205,1205,1205,1205,1205,1336,664,336,262,231,216,208,201,198,193,191,190,189,188,188,188,188,188,9206,PERQUENCO,1,185,21.93,108391.2037037037
9114,PITRUFQUEN,9,2017,-72.66376272471834,-39.08384938495954,355327.94,24898,9849,3496950,703599,180189,120407,138059,217,2649.1472,1591381.6,6333,48328246679,36045271040,25598937088,19961454592,17301760000,15666958336,14586093568,13822325760,13290212352,12905183232,12619139072,12401926144,12202191872,12097052672,11993213952,11914401792,11850412032,11802087424,11778086912,193,1259,4014,4697,5071,5282,5409,5504,5564,5603,5630,5654,5670,5682,5691,5700,5703,5703,6140,5074,2319,1636,1262,1051,924,829,769,730,703,679,663,651,642,633,630,630,9211,PITRUFQUEN,1,186,10.64,156404.8161405792
9115,PUCON,9,2017,-71.79239060973306,-39.27118626199584,377770,28609,17780,7579993,6162668,1875226,284292,270919,4791,2549.062,1591381.6,16759,590290100258,562414092288,544638173184,527053160448,511066341376,497117003776,484164927488,471919001600,460558696448,449844281344,439589273600,429782433792,418765045760,411834417152,403832832000,396744425472,390262521856,384190742528,381272096768,260,288,537,1840,2483,2872,3254,3678,3917,4142,4397,4752,4944,5404,5824,6047,6209,6290,16499,16471,16222,14919,14276,13887,13505,13081,12842,12617,12362,12007,11815,11355,10935,10712,10550,10469,9216,PUCON,1,187,8.91,183828.125
9116,SAAVEDRA,9,2017,-73.29392799746913,-38.83308347134754,230637.02,12706,4458,3195618,138960,19923,28410,34450,467,4495.3828,1591381.6,1722,9996526946,5688335360,3557522688,2689313024,2376260352,2233776128,2152794368,2105161088,2072945024,2053993088,2038936832,2026025344,2014398336,2008824064,2004633984,2002633984,2000633984,1998633984,1997633920,136,543,1094,1221,1271,1295,1301,1309,1314,1315,1316,1318,1319,1321,1321,1321,1321,1321,1586,1179,628,501,451,427,421,413,408,407,406,404,403,401,401,401,401,401,9210,SAAVEDRA,1,188,35.38,69102.07939508506
9117,TEODORO SCHMIDT,9,2017,-73.12781732414389,-39.00470505999762,295856.19,16125,5539,2852327,238459,59865,23823,45325,212,4427.9248,1591381.6,2811,10594897771,7834058240,3994893824,2832894720,2432178944,2215644928,2089901952,2012748928,1958629376,1925664000,1909454720,1903016832,1897397248,1894185984,1890185984,1886185984,1883463296,1882468352,1882468352,197,1452,2184,2333,2395,2424,2444,2453,2459,2470,2471,2472,2472,2472,2472,2473,2474,2474,2614,1359,627,478,416,387,367,358,352,341,340,339,339,339,339,338,337,337,9219,TEODORO SCHMIDT,1,189,27.46,55295.53072625698
9118,TOLTEN,9,2017,-73.06550452911772,-39.21692233250408,298437.47,11357,2298,2250284,276776,56639,35246,79448,4474,3987.4426,1591381.6,1857,7080834218,4019347712,1879250944,1558481664,1439210112,1368819200,1330751488,1308206464,1292406272,1283507840,1275563264,1270241536,1267847168,1266241536,1264241536,1262241536,1260241536,1259539840,1259539840,106,1413,1649,1685,1705,1718,1722,1725,1728,1729,1731,1731,1731,1731,1731,1731,1732,1732,1751,444,208,172,152,139,135,132,129,128,126,126,126,126,126,126,125,125,9213,TOLTEN,1,190,35.11,146186.4406779661
9119,VILCUN,9,2017,-72.11654373881476,-38.70452927150764,244308.75,28326,7151,4546760,911825,352746,204796,139055,2139,9055.8223,1591381.6,6292,46951440931,36542914560,26782146560,22819528704,21067335680,20175513600,19644928000,19205036032,18814779392,18491795456,18238824448,18063607808,17917765632,17838921728,17759942656,17694525440,17638377472,17591255040,17571254272,181,2084,4627,4928,5393,5449,5476,5509,5539,5584,5615,5635,5642,5652,5657,5662,5667,5667,6111,4208,1665,1364,899,843,816,783,753,708,677,657,650,640,635,630,625,625,9202,VILCUN,1,191,31.97,55882.5438027255
