comuna1,comuna,idregion,year,lon,lat,w_mean,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_00,tax_02,tax_04,tax_06,tax_08,tax_10,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,tax_33,h_e_00,h_e_02,h_e_04,h_e_06,h_e_08,h_e_10,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_e_33,h_nex_00,h_nex_02,h_nex_04,h_nex_06,h_nex_08,h_nex_10,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,h_nex_33,cod_sii,comuna_sii,sem,_ID,pobreza,v_arriendo
1101,IQUIQUE,1,2017,-70.04815826359133,-20.92555731810985,498579.72,200897,82352,35913304,32655889,8282787,10076714,1331532,176938,8799.2891,1591381.6,79301,3165095569889,2806210101248,2705791385600,2606262386688,2508131139584,2416364748800,2330056720384,2248604647424,2172068167680,2103157850112,2040592728064,1983435898880,1920423034880,1880799182848,1834369024000,1791410700288,1751871520768,1716658503680,1700474126336,1300,1710,2184,3601,7390,9935,12204,14692,19001,21861,24320,26395,27686,29473,30943,33228,35026,36039,78001,77591,77117,75700,71911,69366,67097,64609,60300,57440,54981,52906,51615,49828,48358,46073,44275,43262,1201,IQUIQUE,1,6,4.38,268616.3034796653
1107,ALTO HOSPICIO,1,2017,-70.01262972392198,-20.18973943812032,405122.38,124872,49740,10774548,3901264,553783,875394,472104,32005,9690.0674,1591381.6,26206,333993706981,235984814080,187367473152,144062726144,121143386112,109623205888,103820902400,100724236288,99888062464,99398230016,99024953344,98720587776,98438938624,98281480192,98101772288,97939783680,97791950848,97661640704,97599512576,432,442,7080,17059,20850,22615,24015,24459,24536,24582,24614,24645,24654,24665,24671,24681,24685,24687,25774,25764,19126,9147,5356,3591,2191,1747,1670,1624,1592,1561,1552,1541,1535,1525,1521,1519,1211,ALTO HOSPICIO,1,5,7.76,232189.6928492151
1401,POZO ALMONTE,1,2017,-69.50796251851361,-20.7722063353764,480543.75,14361,6627,4432177,2643983,91433,1327895,190216,0,1562.4768,1591381.6,5211,46940063113,38211817472,31785345024,28198760448,26424092672,25440606208,24974592000,24699863040,24524716032,24413575168,24334995456,24280465408,24234452992,24210794496,24186476544,24168996864,24154898432,24144898048,24139896832,483,1580,3051,3592,3934,4078,4141,4182,4204,4218,4229,4235,4237,4242,4243,4246,4246,4246,4728,3631,2160,1619,1277,1133,1070,1029,1007,993,982,976,974,969,968,965,965,965,1204,POZO ALMONTE,1,1,10.88,129752.3571248424
1402,CAMINA,1,2017,-69.50113638162469,-19.37001412543185,274555.31,1277,452,1640745,100516,431,3815,5370,85629,337.76651,1591381.6,556,1089521963,542717568,180219232,109582272,84514936,75810752,71121888,67121888,63162112,61162112,59162112,57162112,54767744,53162112,51162112,49162112,47162112,45162112,44162112,126,468,519,531,535,536,536,537,537,537,537,537,537,537,537,537,537,537,430,88,37,25,21,20,20,19,19,19,19,19,19,19,19,19,19,19,1208,CAMINA,1,3,26.45,125000
1404,HUARA,1,2017,-69.66338779468124,-19.60166065497062,310359.38,2966,1431,2410067,1077755,7698,173875,11445,634370,558.20117,1591381.6,1771,6731460814,4577584640,3320727040,2994010880,2875910912,2821200384,2791668224,2773253632,2763059712,2759059712,2755059712,2753149952,2753149952,2753149952,2753149952,2753149952,2753149952,2753149952,2753149952,320,1352,1568,1621,1636,1645,1649,1654,1654,1654,1656,1656,1656,1656,1656,1656,1656,1656,1451,419,203,150,135,126,122,117,117,117,115,115,115,115,115,115,115,115,1206,HUARA,1,4,18.82,88144.06779661016
1405,PICA,1,2017,-68.91304728668993,-20.48081744460272,455278.03,6650,7769,3945106,2764706,209163,1348095,80462,1036628,573.89502,1591381.6,2167,64860348853,55642464256,52764807168,50298400768,48719933440,47705190400,47007252480,46496681984,46105305088,45774422016,45530734592,45399379968,45286105088,45222670336,45159325696,45122174976,45090934784,45062934528,45049311232,122,196,616,962,1168,1293,1362,1409,1430,1509,1531,1545,1550,1566,1569,1572,1572,1573,2045,1971,1551,1205,999,874,805,758,737,658,636,622,617,601,598,595,595,594,1203,PICA,1,7,8.630000000000001,176851.2602058928
2101,ANTOFAGASTA,2,2017,-69.40529428906851,-24.27821556438926,660554.5,389812,160354,50645289,43144237,11123950,13559080,3920810,2350553,19724.486,1591381.6,139082,12922925978167,7884858458112,7685249957888,7486241243136,7292488515584,7110917619712,6953150447616,6814164320256,6687798329344,6571429986304,6465365999616,6369055866880,6264708923392,6200920899584,6127471296512,6060016926720,5997728890880,5939861651456,5912876548096,2758,2821,3783,8218,17407,28709,35877,41756,47477,51993,56603,61367,64321,67257,70195,72688,74778,76302,136324,136261,135299,130864,121675,110373,103205,97326,91605,87089,82479,77715,74761,71825,68887,66394,64304,62780,2201,ANTOFAGASTA,1,9,5.06,344366.5352518451
2103,SIERRA GORDA,2,2017,-69.30887948302379,-23.26032817152379,466185.31,3205,1090,5965392,4684656,278948,1951438,289485,1750648,45.190498,1591381.6,939,88343075254,61196689408,60494143488,59869822976,59553865728,59418693632,59356188672,59323170816,59303555072,59288977408,59276996608,59267186688,59257610240,59251187712,59243188224,59235184640,59227799552,59221798912,59218796544,527,531,686,746,837,855,867,870,873,874,875,875,875,875,875,876,876,876,412,408,253,193,102,84,72,69,66,65,64,64,64,64,64,63,63,63,2206,SIERRA GORDA,1,14,1.41,244051.5653775322
2104,TALTAL,2,2017,-69.86195944424105,-25.31020769529993,462609.69,13296,3497,3988162,2543551,157577,477925,113633,1542194,466.68961,1591381.6,4069,100524426622,24138674176,17983956992,14460467200,13148680192,12372401152,11895815168,11595914240,11398025216,11255676928,11155775488,11083055104,11018647552,10984664064,10947968000,10923479040,10900899840,10883641344,10875641856,496,1146,2950,3314,3510,3630,3695,3731,3753,3772,3783,3793,3794,3800,3803,3806,3807,3807,3573,2923,1119,755,559,439,374,338,316,297,286,276,275,269,266,263,262,262,2202,TALTAL,1,8,3.51,244457.4561403509
2201,CALAMA,2,2017,-68.62673100216796,-22.16948944762693,606516.06,181897,63927,21387833,16674365,3645474,3919060,1799123,1610587,8349.0723,1591381.6,50686,2139915551673,1652736131072,1567692947456,1482938646528,1401761824768,1329816272896,1264881893376,1204391116800,1148502278144,1096466628608,1050323910656,1008182034432,962852290560,936088764416,906851975168,881307156480,858803863552,838554943488,829068148736,1535,1625,1916,5666,10228,12729,15215,17181,19371,22233,23821,26404,28383,30500,32183,33472,34477,34717,49151,49061,48770,45020,40458,37957,35471,33505,31315,28453,26865,24282,22303,20186,18503,17214,16209,15969,2301,CALAMA,1,10,4.59,287993.7187657604
2203,SAN PEDRO DE ATACAMA,2,2017,-67.90882802062092,-23.4066811261846,458187.5,7840,5104,5247240,2226581,95750,684453,149913,866188,316.73599,1591381.6,2648,64800724672,27204753408,24638885888,22710417408,21935216640,21535352832,21315237888,21174611968,21066924032,20983003136,20909881344,20848683008,20791508992,20756185088,20715364352,20685015040,20662935552,20644814848,20635813888,1107,1273,1962,2190,2322,2375,2401,2416,2422,2427,2435,2439,2439,2444,2447,2451,2452,2452,1541,1375,686,458,326,273,247,232,226,221,213,209,209,204,201,197,196,196,2303,SAN PEDRO DE ATACAMA,1,12,4.04,196133.7513061651
2301,TOCOPILLA,2,2017,-70.02137761323985,-21.99824907502039,462778.22,27996,7599,4181657,2004263,223120,647604,125579,385048,2911.584,1591381.6,9272,114376173993,83642130432,68531884032,60468920320,56746045440,54220038144,52363481088,50967601152,50043265024,49506836480,49130471424,48822329344,48511164416,48321908736,48114991104,47922499584,47747481600,47585423360,47510835200,605,2721,6097,7258,7656,7905,8153,8370,8504,8554,8582,8599,8610,8623,8629,8638,8646,8649,8667,6551,3175,2014,1616,1367,1119,902,768,718,690,673,662,649,643,634,626,623,2101,TOCOPILLA,1,16,10.4,164861.1339407745
2302,MARIA ELENA,2,2017,-69.46806529330976,-22.09530701834843,519138,4840,1000,3409761,2491377,144013,1105056,124031,940115,241.51601,1591381.6,417,116129538709,39077928960,38911594496,38832238592,38797746176,38782074880,38773620736,38767525888,38761525248,38755524608,38754914304,38754914304,38754914304,38754914304,38754914304,38754914304,38754914304,38754914304,38754914304,287,320,357,368,374,376,377,377,377,380,380,380,380,380,380,380,380,380,130,97,60,49,43,41,40,40,40,37,37,37,37,37,37,37,37,37,2103,MARIA ELENA,1,15,4.99,96594.31279620853
3101,COPIAPO,3,2017,-69.82277584842127,-27.31707123917062,579383.19,178788,71120,21502679,13614148,2833854,3634099,1593383,1148866,11192.129,1591381.6,57535,1461546896206,1290906501120,1194312466432,1099136172032,1015420092416,946496012288,887487332352,842252222464,803993223168,770779381760,743330086912,719414886400,694815686656,680541487104,664651366400,650512498688,638024876032,627278348288,622374420480,886,1004,3751,11519,17355,22623,28547,31228,34274,36436,38075,39854,40760,41755,42560,43492,44165,44459,56649,56531,53784,46016,40180,34912,28988,26307,23261,21099,19460,17681,16775,15780,14975,14043,13370,13076,3201,COPIAPO,1,17,6.26,236494.3957385418
3102,CALDERA,3,2017,-70.68229015695351,-27.14053454999186,412416.75,18101,6002,6465517,2020087,244435,628308,256403,115210,1889.7444,1591381.6,8465,149252589947,113239146496,99185065984,85382291456,73727418368,65489485824,60245082112,56617832448,54105325568,52266946560,50920493056,49878335488,48911384576,48402063360,47856840704,47382851584,46958755840,46565158912,46375350272,307,313,660,2315,4126,5155,5855,6271,6555,6750,6869,6998,7041,7082,7115,7132,7146,7148,8158,8152,7805,6150,4339,3310,2610,2194,1910,1715,1596,1467,1424,1383,1350,1333,1319,1317,3202,CALDERA,1,18,10.44,204477.7986241401
3103,TIERRA AMARILLA,3,2017,-69.67043339709495,-27.86315027283974,406128.88,17857,5458,5483871,4188377,367404,2111788,441462,1023718,2544.6226,1591381.6,3491,66844171521,61483470848,56081694720,53722669056,52978573312,52636864512,52448710656,52330795008,52257648640,52207398912,52171444224,52142157824,52109295616,52090028032,52067962880,52050374656,52036374528,52022374400,52016062464,142,953,2512,2858,2964,3017,3040,3058,3066,3072,3074,3076,3076,3079,3081,3081,3081,3082,3349,2538,979,633,527,474,451,433,425,419,417,415,415,412,410,410,410,409,3203,TIERRA AMARILLA,1,19,14.25,169098.0392156863
3201,CHANARAL,3,2017,-70.33763585607555,-26.37308763786581,414070.41,13660,3835,3198723,1481752,83253,473234,171773,429251,1648.762,1591381.6,5146,55723474766,44355055616,36063444992,31274602496,29110687744,27997921280,27390918656,27114094592,26967689216,26863581184,26782224384,26725867520,26681790464,26665129984,26647470080,26632865792,26620149760,26610149376,26605875200,255,1157,3024,3895,4210,4417,4524,4560,4573,4579,4593,4605,4607,4609,4610,4612,4612,4613,4891,3989,2122,1251,936,729,622,586,573,567,553,541,539,537,536,534,534,533,3101,CHANARAL,1,20,12.07,157907.9798705967
3202,DIEGO DE ALMAGRO,3,2017,-69.18831920847987,-26.2326673168138,602605.56,14656,3072,3922612,2602754,433125,529600,127069,1290798,1107.9937,1591381.6,3798,186105441048,178007621632,173065781248,170707582976,169867182080,169433268224,169114484736,168909111296,168735948800,168582217728,168441888768,168307130368,168152449024,168051458048,167927857152,167808729088,167692091392,167576092672,167518404608,273,1427,2527,2932,3017,3090,3111,3124,3130,3136,3137,3140,3142,3144,3145,3146,3146,3147,3525,2371,1271,866,781,708,687,674,668,662,661,658,656,654,653,652,652,651,3102,DIEGO DE ALMAGRO,1,21,7.56,136179.2531120332
3301,VALLENAR,3,2017,-70.60311933370473,-28.59459392454669,464736.5,53550,17548,7609961,3543271,427545,701434,360991,749992,4728.4648,1591381.6,17383,278322385906,239971483648,208978132992,179794083840,157103603712,141206650880,129794613248,120714944512,113111998464,106485612544,100995072000,96443727872,92367945728,90312761344,88419295232,87013154816,85879439360,84944453632,84526751744,319,724,2478,6410,9367,10991,11840,12446,12946,13459,13970,14535,14868,15181,15353,15460,15542,15574,17064,16659,14905,10973,8016,6392,5543,4937,4437,3924,3413,2848,2515,2202,2030,1923,1841,1809,3301,VALLENAR,1,22,8.83,217318.5006576063
3302,ALTO DEL CARMEN,3,2017,-70.15642971568977,-28.99036663010996,342795.81,6519,1505,2472740,815264,118036,18599,85486,530980,995.45129,1591381.6,1297,8577664738,7335682048,6087046656,5662721024,5570340864,5537208320,5519890944,5515237888,5514457600,5514457600,5514457600,5514457600,5514457600,5514457600,5514457600,5514457600,5514457600,5514457600,5514457600,242,794,1064,1124,1138,1144,1148,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1055,503,233,173,159,153,149,148,148,148,148,148,148,148,148,148,148,148,3304,ALTO DEL CARMEN,1,23,15.27,100000
3304,HUASCO,3,2017,-71.02954599138378,-28.25017316931186,440050.78,10595,2665,2782931,1529373,150538,768897,188982,54904,1029.834,1591381.6,3979,45402294449,42181128192,36109070336,33492211712,32251314176,31603458048,31279857664,31075039232,30940024832,30860206080,30805190656,30766129152,30728812544,30710165504,30693392384,30679392256,30667464704,30661142528,30659141632,247,1160,2832,3166,3453,3525,3574,3599,3622,3630,3637,3642,3644,3647,3647,3649,3652,3652,3732,2819,1147,813,526,454,405,380,357,349,342,337,335,332,332,330,327,327,3303,HUASCO,1,25,9.720000000000001,192105.2631578947
4101,LA SERENA,4,2017,-71.06057621253065,-29.78901173378842,560539.25,225178,82952,28861459,19475132,6530583,3961096,2446709,149528,23058.227,1591381.6,97902,3212838393240,2909570859008,2757880446976,2608990519296,2471417348096,2345691512832,2231582588928,2127277195264,2032852271104,1946570457088,1866768580608,1792644612096,1709722566656,1658602389504,1601150386176,1550281474048,1504762527744,1464745328640,1446624755712,990,1665,4463,11718,16943,23002,27621,32217,35722,38558,41161,44223,46227,49957,53174,55806,58360,59509,96912,96237,93439,86184,80959,74900,70281,65685,62180,59344,56741,53679,51675,47945,44728,42096,39542,38393,4101,LA SERENA,1,26,10.24,225163.4380097879
4102,COQUIMBO,4,2017,-71.35844240214371,-30.22746738936118,385852.81,242096,86114,30423882,17101204,3351997,3096961,1653403,94660,32465.074,1591381.6,87459,1926125108962,1763021160448,1619400982528,1482781097984,1364369473536,1260794544128,1169977769984,1094907920384,1031930970112,981873197056,942389723136,909413777408,875920687104,856218927104,834274131968,815620882432,799632130048,785874354176,779636178944,1155,2862,8868,18522,25067,32128,39231,45317,51861,55708,58412,60709,61930,63526,64958,66227,67205,67534,86304,84597,78591,68937,62392,55331,48228,42142,35598,31751,29047,26750,25529,23933,22501,21232,20254,19925,4103,COQUIMBO,1,27,13.41,192948.7071987212
4103,ANDACOLLO,4,2017,-71.10060791440276,-30.25924139464606,370334.03,11555,2371,2545054,1079343,66792,458017,103192,75465,1715.9175,1591381.6,3849,33961063455,26450438144,20655669248,17524908032,16304628736,15754584064,15422402560,15193589760,15023296512,14906095616,14821543936,14766582784,14723527680,14702038016,14679161856,14660108288,14645334016,14631333888,14626401280,121,1384,2631,3226,3391,3472,3503,3534,3554,3569,3582,3590,3591,3593,3595,3597,3597,3600,3728,2465,1218,623,458,377,346,315,295,280,267,259,258,256,254,252,252,249,4104,ANDACOLLO,1,28,14.85,120000
4104,LA HIGUERA,4,2017,-70.90156599939246,-29.37538018894122,303791.47,4727,1462,2797885,1597072,30894,178146,296087,251335,970.92578,1591381.6,3265,13926328637,6271136768,3671073792,3134723584,3033414656,2967564800,2922570752,2892870656,2876444928,2864688384,2854688256,2846922240,2839739136,2836167680,2834167552,2832167680,2830167552,2828167680,2827167488,203,1773,2237,2266,2278,2287,2293,2300,2301,2301,2303,2303,2305,2305,2305,2305,2305,2305,3062,1492,1028,999,987,978,972,965,964,964,962,962,960,960,960,960,960,960,4102,LA HIGUERA,1,29,20.54,108290.5982905983
4106,VICUNA,4,2017,-70.38226517659591,-29.89176685525064,345300.47,26874,10366,5144513,1610272,167758,303915,183880,351562,3292.0649,1591381.6,9705,74204384340,64240033792,49079472128,41400369152,37824937984,35662315520,33939468288,32586481664,31479918592,30624768000,29968451584,29426968576,28885737472,28574816256,28233428992,27942656000,27696664576,27478904832,27379470336,194,3358,6249,7563,7849,8042,8188,8316,8437,8515,8561,8603,8623,8651,8675,8691,8704,8713,9511,6347,3456,2142,1856,1663,1517,1389,1268,1190,1144,1102,1082,1054,1030,1014,1001,992,4105,VICUNA,1,31,12.25,138864.3829188175
4201,ILLAPEL,4,2017,-70.97081280199414,-31.54923677530486,386119.56,32931,10972,5023239,1556739,136091,352779,248604,295693,3958.3062,1591381.6,10301,79991200837,63943720960,47478272000,37573173248,33423511552,31055470592,29555210240,28602771456,27863066624,27283617792,26817144832,26453819392,26103607296,25905825792,25693947904,25505869824,25343324160,25192726528,25122988032,235,2312,5977,7660,8124,8549,8678,8771,8828,8891,8931,8963,8981,8994,9009,9017,9022,9028,10066,7989,4324,2641,2177,1752,1623,1530,1473,1410,1370,1338,1320,1307,1292,1284,1279,1273,4301,ILLAPEL,1,32,12.02,148854.4654809715
4202,CANELA,4,2017,-71.39457547157792,-31.40171019797646,257506.25,9911,2521,2500166,837364,35224,264097,53544,181514,2487.6609,1591381.6,4061,14232109383,12070045696,8370631680,7222678016,6893374464,6735322112,6644884480,6583148032,6539125760,6506289664,6481103360,6462525440,6447561216,6437927424,6427835904,6419914752,6415796224,6413796352,6412796416,373,2312,3020,3172,3227,3248,3258,3265,3268,3272,3275,3277,3277,3278,3280,3282,3282,3282,3688,1749,1041,889,834,813,803,796,793,789,786,784,784,783,781,779,779,779,4304,CANELA,1,33,25.1,68344.42595673876
4203,LOS VILOS,4,2017,-71.30383998092584,-31.9780739294607,340405.31,20391,8010,4961486,1581531,377302,231767,221985,157336,2815.9971,1591381.6,12070,134230861197,122020339712,105614360576,94532263936,88535171072,84261347328,80850321408,78010408960,75632648192,73650429952,72023588864,70697771008,69443420160,68751712256,68012417024,67419684864,66929152000,66511888384,66323939328,161,1995,4861,6389,7091,7381,7640,7846,8042,8200,8348,8481,8535,8610,8672,8716,8746,8762,11909,10075,7209,5681,4979,4689,4430,4224,4028,3870,3722,3589,3535,3460,3398,3354,3324,3308,4303,LOS VILOS,1,34,13.81,140517.2413793103
4204,SALAMANCA,4,2017,-70.66150688165934,-31.89327813620662,430120.75,27511,7016,4729195,2587329,175777,1038165,262190,429653,3447.1284,1591381.6,9138,93914481432,84497596416,69851602944,60305543168,55119376384,51361079296,48492773376,46342365184,44669448192,43355586560,42450862080,41836363776,41330417664,41076961280,40822288384,40617521152,40439660544,40279760896,40209473536,152,1220,4488,5611,6101,6510,6809,7011,7191,7392,7497,7575,7602,7637,7658,7666,7678,7684,8986,7918,4650,3527,3037,2628,2329,2127,1947,1746,1641,1563,1536,1501,1480,1472,1460,1454,4302,SALAMANCA,1,35,12.53,149699.0612921038
4301,OVALLE,4,2017,-71.40516530781483,-30.67278536460566,416697.13,123239,47366,17456278,5720886,925244,1592210,683660,210534,7073.9185,1591381.6,40910,413696262298,352026820608,288318717952,236019220480,202421714944,185264062464,175694200832,169844850688,165795053568,163106652160,161089912832,159428689920,157841440768,156961521664,156029648896,155230191616,154537738240,153939492864,153666093056,540,4197,12041,22515,27942,30466,31552,32332,32831,33050,33224,33377,33458,33536,33595,33644,33685,33705,40370,36713,28869,18395,12968,10444,9358,8578,8079,7860,7686,7533,7452,7374,7315,7266,7225,7205,4201,OVALLE,1,36,5.74,183917.9642445213
4302,COMBARBALA,4,2017,-70.96564984676007,-31.14654683525762,300626.22,15453,3580,2619145,434607,17563,56299,63408,169344,2504.9314,1591381.6,6209,16004559305,12550736896,4796999168,2748889344,2198990848,1976378368,1861041664,1801953024,1765246976,1740454784,1726869376,1720052096,1712868992,1709414400,1706836352,1704836352,1702836352,1700836352,1699836288,283,4012,5412,5679,5752,5793,5811,5818,5824,5830,5831,5831,5832,5833,5833,5833,5833,5833,5926,2197,797,530,457,416,398,391,385,379,378,378,377,376,376,376,376,376,4205,COMBARBALA,1,37,16.21,59009.40228341168
4303,MONTE PATRIA,4,2017,-70.65046159411176,-30.83442566416119,322153.03,34072,12001,5192552,899276,91672,115577,151571,166624,7277.7793,1591381.6,10966,31864696050,27323764736,12872318976,7361676288,5968532992,5276328960,4984096768,4850515456,4766652928,4712424448,4675153920,4644124672,4617989120,4605993984,4593994240,4583608320,4573607936,4564591616,4560591360,345,5660,9189,9821,10059,10200,10235,10252,10266,10269,10273,10277,10281,10281,10282,10282,10283,10283,10621,5306,1777,1145,907,766,731,714,700,697,693,689,685,685,684,684,683,683,4203,MONTE PATRIA,1,38,21.36,83296.01990049751
4304,PUNITAQUI,4,2017,-71.3329171657907,-30.94595210374143,321785.41,10923,3282,2222433,539270,34672,118017,90750,84253,2748.2268,1591381.6,3381,12198775136,9889975296,4875979264,2657027072,2214619648,1950202368,1765161472,1628073088,1531814784,1457313792,1396989312,1352953216,1315709696,1294325120,1278964992,1266286848,1254824704,1244824704,1239824768,177,1233,2840,3033,3084,3112,3134,3154,3160,3166,3176,3178,3183,3186,3187,3188,3188,3188,3204,2148,541,348,297,269,247,227,221,215,205,203,198,195,194,193,193,193,4204,PUNITAQUI,1,39,25.16,81611.3074204947
4305,RIO HURTADO,4,2017,-70.65393813312919,-30.43032395369297,280430.66,4992,1442,1637160,329673,8296,13445,149699,97021,858.12482,1591381.6,1889,4609618689,4291196416,2021144448,1350698112,1177745152,1111193344,1080470528,1061878464,1047346304,1037155200,1030020160,1028986560,1028986560,1028986560,1028986560,1028986560,1028986560,1028986560,1028986560,119,1138,1599,1702,1729,1739,1741,1742,1745,1747,1749,1749,1749,1749,1749,1749,1749,1749,1770,751,290,187,160,150,148,147,144,142,140,140,140,140,140,140,140,140,4206,RIO HURTADO,1,40,17.19,70000
5101,VALPARAISO,5,2017,-71.72412917232712,-33.00708933594986,420085.94,295927,108964,37651663,24277960,5948446,7033087,1755015,4844,20951.631,1591381.6,107825,3204991405304,2653452238848,2486713712640,2323692912640,2170846052352,2040151670784,1930131537920,1842044731392,1767679197184,1702631571456,1644718063616,1593726074880,1541910953984,1512803401728,1482133340160,1456485302272,1434887520256,1417352183808,1409914503168,2136,2847,6304,14006,25749,36616,45719,51113,55268,58553,61896,66232,68944,71801,73960,76034,78034,78637,105689,104978,101521,93819,82076,71209,62106,56712,52557,49272,45929,41593,38881,36024,33865,31791,29791,29188,5301,VALPARAISO,1,41,7.08,173838.4446605482
5102,CASABLANCA,5,2017,-71.43484094094532,-33.31565402726739,368361.97,29826,16772,6413244,5120518,1030182,2715614,322201,35626,2660.4792,1591381.6,10972,259962738954,244099940352,229901959168,216018288640,203033804800,193368260608,186400260096,181072707584,176771088384,172996132864,169661825024,166666551296,163388768256,161344569344,158955356160,156705882112,154595639296,152608161792,151650648064,141,238,449,1591,3280,4241,4942,5273,5510,5714,5865,5970,6046,6125,6198,6265,6316,6338,10831,10734,10523,9381,7692,6731,6030,5699,5462,5258,5107,5002,4926,4847,4774,4707,4656,4634,5305,CASABLANCA,1,42,8.92,157176.1006289308
5103,CONCON,5,2017,-71.46740624601395,-32.95158477112356,600191.44,51533,34909,9885639,8434543,4221452,1101853,782907,909,1247.0986,1591381.6,31062,1425999089045,1377749565440,1343239094272,1308731768832,1274310426624,1240675385344,1208489213952,1177627525120,1149370892288,1121850884096,1094840352768,1068591611904,1038210301952,1018489274368,994713731072,972068552704,950750216192,930928132096,921449332736,124,126,128,264,803,1639,2886,3442,3747,4054,4466,4919,5279,5703,6344,7093,7799,8026,30938,30936,30934,30798,30259,29423,28176,27620,27315,27008,26596,26143,25783,25359,24718,23969,23263,23036,5309,CONCON,1,43,2.42,224940.2197802198
5105,PUCHUNCAVI,5,2017,-71.38774243719131,-32.74509662841401,304722.34,18484,8346,4577933,3072872,883966,534377,668306,9933,1561.8979,1591381.6,16844,387979393513,363748622336,344452759552,326970966016,312227135488,300246204416,289835581440,280238653440,271297888256,262963904512,255318343680,248215011328,240401399808,235521835008,229945851904,224901709824,220178169856,215828643840,213748400128,401,1002,2271,3800,4757,5359,5700,6016,6338,6653,6919,7205,7391,7666,7900,8043,8223,8265,16443,15842,14573,13044,12087,11485,11144,10828,10506,10191,9925,9639,9453,9178,8944,8801,8621,8579,5307,PUCHUNCAVI,1,44,8.449999999999999,124261.3381230355
5107,QUINTERO,5,2017,-71.4729059191567,-32.84189879293427,419483.16,28581,11899,8543948,2806876,757268,783620,450282,9343,1511.9349,1591381.6,15920,282349933431,266709155840,243295961088,220530229248,201792831488,190601068544,182599254016,176630480896,171906891776,168101773312,164924997632,162212741120,159442878464,157816946688,155980251136,154322960384,152814354432,151493279744,150869852160,134,180,1080,4508,7144,8454,9202,9732,10126,10387,10588,10788,10880,10981,11059,11141,11220,11235,15786,15740,14840,11412,8776,7466,6718,6188,5794,5533,5332,5132,5040,4939,4861,4779,4700,4685,5306,QUINTERO,1,45,5.29,145354.9480822208
5109,VINA DEL MAR,5,2017,-71.51542362745253,-33.02748367178311,623002.63,326760,123011,73813780,68405525,16208188,9605018,3340905,0,16926.168,1591381.6,197066,7540959577850,6733858078720,6487489904640,6242812559360,6004903772160,5777353342976,5568686194688,5378252210176,5200556326912,5037415727104,4889070010368,4754249875456,4605066870784,4510527258624,4398550351872,4292179394560,4191959646208,4099207069696,4055196237824,1833,2153,4196,8418,14953,26111,33176,40040,47454,54693,60204,65036,67472,70626,73506,76939,80541,81676,195233,194913,192870,188648,182113,170955,163890,157026,149612,142373,136862,132030,129594,126440,123560,120127,116525,115390,5302,VINA DEL MAR,1,46,5.18,245479.3810345359
5301,LOS ANDES,5,2017,-70.24292637964096,-32.95050714477811,500821.16,68734,33118,9011677,3850742,766503,1311189,559449,156915,4818.2534,1591381.6,24468,533408650143,467228262400,423511261184,380275556352,341127725056,307750764544,279890984960,257019871232,237687603200,222464229376,210506579968,201267544064,192664944640,188150988800,183739727872,180266139648,177457004544,175298428928,174350090240,381,447,1042,4522,6869,9983,11671,13574,15549,17013,18168,19106,19761,20301,20725,21021,21277,21347,24087,24021,23426,19946,17599,14485,12797,10894,8919,7455,6300,5362,4707,4167,3743,3447,3191,3121,5701,LOS ANDES,1,47,7.01,188154.2186263301
5302,CALLE LARGA,5,2017,-70.5440441816861,-32.95031595197307,330598.34,15021,4252,2329721,886188,143291,102927,430449,29924,2580.6079,1591381.6,4426,43784582258,41439313920,33926666240,27445702656,22840205312,19772733440,17842305024,16636425216,15745432576,14953016320,14213712896,13512832000,12723343360,12280636416,11887727616,11541806080,11213246464,10905378816,10756532224,50,317,1151,2161,2704,3162,3420,3484,3519,3538,3559,3579,3672,3718,3731,3740,3749,3753,4376,4109,3275,2265,1722,1264,1006,942,907,888,867,847,754,708,695,686,677,673,5702,CALLE LARGA,1,48,17.18,130682.4542518837
5303,RINCONADA,5,2017,-70.70584219820051,-32.87610173272647,389153,11028,3718,5345465,4150835,260857,31310,152904,17743,1161.2484,1591381.6,3455,59995447659,55307464704,50022871040,45556846592,43253813248,41619521536,40206483456,38973923328,38059065344,37239377920,36478681088,35753144320,34919407616,34390478848,33766871040,33192677376,32668235776,32181637120,31951407104,52,167,1005,1827,1979,2061,2245,2301,2344,2361,2375,2394,2411,2431,2457,2484,2495,2506,3403,3288,2450,1628,1476,1394,1210,1154,1111,1094,1080,1061,1044,1024,998,971,960,949,5704,RINCONADA,1,49,10.53,118351.5283842795
