comuna1,comuna,idregion,year,lon,lat,w_mean,w_low,w_up,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,pob_porcentaje,v_dividendo,v_arriendo
12401,NATALES,12,2017,-73.99902730489717,-50.7134924898251,470076.5,428624.8,511528.2,21855,9668,4696324,2475992,427833,431133,115888,18354,1103.6775,2086396.9,8716,189773833380,99975217152,97643823104,96112967680,94900494336,93938909184,93000482816,92465233920,91862687744,91318747136,90838179840,90412834816,5734,6289,6512,6637,6744,6824,6864,6895,6925,6954,6977,2982,2427,2204,2079,1972,1892,1852,1821,1791,1762,1739,5.05,395266.2721893491,290615.1886261262
13101,SANTIAGO,13,2017,-70.65663569572327,-33.45326376538993,681093.7,637416.1,724771.3,386471,79160,92881040,91619042,28318363,25494882,3300834,0,22917.73,2086396.9,226813,10447320867417,8088016912384,7878001295360,7671557128192,7475139444736,7295361613824,7102678433792,6985473851392,6855269023744,6743515987968,6649229082624,6568741437440,4401,6140,8558,15998,24863,33925,40723,49734,59554,66576,73069,222412,220673,218255,210815,201950,192888,186090,177079,167259,160237,153744,5.93,283183.4855287038,260289.6871422843
13102,CERRILLOS,13,2017,-70.71234049225596,-33.49953234863801,368985.8,325188.3,412783.4,87114,27115,14859777,11996120,3144250,5480792,1024839,479,7064.9453,2086396.9,23127,1083215117273,617959194624,604050817024,593641406464,586155687936,581286756352,577428455424,575535710208,573737730048,572445556736,571620655104,571048132608,14209,16072,17545,19116,20048,20739,21019,21285,21604,21715,21827,8918,7055,5582,4011,3079,2388,2108,1842,1523,1412,1300,8.109999999999999,273302.6819923372,205398.6916390358
13103,CERRO NAVIA,13,2017,-70.74411537750485,-33.42223021960806,355836.4,329173.7,382499.1,158641,51909,15319177,2327373,192457,388117,511253,0,19147.969,2086396.9,30324,253541311867,45264384000,43050655744,41901428736,41272188928,40885755904,40587702272,40457293824,40342417408,40249864192,40167165952,40097640448,27682,28426,28790,28972,29051,29114,29142,29158,29165,29171,29180,2642,1898,1534,1352,1273,1210,1182,1166,1159,1153,1144,12.07,113969.037965352,240337.000879567
13104,CONCHAL,13,2017,-70.67659284963155,-33.38339574410989,396843.4,361728,431958.9,141225,40474,15182950,7887671,1130186,3611301,891963,83,14362.582,2086396.9,34033,519096932627,220614361088,213400469504,209820975104,207762407424,206537441280,205662552064,205291569152,204961103872,204725649408,204558188544,204424216576,26052,28773,29838,30389,30684,30888,30962,31018,31063,31087,31098,7981,5260,4195,3644,3349,3145,3071,3015,2970,2946,2935,10.17,215033.6005089059,192563.0416666667
13105,EL BOSQUE,13,2017,-70.67621430117019,-33.56276917510889,428358.2,388505.4,468210.8,195106,62066,18918798,3638977,395309,692687,809230,0,28368.412,2086396.9,42676,564861792244,137036316672,125923737600,118474899456,113388576768,109803741184,106742710272,105361981440,104046821376,103071834112,102287474688,101653504000,34207,36751,38231,39181,39761,40222,40525,40724,40850,40934,40997,8469,5925,4445,3495,2915,2454,2151,1952,1826,1742,1679,14.54,192359.2387968079,167664.7315374748
13106,ESTACIN CENTRAL,13,2017,-70.70072365755634,-33.46407428306904,446761.5,407748.9,485774,146477,40399,20122412,17330426,2568152,5438101,1205642,0,9022.9834,2086396.9,48183,1271107067602,694904619008,668819521536,649733668864,635104985088,623968845824,613864964096,608742211584,603442970624,599584538624,596892712960,594795167744,24222,28263,31061,32928,34485,36011,36475,36938,37841,38278,38403,23961,19920,17122,15255,13698,12172,11708,11245,10342,9905,9780,6.16,245542.4604455925,181041.7895214334
13107,HUECHURABA,13,2017,-70.63763627369069,-33.36019497668796,371815.9,334101.6,409530.2,99019,39228,28961724,26611118,6070643,14989694,1428740,2227,6050.061,2086396.9,38019,1949374892525,1633439973376,1606299549696,1580859785216,1556302659584,1532293152768,1504104939520,1485593509888,1462859857920,1440214286336,1417772400640,1395922829312,11074,12139,12737,13068,13290,13539,13788,13843,13904,14030,14534,26945,25880,25282,24951,24729,24480,24231,24176,24115,23989,23485,6.11,237270.2331961591,168332.9955411431
13108,INDEPENDENCIA,13,2017,-70.66505682211636,-33.41440144758126,399993,364155.3,435830.7,85638,25801,10146522,7833921,1297445,2379726,715473,0,8435.3428,2086396.9,36067,945362860973,464932864000,433788649472,411142029312,394137894912,382442700800,373186723840,368688824320,364266717184,360772730880,357870567424,355431579648,11666,15565,19074,21690,24074,25742,26400,26936,27313,27535,27797,24401,20502,16993,14377,11993,10325,9667,9131,8754,8532,8270,9.85,186346.1538461538,254373.3046229458
13109,LA CISTERNA,13,2017,-70.66377189171166,-33.53006947895769,537544.5,480236.4,594852.6,93057,27030,9478934,7461572,1148008,1617609,648850,0,3377.969,2086396.9,30662,742602734214,372459634688,341506097152,317216194560,298465001472,283779858432,269598834688,261624414208,253150658560,246101131264,240258482176,235463147520,7653,11791,14897,17259,18934,20181,20870,21635,22279,22874,23318,23009,18871,15765,13403,11728,10481,9792,9027,8383,7788,7344,3.63,253494.6904654315,240086.1707317073
13110,LA FLORIDA,13,2017,-70.53984933631108,-33.5281268782,542273.1,508779.3,575766.9,389846,174930,44737719,20616024,5280852,6696014,2696297,2839,12124.211,2086396.9,128351,3409457455632,1952981843968,1823446794240,1712483598336,1617870323712,1538545680384,1461143863296,1419463753728,1376124665856,1341434757120,1313400029184,1290101981184,41793,51385,59985,68130,75229,83442,87525,92248,96009,98724,100873,86558,76966,68366,60221,53122,44909,40826,36103,32342,29627,27478,3.11,274641.4235090446,253017.446342841
13111,LA GRANJA,13,2017,-70.62248459824409,-33.5355763075552,376065.2,354828.9,397301.4,143819,46342,14066157,3109852,395289,688796,452527,0,10383.731,2086396.9,29850,382989210473,97903591424,92095987712,88064737280,85208031232,83296378880,81901731840,81296621568,80769425408,80387088384,80078684160,79840329728,24929,26061,26783,27284,27710,28020,28149,28245,28293,28328,28361,4921,3789,3067,2566,2140,1830,1701,1605,1557,1522,1489,7.22,107179.625569236,166978.7918438556
13112,LA PINTANA,13,2017,-70.63710981246082,-33.58758940960886,301733.3,284589.9,318876.7,214663,80501,22684134,3728446,458170,629973,565531,337,29752.291,2086396.9,47810,462239240472,96538476544,94792744960,93522460672,92422209536,91406245888,90269835264,89550405632,88692318208,87864893440,87047946240,86250889216,45732,46104,46240,46289,46326,46360,46377,46397,46405,46411,46424,2078,1706,1570,1521,1484,1450,1433,1413,1405,1399,1386,13.86,113050.0772342773,141753.5840850516
13113,LA REINA,13,2017,-70.53652316506907,-33.44708587379552,1217879,1017550,1418207,101641,44070,18109392,16904784,6702109,2559442,2189792,309,2378.3994,2086396.9,34601,2711116887328,2056659140608,2004864335872,1954335031296,1904920231936,1856863731712,1800520204288,1763541778432,1718375415808,1675164123136,1634003714048,1594526400512,1764,2429,2969,3588,4178,4732,5106,5771,6978,7751,8794,32837,32172,31632,31013,30423,29869,29495,28830,27623,26850,25807,2.34,480348.7647282402,391701.7022149303
13114,LAS CONDES,13,2017,-70.50068037916688,-33.42096510160065,1575594,1453379,1697809,286735,142542,137285481,134554878,50076558,48471770,6453569,0,1605.7159,2086396.9,344613,22196440693478,19115529994240,18884700667904,18655318376448,18426852540416,18200032968704,17930735583232,17752060329984,17531468251136,17313342423040,17098585669632,16888042094592,1298,1706,2404,3099,3818,5156,6023,7226,8416,10389,13121,343315,342907,342209,341514,340795,339457,338590,337387,336197,334224,331492,.5600000000000001,752217.5062602297,564195.0060221392
13115,LO BARNECHEA,13,2017,-70.36856672526905,-33.2991380281555,928592.2,782872.3,1074312,108470,57773,59269956,57897911,22642561,17752623,6834519,92579,2668.3621,2086396.9,50446,6861261191742,6044291956736,5995150442496,5946690502656,5899898322944,5853496213504,5798719651840,5762289500160,5717320794112,5672746876928,5628477046784,5584667017216,2136,2860,3456,3989,4214,4517,4652,4905,5052,5236,5491,48310,47586,46990,46457,46232,45929,45794,45541,45394,45210,44955,2.46,625071.4159760183,550996.2422634837
13116,LO ESPEJO,13,2017,-70.68973828542902,-33.52041567863834,331587.6,301588.2,361586.9,120218,36731,12224258,3203938,239604,422713,387929,0,11420.71,2086396.9,23760,280489864680,80409583616,78790025216,77950025728,77394206720,76966068224,76549496832,76319252480,76072321024,75861319680,75691180032,75540389888,21919,22489,22721,22814,22854,22896,22915,22938,22954,22974,22978,1841,1271,1039,946,906,864,845,822,806,786,782,9.5,84972.08908937129,159082.8848930306
13118,MACUL,13,2017,-70.59986459608663,-33.48926296746045,485186.6,439577.7,530795.5,124905,38189,15005885,12266621,2282759,5397250,1291583,0,6644.9458,2086396.9,47945,1283986355251,718913142784,670876041216,629989834752,595236159488,566589128704,538353139712,522290757632,505213550592,490468737024,477941301248,467850952704,11754,15411,18694,21592,24597,27007,28282,29583,30790,31952,33043,36191,32534,29251,26353,23348,20938,19663,18362,17155,15993,14902,5.32,243041.9730107026,208320.1046448492
13119,MAIP,13,2017,-70.80935191225582,-33.50675329911127,517386.1,479461.4,555310.8,559123,516250,70239013,27268865,6711800,7701985,3378645,16287,29298.045,2086396.9,162963,4056248271215,2062837743616,1893843861504,1769057419264,1680906387456,1615446147072,1558217621504,1528047730688,1497760792576,1474961473536,1457457070080,1443999514624,57747,84004,104211,118339,127926,135525,138945,143065,146173,148391,150281,105216,78959,58752,44624,35037,27438,24018,19898,16790,14572,12682,5.24,176682.7438076304,229488.7101441395
13120,UOA,13,2017,-70.59881400327036,-33.45777451181673,1148833,1070063,1227603,229434,69977,31010692,28435412,10147982,6089366,2312877,0,5529.3594,2086396.9,161155,5303133798035,3981534560256,3823923888128,3672616206336,3526862569472,3384760336384,3220272316416,3114676256768,2988521291776,2868601421824,2755450372096,2648927633408,6642,9555,12846,14713,16578,19376,22346,25007,28595,31674,35306,154513,151600,148309,146442,144577,141779,138809,136148,132560,129481,125849,2.41,444855.8259522144,364687.4268450205
13121,PEDRO AGUIRRE CERDA,13,2017,-70.67545230484612,-33.49149469256629,429134.7,369434.5,488834.9,122579,32751,10078714,3301221,482557,949753,581175,0,13508.206,2086396.9,28701,397944450775,126796800000,117950595072,112183443456,108462260224,105929809920,103904010240,103001030656,102224412672,101728493568,101397307392,101210505216,20953,22768,24071,24847,25308,25694,25885,26050,26154,26234,26290,7748,5933,4630,3854,3393,3007,2816,2651,2547,2467,2411,11.02,174773.4739403772,188478.5435630689
13122,PEALOLN,13,2017,-70.52509374438149,-33.48519517221462,634221.8,509169.9,759273.7,244800,119044,31525236,19555840,5057359,2639497,6074169,2998,11628,2086396.9,61124,2537707439696,1697763033088,1624260345856,1562390691840,1507108454400,1457079058432,1402556514304,1368882806784,1329504321536,1292368871424,1257099755520,1223488045056,18022,24917,28869,31896,34086,36478,37691,38914,40026,40735,41678,43102,36207,32255,29228,27038,24646,23433,22210,21098,20389,19446,4.75,465469.0958819914,263255.5630650872
13123,PROVIDENCIA,13,2017,-70.6119936476704,-33.431590680944,1411613,1301029,1522198,150742,69700,69400725,67834677,20843512,16685127,4269420,0,1115.4908,2086396.9,185942,9045648618330,7626326802432,7492224417792,7358674108416,7225786499072,7094003040256,6939298234368,6838137913344,6715903836160,6598448119808,6486874390528,6380843433984,1164,1389,1663,2074,2778,4648,6055,8356,11151,13904,16404,184778,184553,184279,183868,183164,181294,179887,177586,174791,172038,169538,.74,534910.8323562304,443241.3533394891
13124,PUDAHUEL,13,2017,-70.85459621190655,-33.42391396873455,393568.5,366211.9,420925.1,237938,138929,38512147,25685299,5319010,11913656,1111839,21371,18487.783,2086396.9,64964,1813536544015,1110815670272,1090165276672,1073180246016,1059586703360,1048379981824,1036505907200,1029438767104,1021481254912,1014470279168,1008138846208,1002383278080,49565,52252,54002,55180,56120,56778,57220,57671,58097,58372,58707,15399,12712,10962,9784,8844,8186,7744,7293,6867,6592,6257,7.77,134020.969856469,197851.320671467
13125,QUILICURA,13,2017,-70.73536136438352,-33.35547619287744,467283.3,425975.2,508591.5,224468,123167,36707481,30282339,7971576,16723421,1700047,2489,17553.398,2086396.9,60970,2252751189951,1642525097984,1610615619584,1585917067264,1567046500352,1552063660032,1539088318464,1532754395136,1526339731456,1521425448960,1517491847168,1514424631296,40831,44805,48114,50540,52383,54616,55307,56158,56676,57213,57572,20139,16165,12856,10430,8587,6354,5663,4812,4294,3757,3398,7.82,122521.0116016589,178106.6691134064
13126,QUINTA NORMAL,13,2017,-70.70107588706355,-33.42759922336449,417382.9,380888.6,453877.3,116217,35916,11292166,8187972,1305660,3416397,829091,0,6903.29,2086396.9,36238,740237571583,379882274816,358867599360,342832250880,330376544256,320575045632,311797284864,307339034624,303047409664,299752882176,297168437248,295117291520,18223,21099,23152,24674,25885,27086,27728,28311,28739,29037,29280,18015,15139,13086,11564,10353,9152,8510,7927,7499,7201,6958,5.94,187350.6430635838,225802.2228693457
13127,RECOLETA,13,2017,-70.63930739878909,-33.40528226108013,500756,425577.3,575934.6,170326,47543,22364359,18945602,2350779,10725595,989497,27,23607.184,2086396.9,51123,1400692555665,732129525760,690882936832,658912182272,634076200960,614829260800,597829943296,589090324480,580712988672,574037360640,568802410496,564789116928,15333,20192,24168,27379,29959,32077,33439,34588,35199,36025,36452,35790,30931,26955,23744,21164,19046,17684,16535,15924,15098,14671,13.86,201904.9038916362,204622.5359443107
13129,SAN JOAQUN,13,2017,-70.62841494900847,-33.49601139450706,382138.1,355286.6,408989.6,104837,28899,12838565,9513762,1325263,3604590,1405788,0,6919.2422,2086396.9,28941,707170777585,400681172992,377176129536,359486947328,345989742592,336157310976,327480868864,323245735936,319173033984,316159918080,313911574528,312312233984,12072,15311,17608,19612,21122,22283,23105,23611,24073,24432,24676,16869,13630,11333,9329,7819,6658,5836,5330,4868,4509,4265,6.6,208024.1602144133,150832.5439711923
13130,SAN MIGUEL,13,2017,-70.65145933351478,-33.49902828151096,646419.2,567785.2,725053.2,115158,27720,14161979,12902094,3460050,2429036,1176119,0,3984.4668,2086396.9,67851,1944130253712,1356759826432,1287556038656,1220658069504,1157339414528,1097031024640,1029991890944,988538601472,941215973376,898132082688,860118581248,827075198976,3480,4318,5906,7644,9229,11760,13657,15896,18238,20725,23268,64371,63533,61945,60207,58622,56091,54194,51955,49613,47126,44583,3.46,363746.1340206186,264479.8333989317
13131,SAN RAMN,13,2017,-70.6423544333949,-33.54052654596853,355126.4,319380,390872.7,99940,32317,10500868,2457168,148886,224273,701514,0,9404.3535,2086396.9,20163,215186464307,38900502528,36107509760,34621505536,33726957568,33114515456,32643856384,32417226752,32190396416,32021905408,31890092032,31796275200,17355,18305,18723,18919,19037,19126,19152,19185,19206,19227,19243,2808,1858,1440,1244,1126,1037,1011,978,957,936,920,9.41,176635.129576306,153446.8973747017
13132,VITACURA,13,2017,-70.57259618466753,-33.37914552045331,1924128,1681946,2166310,88739,39281,49412739,48177653,20032862,7218592,6866839,811,26.6217,2086396.9,89065,7218283324015,6277757403136,6215987363840,6154225713152,6092469829632,6030739636224,5956869029888,5907354746880,5845715779584,5784186388480,5722752417792,5661493035008,216,219,223,227,245,257,273,305,362,416,524,88849,88846,88842,88838,88820,88808,88792,88760,88703,88649,88541,.03,987474.0179287224,776001.7987226706
13201,PUENTE ALTO,13,2017,-70.55796294286309,-33.59094543347777,411285,390361.4,432208.5,625553,395324,68136054,15308377,3716397,3542890,4148082,6739,50169.352,2086396.9,175060,2775375215539,1091200745472,1019900002304,964911693824,921976242176,888594563072,857569820672,841138110464,823561682944,808730165248,796309782528,785745772544,131359,139640,147271,152220,156264,160078,161803,162963,164583,165552,166378,43701,35420,27789,22840,18796,14982,13257,12097,10477,9508,8682,8.02,170842.8014951922,178638.6999295355
13202,PIRQUE,13,2017,-70.5066097227695,-33.71860117558118,729442.2,533890.8,924993.6,22805,10956,4921550,4238067,731476,1231473,1219434,9963,827.82147,2086396.9,5745,212739261562,157186801664,152168726528,147387219968,142863384576,138639179776,133821480960,130701787136,126919483392,123255193600,119713710080,116297654272,1762,1880,1986,2167,2267,2365,2411,2468,2528,2590,2657,3983,3865,3759,3578,3478,3380,3334,3277,3217,3155,3088,3.63,672237.793851718,309452.2378089512
13203,SAN JOS DE MAIPO,13,2017,-70.09673308117021,-33.70434864336777,447648.8,391424.2,503873.4,15147,6213,3826795,2426655,319114,915511,272664,241990,860.34961,2086396.9,5216,137476697649,83481550848,80194691072,77252116480,74606485504,72210726912,69688664064,68202401792,66536497152,65054044160,63727874048,62549622784,2163,2354,2505,2648,2766,2938,3027,3121,3197,3285,3342,3053,2862,2711,2568,2450,2278,2189,2095,2019,1931,1874,5.68,153776.4378478664,228981.6513761468
13301,COLINA,13,2017,-70.61569259184975,-33.13455158775986,805973.9,520327.3,1091621,128760,52796,26662701,23330185,9667816,4820219,2127100,108614,16172.256,2086396.9,41702,2780523568998,2280655683584,2250522755072,2221404848128,2192772694016,2164684619776,2132105232384,2110736695296,2084567777280,2058709893120,2033098817536,2007861821440,20822,21499,21846,22012,22415,22866,23095,23244,23383,23584,23681,20880,20203,19856,19690,19287,18836,18607,18458,18319,18118,18021,12.56,446218.927484787,187036.9113602923
13302,LAMPA,13,2017,-70.875122972355,-33.27797587535063,555960.6,489186.7,622734.5,97124,35464,14936551,12356798,2774411,7007943,789454,32526,9527.8643,2086396.9,25123,799140108552,584571027456,566630481920,551902511104,540401106944,530758729728,521297199104,516075257856,510820024320,506677919744,503255465984,500543750144,12351,13765,15506,16610,17550,18356,18986,19667,20000,20404,20630,12772,11358,9617,8513,7573,6767,6137,5456,5123,4719,4493,9.81,276014.9227301996,242508.4596494199
13303,TILTIL,13,2017,-70.87598103577371,-33.06253545065569,414278.9,351988.2,476569.6,17940,6398,3044531,1797703,231902,716478,245613,73392,1415.4659,2086396.9,3997,67228205125,39967592448,37851566080,35922972672,34237528064,32866279424,31720775680,31184457728,30732222464,30421268480,30169321472,29993046016,2415,2488,2601,2714,2912,3132,3237,3317,3373,3395,3438,1582,1509,1396,1283,1085,865,760,680,624,602,559,7.89,142187.5,138659.8329536826
13401,SAN BERNARDO,13,2017,-70.72387925749427,-33.62895629659704,405546.3,379536.3,431556.3,303520,140013,37612072,22033239,4710620,8629464,1343036,10465,27893.488,2086396.9,85071,2132135261564,1269952282624,1224654192640,1188608475136,1160743485440,1138557583360,1116544434176,1104281862144,1091261497344,1080328585216,1071238348800,1063500382208,55533,60216,64707,68176,70456,72308,73482,74536,75633,76352,76992,29538,24855,20364,16895,14615,12763,11589,10535,9438,8719,8079,9.19,153331.2528500438,185486.6451172527
13402,BUIN,13,2017,-70.73907271533473,-33.74753487819853,394934.3,342516.6,447352.1,86079,33446,9789700,7436918,1514668,2047530,763732,19333,8840.3135,2086396.9,24908,639476857832,379586019328,359423410176,341160787968,324939284480,310620520448,295290535936,286039015424,275379945472,265644818432,257131757568,250023755776,11904,13339,14209,15310,16123,16833,17329,17777,18283,18962,19614,13004,11569,10699,9598,8785,8075,7579,7131,6625,5946,5294,10.27,102489.8526549903,174442.5045631299
13403,CALERA DE TANGO,13,2017,-70.78996512285153,-33.62310755959992,425428.5,352303.2,498553.9,25528,14032,4556616,3695870,856109,444457,755449,2215,704.57281,2086396.9,5414,237343593155,184971968512,180489158656,176397533184,172555911168,168939208704,164834377728,162190245888,158998151168,155895529472,152862146560,149892055040,1929,2165,2295,2418,2517,2611,2653,2698,2739,2774,2803,3485,3249,3119,2996,2897,2803,2761,2716,2675,2640,2611,2.76,307669.0530426293,113192.474674385
13404,PAINE,13,2017,-70.75821655092138,-33.8633678355244,523630.8,432205.8,615055.9,69351,31321,7767572,4718147,1222960,1751884,792315,30015,5603.561,2086396.9,18518,340585518570,207762882560,201472966656,196071047168,191384698880,187410513920,183313973248,180845412352,178010308608,175384739840,172967477248,170720657408,10897,11369,11749,12121,12421,12678,12787,12911,13012,13114,13179,7621,7149,6769,6397,6097,5840,5731,5607,5506,5404,5339,8.08,234876.2280134126,183697.8286132061
13501,MELIPILLA,13,2017,-71.19509434758916,-33.74393093551624,344506.3,304731.7,384281,119580,47412,13305783,5047220,1137118,1032844,772719,55942,16753.158,2086396.9,33428,407691574333,159161581568,150199828480,143119925248,137351077888,132626505728,128005963776,125368270848,122678853632,120464318464,118519414784,116788584448,24738,25718,26615,27131,27638,28021,28274,28586,28752,28871,28965,8690,7710,6813,6297,5790,5407,5154,4842,4676,4557,4463,14.01,183801.3292617208,148764.7681184976
13503,CURACAV,13,2017,-71.07993520921598,-33.36644643550486,357718.3,261240.7,454196,30319,12819,4603268,2343634,469045,527583,274199,16059,2085.9473,2086396.9,8693,130219727165,74145193984,71195688960,68534980608,66078842880,63797346304,61266808832,59686985728,57822580736,56080838656,54464425984,52988575744,5599,5770,5879,5976,6061,6143,6200,6259,6317,6388,6452,3094,2923,2814,2717,2632,2550,2493,2434,2376,2305,2241,6.88,201671.009771987,152012.5614418351
13504,MARA PINTO,13,2017,-71.21021529508383,-33.49778455362978,281947.9,250882.6,313013.2,13238,4599,2641963,1386820,178204,369338,501102,8252,1400.5804,2086396.9,2762,17772179932,6839752192,6666856960,6521626112,6404521984,6304722944,6209110016,6154175488,6096606720,6052585984,6011012608,5972581376,2155,2172,2185,2198,2209,2215,2220,2226,2231,2232,2236,607,590,577,564,553,547,542,536,531,530,526,10.58,113861.0133333333,90008.23723228995
13505,SAN PEDRO,13,2017,-71.45251508055804,-33.93133352486753,308365.1,252996.8,363733.4,9907,3144,1959568,534293,91597,132890,112630,17499,1143.2678,2086396.9,1055,5668945135,1955628032,1942564480,1931769856,1924167040,1918167040,1912934400,1911328768,1909328768,1907397120,1907397120,1907397120,766,768,769,771,771,773,773,773,774,774,774,289,287,286,284,284,282,282,282,281,281,281,11.54,,95882.35294117648
13601,TALAGANTE,13,2017,-70.89446358302064,-33.68158383251235,511388,428335.8,594440.2,72006,39521,8058643,3438175,1015981,791349,568045,7634,8604.7168,2086396.9,20326,405821303088,219008057344,211665371136,205560053760,200109965312,195337240576,190413766656,187422343168,183944134656,180663353344,177554194432,174595309568,13735,14431,14920,15227,15573,15861,15981,16098,16185,16275,16327,6591,5895,5406,5099,4753,4465,4345,4228,4141,4051,3999,11.95,213266.131240303,216680.6163210957
13602,EL MONTE,13,2017,-71.03301808635791,-33.6673450349108,362835.6,294273.2,431398.1,37061,14011,4441451,2082547,267710,543364,223315,5510,2257.0149,2086396.9,9257,105706530351,41295548416,39150108672,37391183872,35876614144,34533031936,33146159104,32333770752,31430154240,30625116160,29903849472,29267136512,7449,7638,7803,7905,7990,8079,8131,8191,8229,8278,8312,1808,1619,1454,1352,1267,1178,1126,1066,1028,979,945,6.09,421140.9395973154,105743.851229754
13603,ISLA DE MAIPO,13,2017,-70.94615441629875,-33.7483628855684,298381.6,273050.2,323713.1,36747,13426,4496520,1993380,549136,429836,279840,7023,3792.2903,2086396.9,8990,163678141820,91839463424,88022532096,84706590720,81734000640,79068610560,76199419904,74449125376,72484298752,70652903424,68987289600,67454681088,5450,5741,5930,6109,6229,6366,6469,6548,6636,6697,6769,3540,3249,3060,2881,2761,2624,2521,2442,2354,2293,2221,10.32,163408.8848594742,125746.1227681481
13604,PADRE HURTADO,13,2017,-70.87096532603159,-33.55728050094275,450771,317618.8,583923.3,58675,19734,6954499,3596221,683927,865611,573541,4567,6025.9224,2086396.9,16038,316859818458,174584578048,167923744768,162651193344,158417960960,155224965120,152427823104,150675881984,148563984384,146517377024,144515629056,142550695936,11480,12166,12887,13350,13937,14104,14141,14174,14201,14223,14243,4558,3872,3151,2688,2101,1934,1897,1864,1837,1815,1795,10.27,125231.5112540193,136159.1072714183
13605,PEAFLOR,13,2017,-70.89363776119369,-33.61087566459327,431793.1,387252.7,476333.6,93397,36393,9399780,3530896,846154,695039,671526,3764,7397.0425,2086396.9,25799,437683243788,212365344768,198450790400,187223474176,178622513152,171923226624,165452201984,161898774528,158147887104,154811006976,151912742912,149309685760,16607,17654,19315,20338,21082,21668,22105,22327,22537,22722,22834,9192,8145,6484,5461,4717,4131,3694,3472,3262,3077,2965,7.92,158704.3555205978,149407.2186099506
14101,VALDIVIA,14,2017,-73.17053448846507,-39.818866725427,549118.4,491309.9,606926.8,171527,71029,24447856,12122769,3080161,2363118,1350009,7135,17032.631,2086396.9,50737,1565288112006,885729656832,850071060480,819371442176,792804065280,769916141568,746719150080,733393059840,718586642432,705483505664,693547368448,682784522240,23218,26558,28571,30652,32218,34129,35011,35985,36649,37210,37814,27519,24179,22166,20085,18519,16608,15726,14752,14088,13527,12923,9.93,213642.5956318646,219328.1110129044
14102,CORRAL,14,2017,-73.37174182505876,-39.98873006405412,325625.6,286991.3,364259.9,5769,1440,1856441,197725,30973,83819,18319,143,1371.8682,2086396.9,1876,11854409102,2647041280,2566458368,2510897920,2470870528,2436142592,2402872320,2385287680,2365287680,2347562496,2335023104,2326761216,1529,1548,1557,1564,1566,1570,1572,1572,1574,1577,1579,347,328,319,312,310,306,304,304,302,299,297,23.78,198000,82252.96442687747
14103,LANCO,14,2017,-72.62134635598292,-39.51202749230826,328101.3,285349.9,370852.6,17936,6017,2788271,563785,123168,47585,104029,4701,4116.312,2086396.9,4468,38068870545,10645670912,10359120896,10139368448,9966311424,9830887424,9702191104,9631963136,9553911808,9484625920,9424878592,9371875328,3769,3812,3839,3858,3876,3886,3893,3898,3902,3908,3909,699,656,629,610,592,582,575,570,566,560,559,22.95,20000,122725.6097560976
14104,LOS LAGOS,14,2017,-72.55496523141899,-39.87827804744231,318937.4,275209.9,362664.9,22864,8053,3257614,1104109,352863,304430,108785,4980,4426.4702,2086396.9,4815,53585241349,24502319104,23838887936,23315892224,22886688768,22540173312,22217242624,22046345216,21855823872,21694941184,21551968256,21419317248,3174,3247,3314,3350,3393,3433,3445,3458,3472,3477,3482,1641,1568,1501,1465,1422,1382,1370,1357,1343,1338,1333,19.36,,103895.3653682115
14105,MFIL,14,2017,-72.8635878407914,-39.69185592296801,372189.4,316455.3,427923.6,7458,2493,1620014,341355,146051,22269,71965,8143,1867.4832,2086396.9,1564,16673147688,5722356224,5476140544,5259319296,5070344192,4907986432,4731859456,4626032640,4506293248,4396766208,4294372096,4196641024,1218,1237,1251,1267,1275,1285,1290,1296,1299,1303,1306,346,327,313,297,289,279,274,268,265,261,258,25.04,28000,65449.10179640719
14106,MARIQUINA,14,2017,-73.01691678861899,-39.5103882044391,370603.8,332030.3,409177.3,22654,6068,3062174,913390,326145,145893,117663,22228,4329.1792,2086396.9,5341,60956981546,30898112512,30623578112,30425985024,30274967552,30174574592,30098483200,30057746432,30015717376,29980833792,29951911936,29924542464,4414,4469,4488,4516,4539,4551,4555,4560,4562,4564,4565,927,872,853,825,802,790,786,781,779,777,776,19.11,150614.3497757848,134324.3243243243
14107,PAILLACO,14,2017,-72.84312734850168,-40.07417245569977,335907.8,289825.1,381990.6,21029,6295,3098138,836123,269553,203294,111303,4530,5002.7993,2086396.9,4352,41364928414,11579044864,11186507776,10906813440,10696379392,10533176320,10385044480,10314494976,10244575232,10190166016,10146605056,10106605568,3561,3625,3672,3699,3718,3739,3751,3760,3767,3771,3771,791,727,680,653,634,613,601,592,585,581,581,23.79,,112596.5222516947
