comuna1,d1101,d1107,d1401,d1402,d1404,d1405,d2101,d2103,d2104,d2201,d2203,d2301,d2302,d3101,d3102,d3103,d3201,d3202,d3301,d3302,d3304,d4101,d4102,d4103,d4104,d4106,d4201,d4202,d4203,d4204,d4301,d4302,d4303,d4304,d4305,d5101,d5102,d5103,d5105,d5107,d5109,d5301,d5302,d5303,d5304,d5401,d5402,d5403,d5404,d5501,d5502,d5503,d5504,d5506,d5601,d5602,d5603,d5604,d5605,d5606,d5701,d5702,d5703,d5704,d5705,d5706,d5801,d5802,d5803,d5804,d6101,d6102,d6103,d6104,d6105,d6106,d6107,d6108,d6109,d6110,d6111,d6112,d6113,d6114,d6115,d6116,d6117,d6201,d6202,d6203,d6204,d6205,d6206,d6301,d6302,d6303,d6304,d6305,d6306,d6307,d6308,d6309,d6310,d7101,d7102,d7103,d7104,d7105,d7107,d7108,d7109,d7110,d7201,d7202,d7203,d7301,d7302,d7303,d7304,d7305,d7306,d7307,d7308,d7309,d7401,d7402,d7403,d7404,d7405,d7406,d7407,d7408,d8101,d8102,d8103,d8104,d8105,d8106,d8107,d8108,d8109,d8110,d8111,d8201,d8202,d8203,d8204,d8205,d8206,d8207,d8301,d8302,d8303,d8304,d8305,d8306,d8307,d8308,d8309,d8310,d8311,d8312,d8313,d8401,d8402,d8403,d8404,d8405,d8406,d8407,d8408,d8409,d8410,d8411,d8412,d8413,d8414,d8415,d8416,d8417,d8419,d8420,d8421,d9101,d9102,d9103,d9104,d9105,d9106,d9107,d9108,d9109,d9110,d9111,d9112,d9113,d9114,d9115,d9116,d9117,d9118,d9119,d9120,d9121,d9201,d9202,d9203,d9204,d9205,d9206,d9207,d9208,d9209,d9210,d9211,d10101,d10102,d10104,d10105,d10106,d10107,d10108,d10109,d10201,d10202,d10203,d10204,d10205,d10207,d10208,d10209,d10210,d10301,d10302,d10303,d10304,d10305,d10306,d10307,d11101,d11201,d11202,d11301,d11401,d11402,d12101,d12301,d12401,d13101,d13102,d13103,d13104,d13105,d13106,d13107,d13108,d13109,d13110,d13111,d13112,d13113,d13114,d13115,d13116,d13118,d13119,d13120,d13121,d13122,d13123,d13124,d13125,d13126,d13127,d13129,d13130,d13131,d13132,d13201,d13202,d13203,d13301,d13302,d13303,d13401,d13402,d13403,d13404,d13501,d13503,d13504,d13505,d13601,d13602,d13603,d13604,d13605,d14101,d14102,d14103,d14104,d14105,d14106,d14107,d14108,d14201,d14202,d14203,d14204,d15101,d15102,d15201
1101,0,6.0598259,48.778637,186.74026,70.246765,110.55547,415.08438,425.55853,722.67584,376.25287,477.2713,229.44536,296.31854,987.20007,911.58154,1001.8735,813.69354,860.00134,1125.8563,1161.8792,1167.3807,1313.8859,1323.5848,1371.099,1257.7101,1374.286,1587.9017,1520.4969,1561.3948,1618.0846,1401.3494,1490.6238,1434.1337,1430.6155,1406.3618,1736.1069,1752.7521,1718.5283,1677.3268,2179.4871,1727.2659,1739.3506,1742.3234,2678.2917,1740.3887,1637.8901,1657.6842,1644.7269,1689.9357,1685.281,1671.4747,1676.8071,1678.147,1666.2285,1801.9845,1780.9326,1794.3073,1783.0748,1791.7651,1804.084,1724.9822,1702.5551,1695.7158,1711.7029,1738.5883,1733.6221,1721.4554,1705.236,1712.3169,1717.6304,1977.9136,1850.4664,1889.9774,1899.4835,1886.2981,1853.6515,1892.2214,1869.8165,1903.3885,1841.1517,1873.2904,1929.0238,1902.6947,1695.5315,1880.2836,2108.5281,1919.0089,1932.6628,1891.7062,1873.2406,1920.2778,1863.312,1987.699,1918.4974,1955.6248,1932.1599,1968.1742,1942.9396,1931.0469,1935.493,1934.7186,1950.7266,1935.3087,2035.7697,2137.9585,2076.4539,2134.9187,2049.2292,2049.7209,2014.6129,2052.4038,2016.358,2131.7041,2175.2495,2178.4075,1971.4921,2036.9045,2055.4888,1989.0359,2326.8452,1972.7748,1991.5792,1958.8302,2005.2936,2085.5159,2086.5862,2096.4312,2122.7339,1734.4666,2054.0359,2063.7776,2079.1785,2278.6633,2307.3518,2289.5801,2247.3235,2303.1873,2315.488,2271.394,2285.0466,2329.7273,2284.281,2250.0427,2420.4363,2349.1025,2413.4309,2415.4526,2372.6448,2394.687,2480.531,2291.4456,2318.6755,2243.0139,2290.3833,2325.6143,2322.4277,2319.658,2331.2229,2296.5261,2292.188,2327.7041,2265.324,2260.2703,2182.1877,2205.8459,2212.9143,2211.8516,2211.2097,2185.2217,2223.3088,2207.8821,2135.6494,2227.4976,2207.2419,2213.7307,2223.7236,2375.561,2229.5071,2157.2925,2198.3496,2186.2544,2202.4285,2248.4277,2468.8638,2512.6206,2516.2385,2600.5281,2484.446,2445.9392,2502.2771,2430.5012,2537.7373,2548.344,2490.3403,2463.2161,2416.8572,2488.1829,2564.8979,2543.062,2528.991,2554.5029,2472.7292,2538.9055,2470.9067,2348.0916,2358.8718,2451.178,2372.0601,2516.3989,2373.5193,2396.6135,2399.0088,1895.5555,2408.1528,2394.5969,2811.3601,2858.5327,2798.8701,2768.5896,2843.135,2785.7644,2877.7397,2794.6887,2977.2236,2900.9363,2999.531,2974.4685,2964.5801,3042.3748,3064.571,2957.1731,1901.5044,2710.7852,2756.0728,2745.0007,2752.0398,2916.3186,2743.604,2684.4258,3487.3975,3458.5859,3342.7881,3818.7896,3641.7009,3602.9741,3635.2268,3594.1985,3323.4771,1780.9889,1394.8574,1386.4464,1381.8296,1401.7004,1390.876,1379.0914,1385.214,1398.0237,1397.3302,1398.4628,1404.2854,1388.3364,1385.3226,1371.4552,1397.0679,1393.2417,1396.1399,1389.7482,1393.8005,1392.5217,1386.8982,1387.2163,1379.01,1386.8369,1384.0941,1394.1024,1394.532,1399.092,1380.9353,1808.4741,1813.6753,1830.9487,1770.2053,1767.9943,1740.5126,1798.3759,1814.2344,1805.6809,1822.3326,1810.4575,1783.0557,1806.2815,1838.3176,1821.3804,1828.1572,1824.1056,1802.571,1813.5475,2626.5081,2646.7354,2563.0615,2618.4297,2589.9126,2580.5371,2647.825,2609.5627,2680.6145,2677.6494,2723.5742,2738.1338,302.1528,208.44514,442.90503
1107,6.0598259,0,45.72945,183.69107,67.197571,107.50628,421.1442,422.50934,728.73566,373.20367,474.22211,235.50517,313.30838,993.25989,917.64136,1007.9334,819.75342,866.06122,1131.9161,1167.939,1173.4406,1319.9457,1329.6447,1377.1588,1263.7699,1380.3459,1593.9615,1526.5568,1567.4546,1624.1444,1407.4092,1496.6836,1440.1935,1436.6753,1412.4216,1742.1667,1758.8119,1724.5883,1683.3866,2185.5469,1733.3257,1745.4104,1748.3832,2684.3516,1746.4486,1643.95,1663.744,1650.7867,1695.9955,1691.3408,1677.5345,1682.8669,1684.2068,1672.2883,1808.0443,1786.9924,1800.3671,1789.1348,1797.8251,1810.1438,1731.042,1708.6149,1701.7756,1717.7627,1744.6481,1739.6819,1727.5153,1711.2958,1718.3767,1723.6902,1983.9734,1856.5264,1896.0372,1905.5433,1892.3579,1859.7113,1898.2813,1875.8763,1909.4485,1847.2115,1879.3503,1935.0836,1908.7545,1701.5913,1886.3434,2114.5879,1925.0687,1938.7227,1897.766,1879.3004,1926.3376,1869.3718,1993.7588,1924.5573,1961.6846,1938.2197,1974.234,1948.9994,1937.1067,1941.5529,1940.7784,1956.7864,1941.3685,2041.8295,2144.0183,2082.5137,2140.9785,2055.2891,2055.7808,2020.6727,2058.4636,2022.4178,2137.7639,2181.3093,2184.4673,1977.5519,2042.9645,2061.5486,1995.0957,2332.905,1978.8346,1997.639,1964.89,2011.3534,2091.5757,2092.646,2102.491,2128.7937,1740.5264,2060.0957,2069.8374,2085.2383,2284.7231,2313.4116,2295.6399,2253.3833,2309.2471,2321.5479,2277.4539,2291.1064,2335.7871,2290.3408,2256.1025,2426.4961,2355.1624,2419.4907,2421.5125,2378.7046,2400.7468,2486.5908,2297.5054,2324.7354,2249.0737,2296.4431,2331.6741,2328.4875,2325.7178,2337.2827,2302.5859,2298.2478,2333.7639,2271.3838,2266.3301,2188.2476,2211.9058,2218.9741,2217.9114,2217.2695,2191.2815,2229.3687,2213.9419,2141.7092,2233.5574,2213.3018,2219.7905,2229.7834,2381.6208,2235.5669,2163.3525,2204.4094,2192.3142,2208.4883,2254.4878,2474.9236,2518.6804,2522.2983,2606.5879,2490.5059,2451.999,2508.3369,2436.561,2543.7971,2554.4038,2496.4001,2469.2759,2422.917,2494.2427,2570.9578,2549.1218,2535.051,2560.5627,2478.7891,2544.9653,2476.9666,2354.1514,2364.9319,2457.2378,2378.1199,2522.4587,2379.5791,2402.6733,2405.0686,1901.6154,2414.2126,2400.6567,2817.4199,2864.5925,2804.9299,2774.6494,2849.1948,2791.8242,2883.7996,2800.7485,2983.2834,2906.9961,3005.5908,2980.5283,2970.6399,3048.4346,3070.6309,2963.2329,1907.5642,2716.845,2762.1326,2751.0605,2758.0996,2922.3784,2749.6638,2690.4856,3493.4573,3464.6458,3348.8479,3824.8494,3647.761,3609.0339,3716.772,3675.6089,3404.9529,1787.0487,1476.4049,1467.9939,1463.3768,1483.2474,1472.4235,1460.6378,1466.761,1479.5706,1478.8717,1480.0083,1485.8314,1469.8779,1466.8616,1452.9813,1478.6152,1474.7865,1477.6863,1471.293,1475.3477,1474.0624,1468.4436,1468.7609,1460.5576,1468.3845,1465.6405,1475.6483,1476.0786,1480.6383,1462.479,1814.5339,1819.7351,1837.0085,1776.2651,1774.0541,1746.5724,1804.4357,1820.2942,1811.7407,1828.3925,1816.5175,1789.1155,1812.3413,1844.3774,1827.4402,1834.2172,1830.1654,1808.6309,1819.6073,2632.5679,2652.7954,2569.1213,2624.4895,2595.9724,2586.5969,2653.8848,2615.6226,2686.6743,2683.7092,2729.634,2744.1936,299.10361,205.39597,439.85583
1401,48.778637,45.72945,0,147.84888,31.355379,61.776833,446.46655,376.77988,737.47052,327.47421,428.49268,278.224,267.57892,1001.9947,926.37616,1016.6682,828.48822,874.79602,1140.651,1176.6738,1182.1754,1328.6805,1338.3795,1385.8937,1272.5048,1389.0807,1602.6964,1535.2916,1576.1895,1632.8793,1416.144,1505.4185,1448.9283,1445.4102,1421.1565,1750.9016,1767.5468,1733.323,1692.1215,2194.2817,1742.0604,1754.1453,1757.118,2693.0864,1755.1833,1652.6848,1672.4788,1659.5216,1704.7303,1700.0757,1686.2694,1691.6017,1692.9417,1681.0232,1816.7791,1795.7273,1809.1019,1797.8695,1806.5598,1818.8787,1739.7769,1717.3497,1710.5105,1726.4976,1753.3829,1748.4167,1736.2501,1720.0305,1727.1116,1732.425,1992.7083,1865.2611,1904.7721,1914.2781,1901.0928,1868.446,1907.0161,1884.6112,1918.1832,1855.9464,1888.0851,1943.8185,1917.4894,1710.3262,1895.0781,2123.3225,1933.8036,1947.4575,1906.5009,1888.0353,1935.0724,1878.1067,2002.4937,1933.2921,1970.4193,1946.9546,1982.9689,1957.7343,1945.8416,1950.2877,1949.5132,1965.5211,1950.1034,2050.5642,2152.7532,2091.2485,2149.7134,2064.0239,2064.5156,2029.4075,2067.1985,2031.1526,2146.4985,2190.0442,2193.2021,1986.2867,2051.6992,2070.2834,2003.8306,2341.6399,1987.5695,2006.3739,1973.6248,2020.0883,2100.3105,2101.3806,2111.2258,2137.5286,1749.2612,2068.8306,2078.572,2093.9731,2293.458,2322.1465,2304.3748,2262.1182,2317.9819,2330.2827,2286.1887,2299.8413,2344.522,2299.0757,2264.8374,2435.231,2363.8972,2428.2256,2430.2473,2387.4395,2409.4817,2495.3257,2306.2402,2333.4702,2257.8086,2305.178,2340.4089,2337.2224,2334.4526,2346.0176,2311.3208,2306.9827,2342.4988,2280.1184,2275.0649,2196.9822,2220.6406,2227.709,2226.6462,2226.0044,2200.0164,2238.1035,2222.6768,2150.4441,2242.2922,2222.0366,2228.5254,2238.5183,2390.3555,2244.3018,2172.0872,2213.1443,2201.0491,2217.2231,2263.2224,2483.6584,2527.4153,2531.0332,2615.3228,2499.2407,2460.7339,2517.0718,2445.2959,2552.532,2563.1387,2505.135,2478.0107,2431.6519,2502.9775,2579.6926,2557.8567,2543.7856,2569.2976,2487.5239,2553.7002,2485.7014,2362.8862,2373.6665,2465.9724,2386.8547,2531.1934,2388.314,2411.4082,2413.8035,1910.3502,2422.9475,2409.3916,2826.1548,2873.3271,2813.6646,2783.3843,2857.9297,2800.5591,2892.5344,2809.4834,2992.0183,2915.731,3014.3257,2989.2632,2979.3748,3057.1692,3079.3657,2971.9678,1916.2991,2725.5798,2770.8674,2759.7954,2766.8345,2931.1133,2758.3987,2699.2205,3502.1921,3473.3804,3357.5825,3833.5842,3656.4956,3617.7688,3654.603,3610.7397,3345.6392,1795.7834,1415.302,1407.0317,1402.1776,1421.9941,1411.2887,1399.3018,1405.5101,1418.2814,1417.1342,1418.5679,1424.4296,1408.1484,1405.0082,1390.6735,1417.4235,1413.2764,1416.9366,1409.7875,1414.1123,1412.2821,1406.9933,1408.2072,1399.5845,1407.2621,1404.2976,1414.2402,1414.7535,1419.2686,1400.8986,1823.2688,1828.47,1845.7434,1785,1782.7889,1755.3071,1813.1704,1829.0289,1820.4755,1837.1273,1825.2522,1797.8503,1821.0762,1853.1122,1836.175,1842.9519,1838.9003,1817.3657,1828.3422,2641.3025,2661.53,2577.8562,2633.2244,2604.7073,2595.3318,2662.6196,2624.3574,2695.4092,2692.4441,2738.3689,2752.9285,263.26141,169.55377,404.01364
1402,186.74026,183.69107,147.84888,0,116.4935,209.6257,594.31543,524.62878,885.3194,475.32309,576.34155,416.18561,415.4278,1149.8436,1074.2251,1164.5171,976.3371,1022.6449,1288.4999,1324.5227,1330.0243,1476.5294,1486.2284,1533.7426,1420.3536,1536.9296,1750.5453,1683.1405,1724.0383,1780.7281,1563.9929,1653.2673,1596.7772,1593.259,1569.0054,1898.7505,1915.3956,1881.1719,1839.9703,2342.1306,1889.9093,1901.9941,1904.9669,2840.9353,1903.0322,1800.5337,1820.3276,1807.3705,1852.5792,1847.9246,1834.1183,1839.4506,1840.7905,1828.8721,1964.6279,1943.5762,1956.9508,1945.7184,1954.4087,1966.7275,1887.6257,1865.1986,1858.3594,1874.3464,1901.2318,1896.2656,1884.099,1867.8794,1874.9604,1880.2739,2140.5571,2013.11,2052.6208,2062.127,2048.9417,2016.2949,2054.865,2032.4601,2066.0322,2003.7953,2035.934,2091.6675,2065.3381,1858.175,2042.927,2271.1714,2081.6523,2095.3064,2054.3496,2035.8842,2082.9214,2025.9556,2150.3425,2081.1409,2118.2683,2094.8035,2130.8179,2105.5833,2093.6904,2098.1365,2097.3621,2113.3701,2097.9521,2198.4131,2300.6021,2239.0974,2297.5623,2211.8728,2212.3645,2177.2563,2215.0474,2179.0015,2294.3474,2337.8931,2341.051,2134.1357,2199.5481,2218.1323,2151.6794,2489.4888,2135.4185,2154.2229,2121.4736,2167.9373,2248.1594,2249.2295,2259.0747,2285.3774,1897.1101,2216.6794,2226.4209,2241.822,2441.3069,2469.9954,2452.2236,2409.967,2465.8308,2478.1316,2434.0376,2447.6902,2492.3708,2446.9246,2412.6863,2583.0798,2511.7461,2576.0745,2578.0962,2535.2883,2557.3306,2643.1746,2454.0891,2481.3191,2405.6575,2453.0269,2488.2578,2485.0713,2482.3015,2493.8665,2459.1697,2454.8315,2490.3477,2427.9673,2422.9138,2344.8311,2368.4895,2375.5579,2374.4951,2373.8533,2347.8652,2385.9524,2370.5256,2298.293,2390.1411,2369.8855,2376.3743,2386.3672,2538.2043,2392.1506,2319.936,2360.9932,2348.8979,2365.072,2411.0713,2631.5073,2675.2642,2678.8821,2763.1716,2647.0896,2608.5828,2664.9207,2593.1448,2700.3809,2710.9875,2652.9839,2625.8596,2579.5007,2650.8264,2727.5415,2705.7056,2691.6345,2717.1465,2635.3728,2701.5491,2633.5503,2510.7351,2521.5154,2613.8213,2534.7036,2679.0422,2536.1628,2559.2571,2561.6523,2058.1992,2570.7964,2557.2405,2974.0037,3021.176,2961.5134,2931.2332,3005.7786,2948.408,3040.3833,2957.3323,3139.8672,3063.5798,3162.1746,3137.1121,3127.2236,3205.0181,3227.2146,3119.8167,2064.1479,2873.4287,2918.7163,2907.6443,2914.6833,3078.9622,2906.2476,2847.0693,3650.041,3621.2292,3505.4314,3981.4331,3804.3445,3765.6177,3809.6938,3765.9675,3500.2024,1943.6323,1570.1377,1561.8392,1557.0298,1576.8586,1566.1299,1554.1787,1560.3723,1573.1521,1572.0822,1573.4656,1579.3212,1563.0941,1559.9735,1545.705,1572.2761,1568.1857,1571.7028,1564.6957,1568.9727,1567.2365,1561.8916,1562.9312,1554.3931,1562.1005,1559.1764,1569.1318,1569.6304,1574.1538,1555.8186,1971.1177,1976.3188,1993.5923,1932.8489,1930.6378,1903.156,1961.0193,1976.8778,1968.3243,1984.9762,1973.1011,1945.6992,1968.925,2000.9611,1984.0239,1990.8008,1986.7491,1965.2146,1976.191,2789.1514,2809.3789,2725.7051,2781.0732,2752.5562,2743.1807,2810.4685,2772.2063,2843.2581,2840.293,2886.2178,2900.7773,254.6936,160.98596,395.44583
1404,70.246765,67.197571,31.355379,116.4935,0,93.13221,477.82193,408.13525,768.82587,358.82959,459.84805,299.69211,298.9343,1033.3501,957.73157,1048.0236,859.84363,906.15143,1172.0063,1208.0292,1213.5308,1360.0359,1369.7349,1417.249,1303.8601,1420.4362,1634.0518,1566.647,1607.5448,1664.2346,1447.4994,1536.7738,1480.2837,1476.7655,1452.5118,1782.257,1798.9021,1764.6785,1723.4768,2225.637,1773.4159,1785.5006,1788.4734,2724.4419,1786.5388,1684.0402,1703.8342,1690.877,1736.0857,1731.431,1717.6248,1722.9572,1724.297,1712.3785,1848.1345,1827.0826,1840.4573,1829.225,1837.9153,1850.234,1771.1322,1748.7051,1741.8658,1757.8529,1784.7383,1779.7721,1767.6055,1751.386,1758.4669,1763.7804,2024.0636,1896.6166,1936.1274,1945.6335,1932.4481,1899.8015,1938.3715,1915.9666,1949.5387,1887.3018,1919.4406,1975.1738,1948.8447,1741.6815,1926.4336,2154.678,1965.1589,1978.8129,1937.8562,1919.3906,1966.4279,1909.462,2033.849,1964.6475,2001.7748,1978.3099,2014.3242,1989.0896,1977.1969,1981.6431,1980.8687,1996.8766,1981.4587,2081.9197,2184.1084,2122.604,2181.0688,2095.3792,2095.8711,2060.7629,2098.554,2062.5081,2177.854,2221.3997,2224.5576,2017.6421,2083.0547,2101.6389,2035.1859,2372.9954,2018.9248,2037.7292,2004.9802,2051.4436,2131.666,2132.7361,2142.5813,2168.8838,1780.6166,2100.186,2109.9275,2125.3286,2324.8132,2353.502,2335.73,2293.4734,2349.3374,2361.6382,2317.5442,2331.1968,2375.8774,2330.4309,2296.1929,2466.5864,2395.2524,2459.5808,2461.6028,2418.7947,2440.8372,2526.6812,2337.5957,2364.8254,2289.1638,2336.5334,2371.7642,2368.5776,2365.8081,2377.373,2342.6763,2338.3379,2373.8542,2311.4739,2306.4204,2228.3376,2251.9958,2259.0645,2258.0017,2257.3599,2231.3718,2269.459,2254.032,2181.7993,2273.6475,2253.3918,2259.8806,2269.8738,2421.7109,2275.6572,2203.4426,2244.4995,2232.4045,2248.5786,2294.5779,2515.0139,2558.7705,2562.3887,2646.678,2530.5962,2492.0894,2548.4272,2476.6514,2583.8872,2594.4941,2536.4902,2509.366,2463.0073,2534.3328,2611.0479,2589.2119,2575.1411,2600.6531,2518.8794,2585.0557,2517.0566,2394.2417,2405.022,2497.3279,2418.2102,2562.5488,2419.6692,2442.7637,2445.1589,1941.7056,2454.3027,2440.7468,2857.5103,2904.6826,2845.02,2814.7397,2889.2852,2831.9146,2923.8899,2840.8386,3023.3738,2947.0862,3045.6809,3020.6184,3010.73,3088.5247,3110.7209,3003.323,1947.6544,2756.9353,2802.2227,2791.1509,2798.1899,2962.4685,2789.7539,2730.5757,3533.5474,3504.7358,3388.938,3864.9395,3687.8511,3649.124,3783.3101,3740.3896,3473.0718,1827.1389,1543.3942,1535.0599,1530.3096,1550.1536,1539.3942,1527.4929,1533.6654,1546.4558,1545.5005,1546.8079,1552.6539,1536.5096,1533.4209,1519.2704,1545.5552,1541.5453,1544.8716,1538.0537,1542.2625,1540.6655,1535.2354,1536.0513,1527.6161,1535.3613,1532.4927,1542.4655,1542.9429,1547.4781,1529.1952,1854.6241,1859.8253,1877.0988,1816.3553,1814.1443,1786.6626,1844.5259,1860.3844,1851.8309,1868.4827,1856.6077,1829.2057,1852.4315,1884.4677,1867.5304,1874.3074,1870.2556,1848.7211,1859.6975,2672.658,2692.8855,2609.2117,2664.5798,2636.0627,2626.6873,2693.9751,2655.7126,2726.7644,2723.7996,2769.7241,2784.2839,231.90602,138.19839,372.65826
1405,110.55547,107.50628,61.776833,209.6257,93.13221,0,437.73093,368.04425,728.73486,318.73859,419.75705,309.14612,258.84329,993.25909,917.64056,1007.9326,819.75256,866.06042,1131.9154,1167.9382,1173.4398,1319.9448,1329.6438,1377.1581,1263.7692,1380.3451,1593.9608,1526.556,1567.4539,1624.1437,1407.4084,1496.6829,1440.1927,1436.6744,1412.4209,1742.1659,1758.811,1724.5874,1683.3859,2185.5461,1733.3248,1745.4097,1748.3824,2684.3508,1746.4478,1643.9491,1663.7432,1650.7859,1695.9948,1691.3401,1677.5338,1682.8661,1684.2061,1672.2875,1808.0435,1786.9917,1800.3662,1789.1339,1797.8242,1810.1429,1731.0413,1708.6141,1701.7748,1717.762,1744.6473,1739.6812,1727.5144,1711.2949,1718.376,1723.6895,1983.9727,1856.5255,1896.0364,1905.5425,1892.3571,1859.7104,1898.2805,1875.8756,1909.4476,1847.2108,1879.3495,1935.0829,1908.7538,1701.5906,1886.3425,2114.5869,1925.068,1938.7219,1897.7651,1879.2996,1926.3368,1869.3711,1993.7579,1924.5565,1961.6837,1938.219,1974.2333,1948.9987,1937.106,1941.5521,1940.7776,1956.7855,1941.3677,2041.8286,2144.0173,2082.5129,2140.9778,2055.2883,2055.78,2020.6719,2058.4629,2022.417,2137.7629,2181.3086,2184.4666,1977.5511,2042.9636,2061.5479,1995.095,2332.9043,1978.8339,1997.6383,1964.8892,2011.3527,2091.575,2092.645,2102.4902,2128.7927,1740.5256,2060.095,2069.8364,2085.2375,2284.7224,2313.4109,2295.6392,2253.3823,2309.2463,2321.5471,2277.4531,2291.1057,2335.7864,2290.3398,2256.1018,2426.4954,2355.1616,2419.49,2421.5117,2378.7039,2400.7461,2486.5901,2297.5046,2324.7346,2249.073,2296.4424,2331.6731,2328.4868,2325.717,2337.282,2302.5852,2298.2471,2333.7632,2271.3828,2266.3293,2188.2466,2211.905,2218.9734,2217.9106,2217.2688,2191.2808,2229.3679,2213.9412,2141.7085,2233.5566,2213.3008,2219.7898,2229.7827,2381.6199,2235.5662,2163.3516,2204.4084,2192.3135,2208.4875,2254.4868,2474.9229,2518.6794,2522.2976,2606.5869,2490.5051,2451.9983,2508.3362,2436.5603,2543.7964,2554.4031,2496.3992,2469.2749,2422.9163,2494.2419,2570.957,2549.1208,2535.05,2560.562,2478.7883,2544.9646,2476.9658,2354.1506,2364.9309,2457.2368,2378.1191,2522.4578,2379.5784,2402.6726,2405.0679,1901.6146,2414.2117,2400.6558,2817.4192,2864.5916,2804.929,2774.6487,2849.1941,2791.8235,2883.7988,2800.7478,2983.2827,2906.9954,3005.5898,2980.5276,2970.6389,3048.4336,3070.6301,2963.2319,1907.5635,2716.8442,2762.1316,2751.0598,2758.0989,2922.3774,2749.6631,2690.4849,3493.4565,3464.6448,3348.8469,3824.8484,3647.76,3609.0332,3690.1311,3643.2039,3384.2437,1787.0479,1453.4846,1445.3749,1440.2816,1460.0084,1449.4448,1437.2671,1443.5544,1456.2643,1454.645,1456.3909,1462.2837,1445.6827,1442.4156,1427.6166,1455.5098,1451.0348,1455.4833,1447.5566,1452.1584,1449.7554,1444.8254,1446.9698,1437.9286,1445.4379,1442.2474,1452.1047,1452.7046,1457.1649,1438.6034,1814.5331,1819.7343,1837.0077,1776.2643,1774.0533,1746.5715,1804.4348,1820.2933,1811.7399,1828.3916,1816.5166,1789.1146,1812.3406,1844.3766,1827.4395,1834.2163,1830.1646,1808.63,1819.6066,2632.5669,2652.7944,2569.1206,2624.4888,2595.9717,2586.5962,2653.884,2615.6218,2686.6736,2683.7085,2729.6333,2744.1929,325.03824,231.3306,465.79047
